"Gene","Genus","r","p_raw","p_adj","gene_dir","genus_dir"
"Rpusd4","Staphylococcus",0.0818181818181818,0.810990394300046,0.982302948232868,2,1
"Msln","Staphylococcus",0.0818181818181818,0.810990394300046,0.982302948232868,2,1
"Selenoh","Alloprevotella",-0.0818181818181818,0.810990394300046,0.982302948232868,4,-1
"Scoc","Prevotellaceae_UCG-001",0.0818181818181818,0.810990394300046,0.982302948232868,4,-1
"Ifi203","Prevotellaceae_UCG-001",0.0818181818181818,0.810990394300046,0.982302948232868,4,-1
"Ifi44","Prevotellaceae_UCG-001",0.0818181818181818,0.810990394300046,0.982302948232868,4,-1
"Rpusd4","Corynebacterium",-0.0818181818181818,0.810990394300046,0.982302948232868,2,1
"Nfil3","Enterococcus",-0.0818181818181818,0.810990394300046,0.982302948232868,4,1
"Ccnb1","Enterococcus",0.0818181818181818,0.810990394300046,0.982302948232868,4,1
"Uspl1","Enterococcus",-0.0818181818181818,0.810990394300046,0.982302948232868,4,1
"Ncapg","Enterococcus",0.0818181818181818,0.810990394300046,0.982302948232868,4,1
"Csn3","Ralstonia",-0.0774489480882949,0.820938834522775,0.982302948232868,2,1
"Svs2","Romboutsia",0.0733975843417574,0.830184743518939,0.982302948232868,2,1
"Syt8","Romboutsia",-0.0727272727272727,0.831716405381337,0.982302948232868,4,1
"B3galt5","Romboutsia",-0.0727272727272727,0.831716405381337,0.982302948232868,2,1
"Uspl1","Brevibacillus",-0.0727272727272727,0.831716405381337,0.982302948232868,4,-1
"Nusap1","Staphylococcus",-0.0727272727272727,0.831716405381337,0.982302948232868,4,1
"Hmgn2","Alloprevotella",0.0727272727272727,0.831716405381337,0.982302948232868,4,-1
"Chordc1","Romboutsia",-0.0636363636363636,0.852539072542522,0.982302948232868,4,1
"Selenoh","Romboutsia",-0.0636363636363636,0.852539072542522,0.982302948232868,4,1
"Pmaip1","Brevibacillus",-0.0636363636363636,0.852539072542522,0.982302948232868,4,-1
"Msln","Ralstonia",0.0636363636363636,0.852539072542522,0.982302948232868,2,1
"Gbp2","Geobacillus",0.0636363636363636,0.852539072542522,0.982302948232868,4,-1
"B3galt5","Geobacillus",0.0636363636363636,0.852539072542522,0.982302948232868,2,-1
"Scoc","Pseudomonas",-0.0636363636363636,0.852539072542522,0.982302948232868,4,1
"Gbp2","Staphylococcus",-0.0636363636363636,0.852539072542522,0.982302948232868,4,1
"Psme2","Prevotellaceae_UCG-001",0.0636363636363636,0.852539072542522,0.982302948232868,2,-1
"Ncapg","Prevotellaceae_UCG-001",-0.0636363636363636,0.852539072542522,0.982302948232868,4,-1
"Selenoh","Bacteroides",-0.0636363636363636,0.852539072542522,0.982302948232868,4,-1
"Gbp2","Enterococcus",-0.0636363636363636,0.852539072542522,0.982302948232868,4,1
"Ifi203","Ralstonia",0.0545454545454545,0.873446577523315,0.982302948232868,4,1
"Cmah","Ralstonia",-0.0545454545454545,0.873446577523315,0.982302948232868,4,1
"Nfil3","Pseudomonas",-0.0545454545454545,0.873446577523315,0.982302948232868,4,1
"Gbp2","Pseudomonas",0.0545454545454545,0.873446577523315,0.982302948232868,4,1
"Scoc","Staphylococcus",-0.0545454545454545,0.873446577523315,0.982302948232868,4,1
"Nnat","Staphylococcus",-0.0545454545454545,0.873446577523315,0.982302948232868,2,1
"Ccnb1","Prevotellaceae_UCG-001",0.0545454545454545,0.873446577523315,0.982302948232868,4,-1
"Ifi44","Enterococcus",0.0545454545454545,0.873446577523315,0.982302948232868,4,1
"Ifit1","Enterococcus",-0.0545454545454545,0.873446577523315,0.982302948232868,4,1
"Syn2","Romboutsia",-0.0501140252336026,0.883665268126761,0.982302948232868,2,1
"Sctr","Brevibacillus",-0.0501140252336026,0.883665268126761,0.982302948232868,2,-1
"Syn2","Ralstonia",0.0501140252336026,0.883665268126761,0.982302948232868,2,1
"Csn3","Pseudomonas",0.0501140252336026,0.883665268126761,0.982302948232868,2,1
"Syn2","Prevotellaceae_UCG-001",-0.0455582047578205,0.894187401026699,0.982302948232868,2,-1
"Ifit1bl1","Pseudomonas",0.0454545454545455,0.894426996905303,0.982302948232868,4,1
"Ccnb1","Staphylococcus",0.0454545454545455,0.894426996905303,0.982302948232868,4,1
"Syt8","Staphylococcus",0.0454545454545455,0.894426996905303,0.982302948232868,4,1
"Irgm2","Prevotellaceae_UCG-001",-0.0454545454545455,0.894426996905303,0.982302948232868,4,-1
"Arc","Bacteroides",-0.0454545454545455,0.894426996905303,0.982302948232868,4,-1
"Svs2","Ralstonia",0.0366987921708787,0.914691642648627,0.982302948232868,2,1
"Scoc","Romboutsia",-0.0363636363636364,0.915468316890535,0.982302948232868,4,1
"Hmgn2","Romboutsia",0.0363636363636364,0.915468316890535,0.982302948232868,4,1
"Cmah","Romboutsia",-0.0363636363636364,0.915468316890535,0.982302948232868,4,1
"Apold1","Brevibacillus",-0.0363636363636364,0.915468316890535,0.982302948232868,4,-1
"Nfil3","Ralstonia",-0.0363636363636364,0.915468316890535,0.982302948232868,4,1
"Scoc","Ralstonia",0.0363636363636364,0.915468316890535,0.982302948232868,4,1
"Ifi203","Staphylococcus",-0.0363636363636364,0.915468316890535,0.982302948232868,4,1
"Hmgn2","Staphylococcus",0.0363636363636364,0.915468316890535,0.982302948232868,4,1
"Cmah","Staphylococcus",-0.0363636363636364,0.915468316890535,0.982302948232868,4,1
"Arc","Prevotellaceae_UCG-001",-0.0363636363636364,0.915468316890535,0.982302948232868,4,-1
"Pbk","Enterococcus",0.0363636363636364,0.915468316890535,0.982302948232868,4,1
"Oas1g","Streptococcus",-0.0318907433304744,0.925839700068018,0.982302948232868,4,1
"Csn3","Geobacillus",0.0273349228546923,0.936414021329089,0.982302948232868,2,-1
"Syn2","Enterococcus",-0.0273349228546923,0.936414021329089,0.982302948232868,2,1
"Ifi44","Romboutsia",0.0272727272727273,0.936558448192612,0.982302948232868,4,1
"Ccnb1","Ralstonia",-0.0272727272727273,0.936558448192612,0.982302948232868,4,1
"Ncapg","Ralstonia",0.0272727272727273,0.936558448192612,0.982302948232868,4,1
"Ifit1","Geobacillus",0.0272727272727273,0.936558448192612,0.982302948232868,4,-1
"Ifi44","Pseudomonas",-0.0272727272727273,0.936558448192612,0.982302948232868,4,1
"Irgm2","Pseudomonas",0.0272727272727273,0.936558448192612,0.982302948232868,4,1
"Irgm2","Staphylococcus",0.0272727272727273,0.936558448192612,0.982302948232868,4,1
"B3galt5","Prevotellaceae_UCG-001",0.0272727272727273,0.936558448192612,0.982302948232868,2,-1
"Hmgn2","Enterococcus",0.0272727272727273,0.936558448192612,0.982302948232868,4,1
"Gbp2","Romboutsia",-0.0181818181818182,0.957685241021619,0.989203995789419,4,1
"Uspl1","Ralstonia",-0.0181818181818182,0.957685241021619,0.989203995789419,4,1
"Pmaip1","Geobacillus",-0.0181818181818182,0.957685241021619,0.989203995789419,4,-1
"Nusap1","Enterococcus",-0.0181818181818182,0.957685241021619,0.989203995789419,4,1
"Irgm2","Enterococcus",-0.0181818181818182,0.957685241021619,0.989203995789419,4,1
"Krt79","Enterococcus",0.0181818181818182,0.957685241021619,0.989203995789419,2,1
"Chordc1","Geobacillus",-0.00909090909090909,0.978836500144194,1,4,-1
"Nnat","Pseudomonas",0.00909090909090909,0.978836500144194,1,2,1
"Msln","Alloprevotella",-0.00909090909090909,0.978836500144194,1,2,-1
"Msln","Bacteroides",-0.00909090909090909,0.978836500144194,1,2,-1
"Sctr","Romboutsia",0.00455582047578205,0.989393352540606,1,2,1
"Oas1g","Ralstonia",-0.00455582047578205,0.989393352540606,1,4,1
"Syn2","Staphylococcus",-0.00455582047578205,0.989393352540606,1,2,1
"Csn3","Prevotellaceae_UCG-001",-0.00455582047578205,0.989393352540606,1,2,-1
"Apold1","Romboutsia",0,1,1,4,1
"Ccnb1","Romboutsia",0,1,1,4,1
"Ifitm1","Brevibacillus",0,1,1,4,-1
"Svs2","Staphylococcus",0,1,1,2,1
"Oas1g","Prevotellaceae_UCG-001",0,1,1,4,-1
