time_hr,OD,enzyme,concentration_ng_ml,concentration_label,replicate,well
8.5,0.4496,V118,5000.0,5 μg/ml,1,D07
9.0,0.4499,V118,5000.0,5 μg/ml,1,D07
9.5,0.4501,V118,5000.0,5 μg/ml,1,D07
10.0,0.4501,V118,5000.0,5 μg/ml,1,D07
10.5,0.4502,V118,5000.0,5 μg/ml,1,D07
11.0,0.4505,V118,5000.0,5 μg/ml,1,D07
11.5,0.4508,V118,5000.0,5 μg/ml,1,D07
12.0,0.4515,V118,5000.0,5 μg/ml,1,D07
12.5,0.4523,V118,5000.0,5 μg/ml,1,D07
13.0,0.4538,V118,5000.0,5 μg/ml,1,D07
13.5,0.4553,V118,5000.0,5 μg/ml,1,D07
14.0,0.4571,V118,5000.0,5 μg/ml,1,D07
14.5,0.4597,V118,5000.0,5 μg/ml,1,D07
0.0,0.1683,V118,500.0,500 ng/ml,1,D08
0.5,0.174,V118,500.0,500 ng/ml,1,D08
1.0,0.1873,V118,500.0,500 ng/ml,1,D08
1.5,0.2089,V118,500.0,500 ng/ml,1,D08
2.0,0.2324,V118,500.0,500 ng/ml,1,D08
2.5,0.2577,V118,500.0,500 ng/ml,1,D08
3.0,0.2829,V118,500.0,500 ng/ml,1,D08
3.5,0.3097,V118,500.0,500 ng/ml,1,D08
4.0,0.3364,V118,500.0,500 ng/ml,1,D08
4.5,0.3507,V118,500.0,500 ng/ml,1,D08
5.0,0.3585,V118,500.0,500 ng/ml,1,D08
5.5,0.3621,V118,500.0,500 ng/ml,1,D08
6.0,0.3638,V118,500.0,500 ng/ml,1,D08
6.5,0.3651,V118,500.0,500 ng/ml,1,D08
7.0,0.3664,V118,500.0,500 ng/ml,1,D08
7.5,0.3674,V118,500.0,500 ng/ml,1,D08
8.0,0.3678,V118,500.0,500 ng/ml,1,D08
8.5,0.3688,V118,500.0,500 ng/ml,1,D08
9.0,0.371,V118,500.0,500 ng/ml,1,D08
9.5,0.3721,V118,500.0,500 ng/ml,1,D08
10.0,0.3745,V118,500.0,500 ng/ml,1,D08
10.5,0.3767,V118,500.0,500 ng/ml,1,D08
11.0,0.3783,V118,500.0,500 ng/ml,1,D08
11.5,0.3808,V118,500.0,500 ng/ml,1,D08
12.0,0.3838,V118,500.0,500 ng/ml,1,D08
12.5,0.3861,V118,500.0,500 ng/ml,1,D08
13.0,0.3889,V118,500.0,500 ng/ml,1,D08
13.5,0.3913,V118,500.0,500 ng/ml,1,D08
14.0,0.394,V118,500.0,500 ng/ml,1,D08
14.5,0.3964,V118,500.0,500 ng/ml,1,D08
0.0,0.1661,V118,50.0,50 ng/ml,1,D09
0.5,0.1716,V118,50.0,50 ng/ml,1,D09
1.0,0.1877,V118,50.0,50 ng/ml,1,D09
1.5,0.2084,V118,50.0,50 ng/ml,1,D09
2.0,0.2317,V118,50.0,50 ng/ml,1,D09
2.5,0.2544,V118,50.0,50 ng/ml,1,D09
3.0,0.2802,V118,50.0,50 ng/ml,1,D09
3.5,0.3049,V118,50.0,50 ng/ml,1,D09
4.0,0.3279,V118,50.0,50 ng/ml,1,D09
4.5,0.341,V118,50.0,50 ng/ml,1,D09
5.0,0.3465,V118,50.0,50 ng/ml,1,D09
5.5,0.3497,V118,50.0,50 ng/ml,1,D09
6.0,0.3499,V118,50.0,50 ng/ml,1,D09
6.5,0.3507,V118,50.0,50 ng/ml,1,D09
7.0,0.3519,V118,50.0,50 ng/ml,1,D09
7.5,0.3524,V118,50.0,50 ng/ml,1,D09
8.0,0.3537,V118,50.0,50 ng/ml,1,D09
8.5,0.3548,V118,50.0,50 ng/ml,1,D09
9.0,0.3556,V118,50.0,50 ng/ml,1,D09
9.5,0.3572,V118,50.0,50 ng/ml,1,D09
10.0,0.3588,V118,50.0,50 ng/ml,1,D09
10.5,0.3606,V118,50.0,50 ng/ml,1,D09
11.0,0.3634,V118,50.0,50 ng/ml,1,D09
11.5,0.366,V118,50.0,50 ng/ml,1,D09
12.0,0.3691,V118,50.0,50 ng/ml,1,D09
12.5,0.3716,V118,50.0,50 ng/ml,1,D09
13.0,0.374,V118,50.0,50 ng/ml,1,D09
13.5,0.3767,V118,50.0,50 ng/ml,1,D09
14.0,0.379,V118,50.0,50 ng/ml,1,D09
14.5,0.3821,V118,50.0,50 ng/ml,1,D09
0.0,0.1653,V118,5.0,5 ng/ml,1,D10
0.5,0.1713,V118,5.0,5 ng/ml,1,D10
1.0,0.1887,V118,5.0,5 ng/ml,1,D10
1.5,0.213,V118,5.0,5 ng/ml,1,D10
2.0,0.2361,V118,5.0,5 ng/ml,1,D10
2.5,0.2593,V118,5.0,5 ng/ml,1,D10
3.0,0.2839,V118,5.0,5 ng/ml,1,D10
3.5,0.3078,V118,5.0,5 ng/ml,1,D10
4.0,0.331,V118,5.0,5 ng/ml,1,D10
4.5,0.3453,V118,5.0,5 ng/ml,1,D10
5.0,0.3521,V118,5.0,5 ng/ml,1,D10
5.5,0.3534,V118,5.0,5 ng/ml,1,D10
6.0,0.3553,V118,5.0,5 ng/ml,1,D10
6.5,0.3564,V118,5.0,5 ng/ml,1,D10
7.0,0.3571,V118,5.0,5 ng/ml,1,D10
7.5,0.3582,V118,5.0,5 ng/ml,1,D10
8.0,0.3596,V118,5.0,5 ng/ml,1,D10
8.5,0.3606,V118,5.0,5 ng/ml,1,D10
9.0,0.3624,V118,5.0,5 ng/ml,1,D10
9.5,0.3643,V118,5.0,5 ng/ml,1,D10
10.0,0.3663,V118,5.0,5 ng/ml,1,D10
10.5,0.369,V118,5.0,5 ng/ml,1,D10
11.0,0.3715,V118,5.0,5 ng/ml,1,D10
11.5,0.3742,V118,5.0,5 ng/ml,1,D10
12.0,0.3775,V118,5.0,5 ng/ml,1,D10
12.5,0.3801,V118,5.0,5 ng/ml,1,D10
13.0,0.3832,V118,5.0,5 ng/ml,1,D10
13.5,0.3864,V118,5.0,5 ng/ml,1,D10
14.0,0.3897,V118,5.0,5 ng/ml,1,D10
14.5,0.3928,V118,5.0,5 ng/ml,1,D10
0.0,0.178,V118,0.5,0.5 ng/ml,1,D11
0.5,0.1819,V118,0.5,0.5 ng/ml,1,D11
1.0,0.1981,V118,0.5,0.5 ng/ml,1,D11
1.5,0.2205,V118,0.5,0.5 ng/ml,1,D11
2.0,0.2481,V118,0.5,0.5 ng/ml,1,D11
2.5,0.2727,V118,0.5,0.5 ng/ml,1,D11
3.0,0.2955,V118,0.5,0.5 ng/ml,1,D11
3.5,0.322,V118,0.5,0.5 ng/ml,1,D11
4.0,0.3478,V118,0.5,0.5 ng/ml,1,D11
4.5,0.3608,V118,0.5,0.5 ng/ml,1,D11
5.0,0.3667,V118,0.5,0.5 ng/ml,1,D11
5.5,0.3686,V118,0.5,0.5 ng/ml,1,D11
6.0,0.3703,V118,0.5,0.5 ng/ml,1,D11
6.5,0.3721,V118,0.5,0.5 ng/ml,1,D11
7.0,0.3734,V118,0.5,0.5 ng/ml,1,D11
7.5,0.3754,V118,0.5,0.5 ng/ml,1,D11
8.0,0.3768,V118,0.5,0.5 ng/ml,1,D11
8.5,0.3789,V118,0.5,0.5 ng/ml,1,D11
9.0,0.3809,V118,0.5,0.5 ng/ml,1,D11
9.5,0.3826,V118,0.5,0.5 ng/ml,1,D11
10.0,0.3852,V118,0.5,0.5 ng/ml,1,D11
10.5,0.3878,V118,0.5,0.5 ng/ml,1,D11
11.0,0.3904,V118,0.5,0.5 ng/ml,1,D11
11.5,0.393,V118,0.5,0.5 ng/ml,1,D11
12.0,0.3961,V118,0.5,0.5 ng/ml,1,D11
12.5,0.3994,V118,0.5,0.5 ng/ml,1,D11
13.0,0.4027,V118,0.5,0.5 ng/ml,1,D11
13.5,0.4061,V118,0.5,0.5 ng/ml,1,D11
14.0,0.4097,V118,0.5,0.5 ng/ml,1,D11
14.5,0.4139,V118,0.5,0.5 ng/ml,1,D11
0.0,0.1678,V118,40000.0,40 μg/ml,1,D12
0.5,0.1751,V118,40000.0,40 μg/ml,1,D12
1.0,0.1922,V118,40000.0,40 μg/ml,1,D12
1.5,0.2196,V118,40000.0,40 μg/ml,1,D12
2.0,0.2461,V118,40000.0,40 μg/ml,1,D12
2.5,0.2771,V118,40000.0,40 μg/ml,1,D12
3.0,0.3104,V118,40000.0,40 μg/ml,1,D12
3.5,0.3433,V118,40000.0,40 μg/ml,1,D12
4.0,0.3787,V118,40000.0,40 μg/ml,1,D12
4.5,0.4128,V118,40000.0,40 μg/ml,1,D12
5.0,0.4447,V118,40000.0,40 μg/ml,1,D12
5.5,0.4694,V118,40000.0,40 μg/ml,1,D12
6.0,0.4929,V118,40000.0,40 μg/ml,1,D12
6.5,0.5109,V118,40000.0,40 μg/ml,1,D12
7.0,0.5275,V118,40000.0,40 μg/ml,1,D12
7.5,0.5427,V118,40000.0,40 μg/ml,1,D12
8.0,0.5559,V118,40000.0,40 μg/ml,1,D12
8.5,0.5665,V118,40000.0,40 μg/ml,1,D12
9.0,0.5783,V118,40000.0,40 μg/ml,1,D12
9.5,0.5873,V118,40000.0,40 μg/ml,1,D12
10.0,0.5969,V118,40000.0,40 μg/ml,1,D12
10.5,0.6079,V118,40000.0,40 μg/ml,1,D12
11.0,0.6178,V118,40000.0,40 μg/ml,1,D12
11.5,0.6287,V118,40000.0,40 μg/ml,1,D12
12.0,0.6391,V118,40000.0,40 μg/ml,1,D12
12.5,0.6496,V118,40000.0,40 μg/ml,1,D12
13.0,0.6595,V118,40000.0,40 μg/ml,1,D12
13.5,0.6734,V118,40000.0,40 μg/ml,1,D12
14.0,0.6898,V118,40000.0,40 μg/ml,1,D12
14.5,0.7065,V118,40000.0,40 μg/ml,1,D12
0.0,0.1744,V1468,50000.0,50 μg/ml,2,E01
0.5,0.1796,V1468,50000.0,50 μg/ml,2,E01
1.0,0.1978,V1468,50000.0,50 μg/ml,2,E01
1.5,0.2238,V1468,50000.0,50 μg/ml,2,E01
2.0,0.252,V1468,50000.0,50 μg/ml,2,E01
2.5,0.2791,V1468,50000.0,50 μg/ml,2,E01
3.0,0.3072,V1468,50000.0,50 μg/ml,2,E01
3.5,0.3393,V1468,50000.0,50 μg/ml,2,E01
4.0,0.3718,V1468,50000.0,50 μg/ml,2,E01
4.5,0.3976,V1468,50000.0,50 μg/ml,2,E01
5.0,0.4111,V1468,50000.0,50 μg/ml,2,E01
5.5,0.417,V1468,50000.0,50 μg/ml,2,E01
6.0,0.4183,V1468,50000.0,50 μg/ml,2,E01
6.5,0.4209,V1468,50000.0,50 μg/ml,2,E01
7.0,0.4238,V1468,50000.0,50 μg/ml,2,E01
7.5,0.426,V1468,50000.0,50 μg/ml,2,E01
8.0,0.4285,V1468,50000.0,50 μg/ml,2,E01
8.5,0.4323,V1468,50000.0,50 μg/ml,2,E01
9.0,0.4356,V1468,50000.0,50 μg/ml,2,E01
9.5,0.4387,V1468,50000.0,50 μg/ml,2,E01
10.0,0.4424,V1468,50000.0,50 μg/ml,2,E01
10.5,0.4459,V1468,50000.0,50 μg/ml,2,E01
11.0,0.4514,V1468,50000.0,50 μg/ml,2,E01
11.5,0.4563,V1468,50000.0,50 μg/ml,2,E01
12.0,0.4611,V1468,50000.0,50 μg/ml,2,E01
12.5,0.4665,V1468,50000.0,50 μg/ml,2,E01
13.0,0.4727,V1468,50000.0,50 μg/ml,2,E01
13.5,0.4788,V1468,50000.0,50 μg/ml,2,E01
14.0,0.4863,V1468,50000.0,50 μg/ml,2,E01
14.5,0.4933,V1468,50000.0,50 μg/ml,2,E01
0.0,0.1871,V1468,5000.0,5 μg/ml,2,E02
0.5,0.1989,V1468,5000.0,5 μg/ml,2,E02
1.0,0.2041,V1468,5000.0,5 μg/ml,2,E02
1.5,0.2135,V1468,5000.0,5 μg/ml,2,E02
2.0,0.2421,V1468,5000.0,5 μg/ml,2,E02
2.5,0.2665,V1468,5000.0,5 μg/ml,2,E02
3.0,0.2942,V1468,5000.0,5 μg/ml,2,E02
3.5,0.3236,V1468,5000.0,5 μg/ml,2,E02
4.0,0.3488,V1468,5000.0,5 μg/ml,2,E02
4.5,0.3629,V1468,5000.0,5 μg/ml,2,E02
5.0,0.3709,V1468,5000.0,5 μg/ml,2,E02
5.5,0.3724,V1468,5000.0,5 μg/ml,2,E02
6.0,0.3749,V1468,5000.0,5 μg/ml,2,E02
6.5,0.3766,V1468,5000.0,5 μg/ml,2,E02
7.0,0.3776,V1468,5000.0,5 μg/ml,2,E02
7.5,0.3789,V1468,5000.0,5 μg/ml,2,E02
8.0,0.3817,V1468,5000.0,5 μg/ml,2,E02
8.5,0.3826,V1468,5000.0,5 μg/ml,2,E02
9.0,0.3853,V1468,5000.0,5 μg/ml,2,E02
9.5,0.3878,V1468,5000.0,5 μg/ml,2,E02
10.0,0.3896,V1468,5000.0,5 μg/ml,2,E02
10.5,0.3923,V1468,5000.0,5 μg/ml,2,E02
11.0,0.395,V1468,5000.0,5 μg/ml,2,E02
11.5,0.3984,V1468,5000.0,5 μg/ml,2,E02
12.0,0.4019,V1468,5000.0,5 μg/ml,2,E02
12.5,0.4058,V1468,5000.0,5 μg/ml,2,E02
13.0,0.41,V1468,5000.0,5 μg/ml,2,E02
13.5,0.4145,V1468,5000.0,5 μg/ml,2,E02
14.0,0.4186,V1468,5000.0,5 μg/ml,2,E02
14.5,0.4228,V1468,5000.0,5 μg/ml,2,E02
0.0,0.1617,V1468,500.0,500 ng/ml,2,E03
0.5,0.1678,V1468,500.0,500 ng/ml,2,E03
1.0,0.1848,V1468,500.0,500 ng/ml,2,E03
1.5,0.2096,V1468,500.0,500 ng/ml,2,E03
2.0,0.233,V1468,500.0,500 ng/ml,2,E03
2.5,0.2594,V1468,500.0,500 ng/ml,2,E03
3.0,0.2843,V1468,500.0,500 ng/ml,2,E03
3.5,0.3111,V1468,500.0,500 ng/ml,2,E03
4.0,0.3346,V1468,500.0,500 ng/ml,2,E03
4.5,0.35,V1468,500.0,500 ng/ml,2,E03
5.0,0.3559,V1468,500.0,500 ng/ml,2,E03
5.5,0.3581,V1468,500.0,500 ng/ml,2,E03
6.0,0.3595,V1468,500.0,500 ng/ml,2,E03
6.5,0.3616,V1468,500.0,500 ng/ml,2,E03
7.0,0.3629,V1468,500.0,500 ng/ml,2,E03
7.5,0.3644,V1468,500.0,500 ng/ml,2,E03
8.0,0.3661,V1468,500.0,500 ng/ml,2,E03
8.5,0.3681,V1468,500.0,500 ng/ml,2,E03
9.0,0.3703,V1468,500.0,500 ng/ml,2,E03
9.5,0.3724,V1468,500.0,500 ng/ml,2,E03
10.0,0.3748,V1468,500.0,500 ng/ml,2,E03
10.5,0.3764,V1468,500.0,500 ng/ml,2,E03
11.0,0.3794,V1468,500.0,500 ng/ml,2,E03
11.5,0.3821,V1468,500.0,500 ng/ml,2,E03
12.0,0.3856,V1468,500.0,500 ng/ml,2,E03
12.5,0.3891,V1468,500.0,500 ng/ml,2,E03
13.0,0.3926,V1468,500.0,500 ng/ml,2,E03
13.5,0.396,V1468,500.0,500 ng/ml,2,E03
14.0,0.3996,V1468,500.0,500 ng/ml,2,E03
14.5,0.4029,V1468,500.0,500 ng/ml,2,E03
0.0,0.165,V1468,50.0,50 ng/ml,2,E04
0.5,0.1732,V1468,50.0,50 ng/ml,2,E04
1.0,0.1863,V1468,50.0,50 ng/ml,2,E04
1.5,0.212,V1468,50.0,50 ng/ml,2,E04
2.0,0.2371,V1468,50.0,50 ng/ml,2,E04
2.5,0.2593,V1468,50.0,50 ng/ml,2,E04
3.0,0.2822,V1468,50.0,50 ng/ml,2,E04
3.5,0.3077,V1468,50.0,50 ng/ml,2,E04
4.0,0.333,V1468,50.0,50 ng/ml,2,E04
4.5,0.3451,V1468,50.0,50 ng/ml,2,E04
5.0,0.347,V1468,50.0,50 ng/ml,2,E04
5.5,0.35,V1468,50.0,50 ng/ml,2,E04
6.0,0.3528,V1468,50.0,50 ng/ml,2,E04
6.5,0.3535,V1468,50.0,50 ng/ml,2,E04
7.0,0.3543,V1468,50.0,50 ng/ml,2,E04
7.5,0.3554,V1468,50.0,50 ng/ml,2,E04
8.0,0.3573,V1468,50.0,50 ng/ml,2,E04
8.5,0.3588,V1468,50.0,50 ng/ml,2,E04
9.0,0.3614,V1468,50.0,50 ng/ml,2,E04
9.5,0.3623,V1468,50.0,50 ng/ml,2,E04
10.0,0.3645,V1468,50.0,50 ng/ml,2,E04
10.5,0.3668,V1468,50.0,50 ng/ml,2,E04
11.0,0.3699,V1468,50.0,50 ng/ml,2,E04
11.5,0.3732,V1468,50.0,50 ng/ml,2,E04
12.0,0.3757,V1468,50.0,50 ng/ml,2,E04
12.5,0.3783,V1468,50.0,50 ng/ml,2,E04
13.0,0.3818,V1468,50.0,50 ng/ml,2,E04
13.5,0.3852,V1468,50.0,50 ng/ml,2,E04
14.0,0.388,V1468,50.0,50 ng/ml,2,E04
14.5,0.3911,V1468,50.0,50 ng/ml,2,E04
0.0,0.17,V1468,5.0,5 ng/ml,2,E05
0.5,0.1758,V1468,5.0,5 ng/ml,2,E05
1.0,0.1932,V1468,5.0,5 ng/ml,2,E05
1.5,0.219,V1468,5.0,5 ng/ml,2,E05
2.0,0.2437,V1468,5.0,5 ng/ml,2,E05
2.5,0.267,V1468,5.0,5 ng/ml,2,E05
3.0,0.295,V1468,5.0,5 ng/ml,2,E05
3.5,0.3232,V1468,5.0,5 ng/ml,2,E05
4.0,0.3463,V1468,5.0,5 ng/ml,2,E05
4.5,0.3606,V1468,5.0,5 ng/ml,2,E05
5.0,0.3658,V1468,5.0,5 ng/ml,2,E05
5.5,0.3686,V1468,5.0,5 ng/ml,2,E05
6.0,0.3703,V1468,5.0,5 ng/ml,2,E05
6.5,0.3707,V1468,5.0,5 ng/ml,2,E05
7.0,0.3726,V1468,5.0,5 ng/ml,2,E05
7.5,0.3735,V1468,5.0,5 ng/ml,2,E05
8.0,0.3748,V1468,5.0,5 ng/ml,2,E05
8.5,0.3766,V1468,5.0,5 ng/ml,2,E05
9.0,0.378,V1468,5.0,5 ng/ml,2,E05
9.5,0.38,V1468,5.0,5 ng/ml,2,E05
10.0,0.3819,V1468,5.0,5 ng/ml,2,E05
10.5,0.3839,V1468,5.0,5 ng/ml,2,E05
11.0,0.3865,V1468,5.0,5 ng/ml,2,E05
11.5,0.3901,V1468,5.0,5 ng/ml,2,E05
12.0,0.3929,V1468,5.0,5 ng/ml,2,E05
12.5,0.3958,V1468,5.0,5 ng/ml,2,E05
13.0,0.3981,V1468,5.0,5 ng/ml,2,E05
13.5,0.4017,V1468,5.0,5 ng/ml,2,E05
14.0,0.4052,V1468,5.0,5 ng/ml,2,E05
14.5,0.4081,V1468,5.0,5 ng/ml,2,E05
0.0,0.1668,V1468,0.0,0 (对照),2,E06
0.5,0.1728,V1468,0.0,0 (对照),2,E06
1.0,0.1871,V1468,0.0,0 (对照),2,E06
1.5,0.211,V1468,0.0,0 (对照),2,E06
2.0,0.2333,V1468,0.0,0 (对照),2,E06
2.5,0.2594,V1468,0.0,0 (对照),2,E06
3.0,0.2838,V1468,0.0,0 (对照),2,E06
3.5,0.308,V1468,0.0,0 (对照),2,E06
4.0,0.3335,V1468,0.0,0 (对照),2,E06
4.5,0.3476,V1468,0.0,0 (对照),2,E06
5.0,0.3533,V1468,0.0,0 (对照),2,E06
5.5,0.3553,V1468,0.0,0 (对照),2,E06
6.0,0.359,V1468,0.0,0 (对照),2,E06
6.5,0.3603,V1468,0.0,0 (对照),2,E06
7.0,0.3619,V1468,0.0,0 (对照),2,E06
7.5,0.3633,V1468,0.0,0 (对照),2,E06
8.0,0.3649,V1468,0.0,0 (对照),2,E06
8.5,0.3665,V1468,0.0,0 (对照),2,E06
9.0,0.3682,V1468,0.0,0 (对照),2,E06
9.5,0.3707,V1468,0.0,0 (对照),2,E06
10.0,0.3728,V1468,0.0,0 (对照),2,E06
10.5,0.3748,V1468,0.0,0 (对照),2,E06
11.0,0.3784,V1468,0.0,0 (对照),2,E06
11.5,0.3814,V1468,0.0,0 (对照),2,E06
12.0,0.3854,V1468,0.0,0 (对照),2,E06
12.5,0.3884,V1468,0.0,0 (对照),2,E06
13.0,0.3921,V1468,0.0,0 (对照),2,E06
13.5,0.3951,V1468,0.0,0 (对照),2,E06
14.0,0.3982,V1468,0.0,0 (对照),2,E06
14.5,0.4022,V1468,0.0,0 (对照),2,E06
0.0,0.1839,V118,5000.0,5 μg/ml,2,E07
0.5,0.201,V118,5000.0,5 μg/ml,2,E07
1.0,0.2154,V118,5000.0,5 μg/ml,2,E07
1.5,0.2258,V118,5000.0,5 μg/ml,2,E07
2.0,0.2387,V118,5000.0,5 μg/ml,2,E07
2.5,0.2633,V118,5000.0,5 μg/ml,2,E07
3.0,0.2936,V118,5000.0,5 μg/ml,2,E07
3.5,0.322,V118,5000.0,5 μg/ml,2,E07
4.0,0.3524,V118,5000.0,5 μg/ml,2,E07
4.5,0.3824,V118,5000.0,5 μg/ml,2,E07
5.0,0.4081,V118,5000.0,5 μg/ml,2,E07
5.5,0.4277,V118,5000.0,5 μg/ml,2,E07
6.0,0.4416,V118,5000.0,5 μg/ml,2,E07
6.5,0.4489,V118,5000.0,5 μg/ml,2,E07
7.0,0.453,V118,5000.0,5 μg/ml,2,E07
7.5,0.455,V118,5000.0,5 μg/ml,2,E07
8.0,0.4567,V118,5000.0,5 μg/ml,2,E07
8.5,0.4576,V118,5000.0,5 μg/ml,2,E07
9.0,0.4589,V118,5000.0,5 μg/ml,2,E07
9.5,0.4597,V118,5000.0,5 μg/ml,2,E07
10.0,0.461,V118,5000.0,5 μg/ml,2,E07
10.5,0.4613,V118,5000.0,5 μg/ml,2,E07
11.0,0.4627,V118,5000.0,5 μg/ml,2,E07
11.5,0.4634,V118,5000.0,5 μg/ml,2,E07
12.0,0.4646,V118,5000.0,5 μg/ml,2,E07
12.5,0.4662,V118,5000.0,5 μg/ml,2,E07
13.0,0.4678,V118,5000.0,5 μg/ml,2,E07
13.5,0.4699,V118,5000.0,5 μg/ml,2,E07
14.0,0.4722,V118,5000.0,5 μg/ml,2,E07
14.5,0.4756,V118,5000.0,5 μg/ml,2,E07
0.0,0.1718,V118,500.0,500 ng/ml,2,E08
0.5,0.177,V118,500.0,500 ng/ml,2,E08
1.0,0.1908,V118,500.0,500 ng/ml,2,E08
1.5,0.2148,V118,500.0,500 ng/ml,2,E08
2.0,0.2379,V118,500.0,500 ng/ml,2,E08
2.5,0.2625,V118,500.0,500 ng/ml,2,E08
3.0,0.2893,V118,500.0,500 ng/ml,2,E08
3.5,0.3169,V118,500.0,500 ng/ml,2,E08
4.0,0.3422,V118,500.0,500 ng/ml,2,E08
4.5,0.3585,V118,500.0,500 ng/ml,2,E08
5.0,0.3645,V118,500.0,500 ng/ml,2,E08
5.5,0.3663,V118,500.0,500 ng/ml,2,E08
6.0,0.3682,V118,500.0,500 ng/ml,2,E08
6.5,0.3691,V118,500.0,500 ng/ml,2,E08
7.0,0.3702,V118,500.0,500 ng/ml,2,E08
7.5,0.3713,V118,500.0,500 ng/ml,2,E08
8.0,0.3726,V118,500.0,500 ng/ml,2,E08
8.5,0.3737,V118,500.0,500 ng/ml,2,E08
9.0,0.3754,V118,500.0,500 ng/ml,2,E08
9.5,0.3771,V118,500.0,500 ng/ml,2,E08
10.0,0.3794,V118,500.0,500 ng/ml,2,E08
10.5,0.3814,V118,500.0,500 ng/ml,2,E08
11.0,0.3841,V118,500.0,500 ng/ml,2,E08
11.5,0.387,V118,500.0,500 ng/ml,2,E08
12.0,0.3901,V118,500.0,500 ng/ml,2,E08
12.5,0.3927,V118,500.0,500 ng/ml,2,E08
13.0,0.3962,V118,500.0,500 ng/ml,2,E08
13.5,0.3992,V118,500.0,500 ng/ml,2,E08
14.0,0.4029,V118,500.0,500 ng/ml,2,E08
14.5,0.4066,V118,500.0,500 ng/ml,2,E08
0.0,0.1646,V118,50.0,50 ng/ml,2,E09
0.5,0.1705,V118,50.0,50 ng/ml,2,E09
1.0,0.1868,V118,50.0,50 ng/ml,2,E09
1.5,0.2055,V118,50.0,50 ng/ml,2,E09
2.0,0.233,V118,50.0,50 ng/ml,2,E09
2.5,0.2556,V118,50.0,50 ng/ml,2,E09
3.0,0.2831,V118,50.0,50 ng/ml,2,E09
3.5,0.3101,V118,50.0,50 ng/ml,2,E09
4.0,0.331,V118,50.0,50 ng/ml,2,E09
4.5,0.3465,V118,50.0,50 ng/ml,2,E09
5.0,0.351,V118,50.0,50 ng/ml,2,E09
5.5,0.3529,V118,50.0,50 ng/ml,2,E09
6.0,0.3546,V118,50.0,50 ng/ml,2,E09
6.5,0.3559,V118,50.0,50 ng/ml,2,E09
7.0,0.3567,V118,50.0,50 ng/ml,2,E09
7.5,0.3577,V118,50.0,50 ng/ml,2,E09
8.0,0.3592,V118,50.0,50 ng/ml,2,E09
8.5,0.3611,V118,50.0,50 ng/ml,2,E09
9.0,0.362,V118,50.0,50 ng/ml,2,E09
9.5,0.3642,V118,50.0,50 ng/ml,2,E09
10.0,0.3665,V118,50.0,50 ng/ml,2,E09
10.5,0.3679,V118,50.0,50 ng/ml,2,E09
11.0,0.3709,V118,50.0,50 ng/ml,2,E09
11.5,0.3739,V118,50.0,50 ng/ml,2,E09
12.0,0.3764,V118,50.0,50 ng/ml,2,E09
12.5,0.3808,V118,50.0,50 ng/ml,2,E09
13.0,0.3836,V118,50.0,50 ng/ml,2,E09
13.5,0.3866,V118,50.0,50 ng/ml,2,E09
14.0,0.3895,V118,50.0,50 ng/ml,2,E09
14.5,0.3932,V118,50.0,50 ng/ml,2,E09
0.0,0.1649,V118,5.0,5 ng/ml,2,E10
0.5,0.1711,V118,5.0,5 ng/ml,2,E10
1.0,0.1881,V118,5.0,5 ng/ml,2,E10
1.5,0.2113,V118,5.0,5 ng/ml,2,E10
2.0,0.2358,V118,5.0,5 ng/ml,2,E10
2.5,0.2593,V118,5.0,5 ng/ml,2,E10
3.0,0.2844,V118,5.0,5 ng/ml,2,E10
3.5,0.3098,V118,5.0,5 ng/ml,2,E10
4.0,0.3361,V118,5.0,5 ng/ml,2,E10
4.5,0.3477,V118,5.0,5 ng/ml,2,E10
5.0,0.3538,V118,5.0,5 ng/ml,2,E10
5.5,0.3563,V118,5.0,5 ng/ml,2,E10
6.0,0.3568,V118,5.0,5 ng/ml,2,E10
6.5,0.3585,V118,5.0,5 ng/ml,2,E10
7.0,0.3593,V118,5.0,5 ng/ml,2,E10
7.5,0.3611,V118,5.0,5 ng/ml,2,E10
8.0,0.3636,V118,5.0,5 ng/ml,2,E10
8.5,0.3659,V118,5.0,5 ng/ml,2,E10
9.0,0.3676,V118,5.0,5 ng/ml,2,E10
9.5,0.3699,V118,5.0,5 ng/ml,2,E10
10.0,0.3727,V118,5.0,5 ng/ml,2,E10
10.5,0.3754,V118,5.0,5 ng/ml,2,E10
11.0,0.378,V118,5.0,5 ng/ml,2,E10
11.5,0.3809,V118,5.0,5 ng/ml,2,E10
12.0,0.3844,V118,5.0,5 ng/ml,2,E10
12.5,0.388,V118,5.0,5 ng/ml,2,E10
13.0,0.3916,V118,5.0,5 ng/ml,2,E10
13.5,0.3949,V118,5.0,5 ng/ml,2,E10
14.0,0.3981,V118,5.0,5 ng/ml,2,E10
14.5,0.402,V118,5.0,5 ng/ml,2,E10
0.0,0.1684,V118,0.5,0.5 ng/ml,2,E11
0.5,0.1733,V118,0.5,0.5 ng/ml,2,E11
1.0,0.1883,V118,0.5,0.5 ng/ml,2,E11
1.5,0.2145,V118,0.5,0.5 ng/ml,2,E11
2.0,0.2401,V118,0.5,0.5 ng/ml,2,E11
2.5,0.2654,V118,0.5,0.5 ng/ml,2,E11
3.0,0.2919,V118,0.5,0.5 ng/ml,2,E11
3.5,0.3182,V118,0.5,0.5 ng/ml,2,E11
