time_hr,OD,enzyme,concentration_ng_ml,concentration_label,replicate,well
0.0,0.1692,V9943,50000.0,50 μg/ml,1,A01
0.5,0.1745,V9943,50000.0,50 μg/ml,1,A01
1.0,0.1939,V9943,50000.0,50 μg/ml,1,A01
1.5,0.2191,V9943,50000.0,50 μg/ml,1,A01
2.0,0.2467,V9943,50000.0,50 μg/ml,1,A01
2.5,0.2776,V9943,50000.0,50 μg/ml,1,A01
3.0,0.3083,V9943,50000.0,50 μg/ml,1,A01
3.5,0.3459,V9943,50000.0,50 μg/ml,1,A01
4.0,0.379,V9943,50000.0,50 μg/ml,1,A01
4.5,0.3998,V9943,50000.0,50 μg/ml,1,A01
5.0,0.4107,V9943,50000.0,50 μg/ml,1,A01
5.5,0.4176,V9943,50000.0,50 μg/ml,1,A01
6.0,0.422,V9943,50000.0,50 μg/ml,1,A01
6.5,0.4262,V9943,50000.0,50 μg/ml,1,A01
7.0,0.4302,V9943,50000.0,50 μg/ml,1,A01
7.5,0.4342,V9943,50000.0,50 μg/ml,1,A01
8.0,0.4411,V9943,50000.0,50 μg/ml,1,A01
8.5,0.446,V9943,50000.0,50 μg/ml,1,A01
9.0,0.4543,V9943,50000.0,50 μg/ml,1,A01
9.5,0.4583,V9943,50000.0,50 μg/ml,1,A01
10.0,0.4677,V9943,50000.0,50 μg/ml,1,A01
10.5,0.4764,V9943,50000.0,50 μg/ml,1,A01
11.0,0.4968,V9943,50000.0,50 μg/ml,1,A01
11.5,0.4845,V9943,50000.0,50 μg/ml,1,A01
12.0,0.4586,V9943,50000.0,50 μg/ml,1,A01
12.5,0.4281,V9943,50000.0,50 μg/ml,1,A01
13.0,0.389,V9943,50000.0,50 μg/ml,1,A01
13.5,0.4266,V9943,50000.0,50 μg/ml,1,A01
14.0,0.5309,V9943,50000.0,50 μg/ml,1,A01
14.5,0.6175,V9943,50000.0,50 μg/ml,1,A01
0.0,0.1687,V9943,5000.0,5 μg/ml,1,A02
0.5,0.175,V9943,5000.0,5 μg/ml,1,A02
1.0,0.1921,V9943,5000.0,5 μg/ml,1,A02
1.5,0.2116,V9943,5000.0,5 μg/ml,1,A02
2.0,0.2418,V9943,5000.0,5 μg/ml,1,A02
2.5,0.2662,V9943,5000.0,5 μg/ml,1,A02
3.0,0.2964,V9943,5000.0,5 μg/ml,1,A02
3.5,0.3284,V9943,5000.0,5 μg/ml,1,A02
4.0,0.3535,V9943,5000.0,5 μg/ml,1,A02
4.5,0.3676,V9943,5000.0,5 μg/ml,1,A02
5.0,0.3736,V9943,5000.0,5 μg/ml,1,A02
5.5,0.3793,V9943,5000.0,5 μg/ml,1,A02
6.0,0.3825,V9943,5000.0,5 μg/ml,1,A02
6.5,0.3852,V9943,5000.0,5 μg/ml,1,A02
7.0,0.3875,V9943,5000.0,5 μg/ml,1,A02
7.5,0.3909,V9943,5000.0,5 μg/ml,1,A02
8.0,0.393,V9943,5000.0,5 μg/ml,1,A02
8.5,0.3971,V9943,5000.0,5 μg/ml,1,A02
9.0,0.4008,V9943,5000.0,5 μg/ml,1,A02
9.5,0.4063,V9943,5000.0,5 μg/ml,1,A02
10.0,0.4116,V9943,5000.0,5 μg/ml,1,A02
10.5,0.4184,V9943,5000.0,5 μg/ml,1,A02
11.0,0.426,V9943,5000.0,5 μg/ml,1,A02
11.5,0.4347,V9943,5000.0,5 μg/ml,1,A02
12.0,0.4452,V9943,5000.0,5 μg/ml,1,A02
12.5,0.4575,V9943,5000.0,5 μg/ml,1,A02
13.0,0.4686,V9943,5000.0,5 μg/ml,1,A02
13.5,0.4776,V9943,5000.0,5 μg/ml,1,A02
14.0,0.4944,V9943,5000.0,5 μg/ml,1,A02
14.5,0.5262,V9943,5000.0,5 μg/ml,1,A02
0.0,0.1624,V9943,500.0,500 ng/ml,1,A03
0.5,0.17,V9943,500.0,500 ng/ml,1,A03
1.0,0.1813,V9943,500.0,500 ng/ml,1,A03
1.5,0.2021,V9943,500.0,500 ng/ml,1,A03
2.0,0.2313,V9943,500.0,500 ng/ml,1,A03
2.5,0.253,V9943,500.0,500 ng/ml,1,A03
3.0,0.2811,V9943,500.0,500 ng/ml,1,A03
3.5,0.3103,V9943,500.0,500 ng/ml,1,A03
4.0,0.335,V9943,500.0,500 ng/ml,1,A03
4.5,0.3493,V9943,500.0,500 ng/ml,1,A03
5.0,0.3553,V9943,500.0,500 ng/ml,1,A03
5.5,0.3608,V9943,500.0,500 ng/ml,1,A03
6.0,0.3652,V9943,500.0,500 ng/ml,1,A03
6.5,0.3687,V9943,500.0,500 ng/ml,1,A03
7.0,0.3725,V9943,500.0,500 ng/ml,1,A03
7.5,0.3767,V9943,500.0,500 ng/ml,1,A03
8.0,0.3809,V9943,500.0,500 ng/ml,1,A03
8.5,0.3851,V9943,500.0,500 ng/ml,1,A03
9.0,0.3899,V9943,500.0,500 ng/ml,1,A03
9.5,0.3957,V9943,500.0,500 ng/ml,1,A03
10.0,0.4013,V9943,500.0,500 ng/ml,1,A03
10.5,0.4078,V9943,500.0,500 ng/ml,1,A03
11.0,0.4172,V9943,500.0,500 ng/ml,1,A03
11.5,0.4254,V9943,500.0,500 ng/ml,1,A03
12.0,0.4355,V9943,500.0,500 ng/ml,1,A03
12.5,0.4489,V9943,500.0,500 ng/ml,1,A03
13.0,0.4618,V9943,500.0,500 ng/ml,1,A03
13.5,0.4781,V9943,500.0,500 ng/ml,1,A03
14.0,0.4905,V9943,500.0,500 ng/ml,1,A03
14.5,0.5038,V9943,500.0,500 ng/ml,1,A03
0.0,0.1692,V9943,50.0,50 ng/ml,1,A04
0.5,0.1771,V9943,50.0,50 ng/ml,1,A04
1.0,0.1933,V9943,50.0,50 ng/ml,1,A04
1.5,0.2184,V9943,50.0,50 ng/ml,1,A04
2.0,0.2484,V9943,50.0,50 ng/ml,1,A04
2.5,0.2707,V9943,50.0,50 ng/ml,1,A04
3.0,0.3015,V9943,50.0,50 ng/ml,1,A04
3.5,0.3303,V9943,50.0,50 ng/ml,1,A04
4.0,0.3553,V9943,50.0,50 ng/ml,1,A04
4.5,0.3682,V9943,50.0,50 ng/ml,1,A04
5.0,0.3747,V9943,50.0,50 ng/ml,1,A04
5.5,0.3791,V9943,50.0,50 ng/ml,1,A04
6.0,0.3818,V9943,50.0,50 ng/ml,1,A04
6.5,0.3855,V9943,50.0,50 ng/ml,1,A04
7.0,0.3898,V9943,50.0,50 ng/ml,1,A04
7.5,0.3928,V9943,50.0,50 ng/ml,1,A04
8.0,0.3968,V9943,50.0,50 ng/ml,1,A04
8.5,0.4005,V9943,50.0,50 ng/ml,1,A04
9.0,0.4046,V9943,50.0,50 ng/ml,1,A04
9.5,0.4075,V9943,50.0,50 ng/ml,1,A04
10.0,0.4128,V9943,50.0,50 ng/ml,1,A04
10.5,0.4181,V9943,50.0,50 ng/ml,1,A04
11.0,0.4234,V9943,50.0,50 ng/ml,1,A04
11.5,0.4314,V9943,50.0,50 ng/ml,1,A04
12.0,0.4403,V9943,50.0,50 ng/ml,1,A04
12.5,0.45,V9943,50.0,50 ng/ml,1,A04
13.0,0.4596,V9943,50.0,50 ng/ml,1,A04
13.5,0.4745,V9943,50.0,50 ng/ml,1,A04
14.0,0.4836,V9943,50.0,50 ng/ml,1,A04
14.5,0.4946,V9943,50.0,50 ng/ml,1,A04
0.0,0.1689,V9943,5.0,5 ng/ml,1,A05
0.5,0.1767,V9943,5.0,5 ng/ml,1,A05
1.0,0.191,V9943,5.0,5 ng/ml,1,A05
1.5,0.2178,V9943,5.0,5 ng/ml,1,A05
2.0,0.2412,V9943,5.0,5 ng/ml,1,A05
2.5,0.2668,V9943,5.0,5 ng/ml,1,A05
3.0,0.2937,V9943,5.0,5 ng/ml,1,A05
3.5,0.3262,V9943,5.0,5 ng/ml,1,A05
4.0,0.3512,V9943,5.0,5 ng/ml,1,A05
4.5,0.3636,V9943,5.0,5 ng/ml,1,A05
5.0,0.3698,V9943,5.0,5 ng/ml,1,A05
5.5,0.3751,V9943,5.0,5 ng/ml,1,A05
6.0,0.3788,V9943,5.0,5 ng/ml,1,A05
6.5,0.3813,V9943,5.0,5 ng/ml,1,A05
7.0,0.3849,V9943,5.0,5 ng/ml,1,A05
7.5,0.3886,V9943,5.0,5 ng/ml,1,A05
8.0,0.3909,V9943,5.0,5 ng/ml,1,A05
8.5,0.3941,V9943,5.0,5 ng/ml,1,A05
9.0,0.3978,V9943,5.0,5 ng/ml,1,A05
9.5,0.4015,V9943,5.0,5 ng/ml,1,A05
10.0,0.4057,V9943,5.0,5 ng/ml,1,A05
10.5,0.4108,V9943,5.0,5 ng/ml,1,A05
11.0,0.416,V9943,5.0,5 ng/ml,1,A05
11.5,0.4227,V9943,5.0,5 ng/ml,1,A05
12.0,0.4304,V9943,5.0,5 ng/ml,1,A05
12.5,0.4394,V9943,5.0,5 ng/ml,1,A05
13.0,0.4499,V9943,5.0,5 ng/ml,1,A05
13.5,0.4609,V9943,5.0,5 ng/ml,1,A05
14.0,0.4725,V9943,5.0,5 ng/ml,1,A05
14.5,0.4844,V9943,5.0,5 ng/ml,1,A05
0.0,0.1747,V9943,0.0,0 (对照),1,A06
0.5,0.181,V9943,0.0,0 (对照),1,A06
1.0,0.195,V9943,0.0,0 (对照),1,A06
1.5,0.2169,V9943,0.0,0 (对照),1,A06
2.0,0.2431,V9943,0.0,0 (对照),1,A06
2.5,0.2683,V9943,0.0,0 (对照),1,A06
3.0,0.2942,V9943,0.0,0 (对照),1,A06
3.5,0.3267,V9943,0.0,0 (对照),1,A06
4.0,0.35,V9943,0.0,0 (对照),1,A06
4.5,0.3618,V9943,0.0,0 (对照),1,A06
5.0,0.3688,V9943,0.0,0 (对照),1,A06
5.5,0.3717,V9943,0.0,0 (对照),1,A06
6.0,0.3746,V9943,0.0,0 (对照),1,A06
6.5,0.377,V9943,0.0,0 (对照),1,A06
7.0,0.3798,V9943,0.0,0 (对照),1,A06
7.5,0.3828,V9943,0.0,0 (对照),1,A06
8.0,0.3862,V9943,0.0,0 (对照),1,A06
8.5,0.3893,V9943,0.0,0 (对照),1,A06
9.0,0.3933,V9943,0.0,0 (对照),1,A06
9.5,0.3962,V9943,0.0,0 (对照),1,A06
10.0,0.4004,V9943,0.0,0 (对照),1,A06
10.5,0.4044,V9943,0.0,0 (对照),1,A06
11.0,0.4092,V9943,0.0,0 (对照),1,A06
11.5,0.4147,V9943,0.0,0 (对照),1,A06
12.0,0.4214,V9943,0.0,0 (对照),1,A06
12.5,0.4287,V9943,0.0,0 (对照),1,A06
13.0,0.4366,V9943,0.0,0 (对照),1,A06
13.5,0.4473,V9943,0.0,0 (对照),1,A06
14.0,0.4577,V9943,0.0,0 (对照),1,A06
14.5,0.4696,V9943,0.0,0 (对照),1,A06
0.0,0.168,V261,50000.0,50 μg/ml,1,A07
0.5,0.1756,V261,50000.0,50 μg/ml,1,A07
1.0,0.1925,V261,50000.0,50 μg/ml,1,A07
1.5,0.2128,V261,50000.0,50 μg/ml,1,A07
2.0,0.2371,V261,50000.0,50 μg/ml,1,A07
2.5,0.266,V261,50000.0,50 μg/ml,1,A07
3.0,0.2964,V261,50000.0,50 μg/ml,1,A07
3.5,0.3258,V261,50000.0,50 μg/ml,1,A07
4.0,0.3574,V261,50000.0,50 μg/ml,1,A07
4.5,0.381,V261,50000.0,50 μg/ml,1,A07
5.0,0.3932,V261,50000.0,50 μg/ml,1,A07
5.5,0.3982,V261,50000.0,50 μg/ml,1,A07
6.0,0.4007,V261,50000.0,50 μg/ml,1,A07
6.5,0.4041,V261,50000.0,50 μg/ml,1,A07
7.0,0.4061,V261,50000.0,50 μg/ml,1,A07
7.5,0.4087,V261,50000.0,50 μg/ml,1,A07
8.0,0.4114,V261,50000.0,50 μg/ml,1,A07
8.5,0.4141,V261,50000.0,50 μg/ml,1,A07
9.0,0.4181,V261,50000.0,50 μg/ml,1,A07
9.5,0.4216,V261,50000.0,50 μg/ml,1,A07
10.0,0.4266,V261,50000.0,50 μg/ml,1,A07
10.5,0.4309,V261,50000.0,50 μg/ml,1,A07
11.0,0.4363,V261,50000.0,50 μg/ml,1,A07
11.5,0.4435,V261,50000.0,50 μg/ml,1,A07
12.0,0.4513,V261,50000.0,50 μg/ml,1,A07
12.5,0.4602,V261,50000.0,50 μg/ml,1,A07
13.0,0.4703,V261,50000.0,50 μg/ml,1,A07
13.5,0.4828,V261,50000.0,50 μg/ml,1,A07
14.0,0.4971,V261,50000.0,50 μg/ml,1,A07
14.5,0.5151,V261,50000.0,50 μg/ml,1,A07
0.0,0.1652,V261,5000.0,5 μg/ml,1,A08
0.5,0.1703,V261,5000.0,5 μg/ml,1,A08
1.0,0.1847,V261,5000.0,5 μg/ml,1,A08
1.5,0.2067,V261,5000.0,5 μg/ml,1,A08
2.0,0.2349,V261,5000.0,5 μg/ml,1,A08
2.5,0.2619,V261,5000.0,5 μg/ml,1,A08
3.0,0.2892,V261,5000.0,5 μg/ml,1,A08
3.5,0.321,V261,5000.0,5 μg/ml,1,A08
4.0,0.3464,V261,5000.0,5 μg/ml,1,A08
4.5,0.3585,V261,5000.0,5 μg/ml,1,A08
5.0,0.3649,V261,5000.0,5 μg/ml,1,A08
5.5,0.3682,V261,5000.0,5 μg/ml,1,A08
6.0,0.3707,V261,5000.0,5 μg/ml,1,A08
6.5,0.3743,V261,5000.0,5 μg/ml,1,A08
7.0,0.3776,V261,5000.0,5 μg/ml,1,A08
7.5,0.3803,V261,5000.0,5 μg/ml,1,A08
8.0,0.383,V261,5000.0,5 μg/ml,1,A08
8.5,0.3855,V261,5000.0,5 μg/ml,1,A08
9.0,0.3884,V261,5000.0,5 μg/ml,1,A08
9.5,0.3914,V261,5000.0,5 μg/ml,1,A08
10.0,0.3948,V261,5000.0,5 μg/ml,1,A08
10.5,0.3985,V261,5000.0,5 μg/ml,1,A08
11.0,0.4028,V261,5000.0,5 μg/ml,1,A08
11.5,0.4081,V261,5000.0,5 μg/ml,1,A08
12.0,0.4144,V261,5000.0,5 μg/ml,1,A08
12.5,0.4206,V261,5000.0,5 μg/ml,1,A08
13.0,0.428,V261,5000.0,5 μg/ml,1,A08
13.5,0.4367,V261,5000.0,5 μg/ml,1,A08
14.0,0.4446,V261,5000.0,5 μg/ml,1,A08
14.5,0.4559,V261,5000.0,5 μg/ml,1,A08
0.0,0.1663,V261,500.0,500 ng/ml,1,A09
0.5,0.1706,V261,500.0,500 ng/ml,1,A09
1.0,0.1848,V261,500.0,500 ng/ml,1,A09
1.5,0.2073,V261,500.0,500 ng/ml,1,A09
2.0,0.2309,V261,500.0,500 ng/ml,1,A09
2.5,0.2539,V261,500.0,500 ng/ml,1,A09
3.0,0.2852,V261,500.0,500 ng/ml,1,A09
3.5,0.3135,V261,500.0,500 ng/ml,1,A09
4.0,0.3387,V261,500.0,500 ng/ml,1,A09
4.5,0.3502,V261,500.0,500 ng/ml,1,A09
5.0,0.3563,V261,500.0,500 ng/ml,1,A09
5.5,0.3594,V261,500.0,500 ng/ml,1,A09
6.0,0.3623,V261,500.0,500 ng/ml,1,A09
6.5,0.3659,V261,500.0,500 ng/ml,1,A09
7.0,0.3689,V261,500.0,500 ng/ml,1,A09
7.5,0.3722,V261,500.0,500 ng/ml,1,A09
8.0,0.3741,V261,500.0,500 ng/ml,1,A09
8.5,0.3772,V261,500.0,500 ng/ml,1,A09
9.0,0.3801,V261,500.0,500 ng/ml,1,A09
9.5,0.383,V261,500.0,500 ng/ml,1,A09
10.0,0.387,V261,500.0,500 ng/ml,1,A09
10.5,0.3901,V261,500.0,500 ng/ml,1,A09
11.0,0.3944,V261,500.0,500 ng/ml,1,A09
11.5,0.401,V261,500.0,500 ng/ml,1,A09
12.0,0.4055,V261,500.0,500 ng/ml,1,A09
12.5,0.4116,V261,500.0,500 ng/ml,1,A09
13.0,0.4179,V261,500.0,500 ng/ml,1,A09
13.5,0.4259,V261,500.0,500 ng/ml,1,A09
14.0,0.4343,V261,500.0,500 ng/ml,1,A09
14.5,0.4454,V261,500.0,500 ng/ml,1,A09
0.0,0.1667,V261,50.0,50 ng/ml,1,A10
0.5,0.1756,V261,50.0,50 ng/ml,1,A10
1.0,0.1906,V261,50.0,50 ng/ml,1,A10
1.5,0.2122,V261,50.0,50 ng/ml,1,A10
2.0,0.2384,V261,50.0,50 ng/ml,1,A10
2.5,0.2635,V261,50.0,50 ng/ml,1,A10
3.0,0.2936,V261,50.0,50 ng/ml,1,A10
3.5,0.3185,V261,50.0,50 ng/ml,1,A10
4.0,0.3407,V261,50.0,50 ng/ml,1,A10
4.5,0.3527,V261,50.0,50 ng/ml,1,A10
5.0,0.3581,V261,50.0,50 ng/ml,1,A10
5.5,0.3612,V261,50.0,50 ng/ml,1,A10
6.0,0.3635,V261,50.0,50 ng/ml,1,A10
6.5,0.3665,V261,50.0,50 ng/ml,1,A10
7.0,0.3699,V261,50.0,50 ng/ml,1,A10
7.5,0.3734,V261,50.0,50 ng/ml,1,A10
8.0,0.3757,V261,50.0,50 ng/ml,1,A10
8.5,0.3785,V261,50.0,50 ng/ml,1,A10
9.0,0.3817,V261,50.0,50 ng/ml,1,A10
9.5,0.3853,V261,50.0,50 ng/ml,1,A10
10.0,0.3881,V261,50.0,50 ng/ml,1,A10
10.5,0.3905,V261,50.0,50 ng/ml,1,A10
11.0,0.3933,V261,50.0,50 ng/ml,1,A10
11.5,0.3965,V261,50.0,50 ng/ml,1,A10
12.0,0.4019,V261,50.0,50 ng/ml,1,A10
12.5,0.4077,V261,50.0,50 ng/ml,1,A10
13.0,0.4135,V261,50.0,50 ng/ml,1,A10
13.5,0.4209,V261,50.0,50 ng/ml,1,A10
14.0,0.429,V261,50.0,50 ng/ml,1,A10
14.5,0.4368,V261,50.0,50 ng/ml,1,A10
0.0,0.1725,V261,5.0,5 ng/ml,1,A11
0.5,0.1716,V261,5.0,5 ng/ml,1,A11
1.0,0.1874,V261,5.0,5 ng/ml,1,A11
1.5,0.211,V261,5.0,5 ng/ml,1,A11
2.0,0.2363,V261,5.0,5 ng/ml,1,A11
2.5,0.265,V261,5.0,5 ng/ml,1,A11
3.0,0.2939,V261,5.0,5 ng/ml,1,A11
3.5,0.323,V261,5.0,5 ng/ml,1,A11
4.0,0.347,V261,5.0,5 ng/ml,1,A11
4.5,0.3604,V261,5.0,5 ng/ml,1,A11
5.0,0.3638,V261,5.0,5 ng/ml,1,A11
5.5,0.3691,V261,5.0,5 ng/ml,1,A11
6.0,0.3721,V261,5.0,5 ng/ml,1,A11
6.5,0.3745,V261,5.0,5 ng/ml,1,A11
7.0,0.3778,V261,5.0,5 ng/ml,1,A11
7.5,0.381,V261,5.0,5 ng/ml,1,A11
8.0,0.3843,V261,5.0,5 ng/ml,1,A11
8.5,0.3866,V261,5.0,5 ng/ml,1,A11
9.0,0.3894,V261,5.0,5 ng/ml,1,A11
9.5,0.3918,V261,5.0,5 ng/ml,1,A11
10.0,0.3952,V261,5.0,5 ng/ml,1,A11
10.5,0.3982,V261,5.0,5 ng/ml,1,A11
11.0,0.4021,V261,5.0,5 ng/ml,1,A11
11.5,0.4073,V261,5.0,5 ng/ml,1,A11
12.0,0.4113,V261,5.0,5 ng/ml,1,A11
12.5,0.4157,V261,5.0,5 ng/ml,1,A11
13.0,0.4213,V261,5.0,5 ng/ml,1,A11
13.5,0.4279,V261,5.0,5 ng/ml,1,A11
14.0,0.4349,V261,5.0,5 ng/ml,1,A11
