Name	Kingdom	Phylum	Class	Order	Family	Genus	Species
Limnohabitans_sp._63ED37_2	
Polaribacter_reichenbachii	k__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Polaribacter	s__Polaribacter_reichenbachii
Cupriavidus_pinatubonensis	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Cupriavidus	s__Cupriavidus_pinatubonensis
Sphingobacterium_hotanense	k__Bacteria	p__Bacteroidota	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Sphingobacterium	s__Sphingobacterium_hotanense
Symbiobacterium_thermophilum	k__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Symbiobacteriaceae	g__Symbiobacterium	s__Symbiobacterium_thermophilum
Faecalitalea_cylindroides	k__Bacteria	p__Bacillota	c__Erysipelotrichia	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Faecalitalea	s__Faecalitalea_cylindroides
Mycolicibacterium_duvalii	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Mycobacteriaceae	g__Mycolicibacterium	s__Mycolicibacterium_duvalii
Halomonas_hydrothermalis	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Oceanospirillales	f__Halomonadaceae	g__Halomonas	s__Halomonas_hydrothermalis
Paenibacillus_sp._FSL_R7_0331	
Azospirillum_thiophilum	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodospirillales	f__Azospirillaceae	g__Azospirillum	s__Azospirillum_thiophilum
Tumebacillus_avium	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Alicyclobacillaceae	g__Tumebacillus	s__Tumebacillus_avium
Pedobacter_endophyticus	k__Bacteria	p__Bacteroidota	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Pedobacter	s__Pedobacter_endophyticus
Brevundimonas_goettingensis	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__Brevundimonas_goettingensis
Pigmentiphaga_aceris	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Pigmentiphaga	s__Pigmentiphaga_aceris
Clostridium_drakei	k__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Clostridiaceae	g__Clostridium	s__Clostridium_drakei
Rhodoferax_sp._PAMC_29310	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Rhodoferax	s__Rhodoferax_sp._PAMC_29310
Plantibacter_flavus	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Micrococcales	f__Microbacteriaceae	g__Plantibacter	s__Plantibacter_flavus
Acinetobacter_wuhouensis	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Moraxellales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter_wuhouensis
Saccharomonospora_azurea	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Saccharomonospora	s__Saccharomonospora_azurea
Brevibacterium_sp._Marine	
Sphingopyxis_lindanitolerans	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis_lindanitolerans
Cryobacterium_arcticum	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Micrococcales	f__Microbacteriaceae	g__Cryobacterium	s__Cryobacterium_arcticum
Methylobacterium_nodulans	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Methylobacteriaceae	g__Methylobacterium	s__Methylobacterium_nodulans
Erysipelothrix_larvae	k__Bacteria	p__Bacillota	c__Erysipelotrichia	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Erysipelothrix	s__Erysipelothrix_larvae
Leucobacter_coleopterorum	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Micrococcales	f__Microbacteriaceae	g__Leucobacter	s__Leucobacter_coleopterorum
Fischerella_sp._NIES_3754	
Furfurilactobacillus_rossiae	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Furfurilactobacillus	s__Furfurilactobacillus_rossiae
Acidovorax_citrulli	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Paracidovorax	s__Paracidovorax_citrulli
Ilyobacter_polytropus	k__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Ilyobacter	s__Ilyobacter_polytropus
Phreatobacter_sp._NMCR1094	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Phreatobacteraceae	g__Phreatobacter	s__Phreatobacter_aquaticus
Anaerococcus_obesiensis	k__Bacteria	p__Bacillota	c__Tissierellia	o__Tissierellales	f__Peptoniphilaceae	g__Anaerococcus	s__Anaerococcus_obesiensis
Skermania_piniformis	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Gordoniaceae	g__Skermania	s__Skermania_piniformis
Desulfatibacillum_aliphaticivorans	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfobacteria	o__Desulfobacterales	f__Desulfatibacillaceae	g__Desulfatibacillum	s__Desulfatibacillum_aliphaticivorans
Rhizobium_sp._NXC24	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Rhizobiaceae	g__Rhizobium	s__Rhizobium_sp._NXC24
Leuconostoc_gelidum	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Leuconostoc	s__Leuconostoc_gelidum
Thauera_humireducens	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Zoogloeaceae	g__Thauera	s__Thauera_humireducens
Campylobacter_corcagiensis	k__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter	s__Campylobacter_corcagiensis
Pectobacterium_brasiliense	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Pectobacteriaceae	g__Pectobacterium	s__Pectobacterium_brasiliense
Aerococcus_urinaehominis	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Aerococcus	s__Aerococcus_urinaehominis
Jeongeupia_sp._HS_3	
Cytobacillus_ciccensis	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Cytobacillus	s__Cytobacillus_solani
Segniliparus_rotundus	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Segniliparaceae	g__Segniliparus	s__Segniliparus_rotundus
Diaphorobacter_ruginosibacter	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Diaphorobacter	s__Diaphorobacter_ruginosibacter
Bradyrhizobium_amphicarpaeae	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Nitrobacteraceae	g__Bradyrhizobium	s__Bradyrhizobium_amphicarpaeae
Priestia_flexa	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Priestia	s__Priestia_flexa
Ignavigranum_ruoffiae	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Ignavigranum	s__Ignavigranum_ruoffiae
Paraburkholderia_edwinii	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Paraburkholderia	s__Paraburkholderia_edwinii
Leucobacter_insecticola	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Micrococcales	f__Microbacteriaceae	g__Leucobacter	s__Leucobacter_insecticola
Staphylococcus_caprae	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus_caprae
Paenarthrobacter_sp._YJN_D	
Bradyrhizobium_sp._CCBAU_051011	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Nitrobacteraceae	g__Bradyrhizobium	s__Bradyrhizobium_sp._CCBAU_051011
Streptomyces_sp._AgN23	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Kitasatosporales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces_sp._AgN23
Rhodococcus_erythropolis	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Nocardiaceae	g__Rhodococcus	s__Rhodococcus_erythropolis
Providencia_vermicola	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Morganellaceae	g__Providencia	s__Providencia_vermicola
Paenibacillus_sp._YPD9_1	
Desulfosporosinus_orientis	k__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Desulfitobacteriaceae	g__Desulfosporosinus	s__Desulfosporosinus_orientis
Chlorobaculum_limnaeum	k__Bacteria	p__Chlorobiota	c__Chlorobiia	o__Chlorobiales	f__Chlorobiaceae	g__Chlorobaculum	s__Chlorobaculum_limnaeum
Sphingopyxis_terrae	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis_terrae
Halopseudomonas_aestusnigri	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Halopseudomonas	s__Halopseudomonas_aestusnigri
Gracilibacillus_salitolerans	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Gracilibacillus	s__Gracilibacillus_salitolerans
Pedobacter_roseus	k__Bacteria	p__Bacteroidota	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Pedobacter	s__Pedobacter_roseus
Burkholderia_sp._Bp7605	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Burkholderia	s__Burkholderia_singularis
Anoxybacter_fermentans	k__Bacteria	p__Bacillota	c__Clostridia	o__Halanaerobiales	f__unclassified_Halanaerobiales_family	g__Anoxybacter	s__Anoxybacter_fermentans
Mangrovivirga_cuniculi	k__Bacteria	p__Bacteroidota	c__Cytophagia	o__Cytophagales	f__Mangrovivirgaceae	g__Mangrovivirga	s__Mangrovivirga_cuniculi
Bacillus_sp._FJAT_22090	
Roseovarius_indicus	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Roseobacteraceae	g__Roseovarius	s__Roseovarius_indicus
Thermomonas_aquatica	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Lysobacterales	f__Lysobacteraceae	g__Thermomonas	s__Thermomonas_aquatica
Egibacter_rhizosphaerae	k__Bacteria	p__Actinomycetota	c__Nitriliruptoria	o__Egibacterales	f__Egibacteraceae	g__Egibacter	s__Egibacter_rhizosphaerae
Kurthia_zopfii	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Planococcaceae	g__Kurthia	s__Kurthia_zopfii
Leadbetterella_byssophila	k__Bacteria	p__Bacteroidota	c__Cytophagia	o__Cytophagales	f__Leadbetterellaceae	g__Leadbetterella	s__Leadbetterella_byssophila
Usitatibacter_rugosus	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Usitatibacteraceae	g__Usitatibacter	s__Usitatibacter_rugosus
Frischella_perrara	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Orbales	f__Orbaceae	g__Frischella	s__Frischella_perrara
Paracoccus_denitrificans	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Paracoccus	s__Paracoccus_denitrificans
Echinicola_sp._20G	k__Bacteria	p__Bacteroidota	c__Cytophagia	o__Cytophagales	f__Cyclobacteriaceae	g__Echinicola	s__Echinicola_sp._20G
Algoriphagus_sanaruensis	k__Bacteria	p__Bacteroidota	c__Cytophagia	o__Cytophagales	f__Cyclobacteriaceae	g__Algoriphagus	s__Algoriphagus_sanaruensis
Indioceanicola_profundi	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodospirillales	f__Azospirillaceae	g__Indioceanicola	s__Indioceanicola_profundi
Leptolyngbya_sp._7M	k__Bacteria	p__Cyanobacteriota	c__Cyanophyceae	o__Leptolyngbyales	f__Leptolyngbyaceae	g__Leptolyngbya	s__Leptolyngbya_sp._7M
Serpentinimonas_maccroryi	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Serpentinimonas	s__Serpentinimonas_maccroryi
Clostridium_sp._deep_sea	
Acidithiobacillus_ferrooxidans	k__Bacteria	p__Pseudomonadota	c__Acidithiobacillia	o__Acidithiobacillales	f__Acidithiobacillaceae	g__Acidithiobacillus	s__Acidithiobacillus_ferrooxidans
Usitatibacter_palustris	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Usitatibacteraceae	g__Usitatibacter	s__Usitatibacter_palustris
Paracoccus_sp._MA	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Paracoccus	s__Paracoccus_sp._MA
Spirosoma_sp._KUDC1026	k__Bacteria	p__Bacteroidota	c__Cytophagia	o__Cytophagales	f__Cytophagaceae	g__Spirosoma	s__Spirosoma_sp._KUDC1026
Hymenobacter_sp._DG25A	k__Bacteria	p__Bacteroidota	c__Cytophagia	o__Cytophagales	f__Hymenobacteraceae	g__Hymenobacter	s__Hymenobacter_sp._DG25A
Mycobacterium_parmense	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Mycobacteriaceae	g__Mycobacterium	s__Mycobacterium_parmense
Myxococcus_sp._SCHIC003	k__Bacteria	p__Myxococcota	c__Myxococcia	o__Myxococcales	f__Myxococcaceae	g__Myxococcus	s__Myxococcus_landrumus
Acinetobacter_ursingii	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Moraxellales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter_ursingii
Enterococcus_gilvus	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Enterococcus	s__Enterococcus_gilvus
Campylobacter_lari	k__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter	s__Campylobacter_lari
Chitinophaga_pinensis	k__Bacteria	p__Bacteroidota	c__Chitinophagia	o__Chitinophagales	f__Chitinophagaceae	g__Chitinophaga	s__Chitinophaga_pinensis
Xanthomonas_citri	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Lysobacterales	f__Lysobacteraceae	g__Xanthomonas	s__Xanthomonas_citri
Rhodocytophaga_rosea	k__Bacteria	p__Bacteroidota	c__Cytophagia	o__Cytophagales	f__Cytophagaceae	g__Rhodocytophaga	s__Rhodocytophaga_rosea
Polynucleobacter_asymbioticus	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Polynucleobacter	s__Polynucleobacter_asymbioticus
Pseudomonas_migulae	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_migulae
Mycobacterium_virginiense	
Chlorobaculum_parvum	k__Bacteria	p__Chlorobiota	c__Chlorobiia	o__Chlorobiales	f__Chlorobiaceae	g__Chlorobaculum	s__Chlorobaculum_parvum
Pradoshia_sp._D12	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Pradoshia	s__Pradoshia_sp._D12
Comamonas_sp._B21_038	
Streptomyces_huasconensis	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Kitasatosporales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces_huasconensis
Pseudomonas_fragi	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_fragi
Rufibacter_sp._DG15C	k__Bacteria	p__Bacteroidota	c__Cytophagia	o__Cytophagales	f__Hymenobacteraceae	g__Rufibacter	s__Rufibacter_sp._DG15C
Brevundimonas_sp._GW460_12_10_14_LB2	
Paenibacillus_borealis	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus_borealis
Desulfosporosinus_meridiei	k__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Desulfitobacteriaceae	g__Desulfosporosinus	s__Desulfosporosinus_meridiei
Streptomyces_sp._jing01	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Kitasatosporales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces_argyrophyllae
Nocardia_nova	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Nocardiaceae	g__Nocardia	s__Nocardia_nova
Spirosoma_sp._KCTC_42546	k__Bacteria	p__Bacteroidota	c__Cytophagia	o__Cytophagales	f__Cytophagaceae	g__Spirosoma	s__Spirosoma_sp._KCTC_42546
Pseudosulfitobacter_sp._DSM_107133	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Roseobacteraceae	g__Pseudosulfitobacter	s__Pseudosulfitobacter_sp._DSM_107133
Campylobacter_hyointestinalis	k__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter	s__Campylobacter_hyointestinalis
Nordella_sp._HKS_07	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__unclassified_Hyphomicrobiales_family	g__Nordella	s__Nordella_sp._HKS_07
Pseudomonas_sp._St316	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_sp._St316
Mongoliitalea_daihaiensis	k__Bacteria	p__Bacteroidota	c__Cytophagia	o__Cytophagales	f__Cyclobacteriaceae	g__Mongoliitalea	s__Mongoliitalea_daihaiensis
Streptomyces_violaceusniger	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Kitasatosporales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces_violaceusniger
Campylobacter_iguaniorum	k__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales	f__Campylobacteraceae	g__Campylobacter	s__Campylobacter_iguaniorum
Desulfovibrio_sulfodismutans	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Desulfolutivibrio	s__Desulfolutivibrio_sulfodismutans
Streptomyces_chromofuscus	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Kitasatosporales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces_chromofuscus
Tamlana_sp._s12	k__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Tamlana	s__Tamlana_sp._s12
Sphingobium_sp._RAC03	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingobium	s__Sphingobium_sp._RAC03
Tenacibaculum_singaporense	k__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Tenacibaculum	s__Tenacibaculum_singaporense
Gluconacetobacter_diazotrophicus	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__Gluconacetobacter	s__Gluconacetobacter_diazotrophicus
Rhodoplanes_sp._Z2_YC6860	
Thauera_aromatica	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Zoogloeaceae	g__Thauera	s__Thauera_aromatica
Xanthomonas_sacchari	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Lysobacterales	f__Lysobacteraceae	g__Xanthomonas	s__Xanthomonas_sacchari
Lysobacter_sp._S4_A87	
Adhaeribacter_swui	k__Bacteria	p__Bacteroidota	c__Cytophagia	o__Cytophagales	f__Hymenobacteraceae	g__Adhaeribacter	s__Adhaeribacter_swui
Vibrio_breoganii	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Vibrionales	f__Vibrionaceae	g__Vibrio	s__Vibrio_breoganii
Echinicola_soli	k__Bacteria	p__Bacteroidota	c__Cytophagia	o__Cytophagales	f__Cyclobacteriaceae	g__Echinicola	s__Echinicola_soli
Sphingomonas_profundi	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas_profundi
Magnetospirillum_gryphiswaldense	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodospirillales	f__Rhodospirillaceae	g__Magnetospirillum	s__Magnetospirillum_gryphiswaldense
Anoxybacillus_sediminis	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Anoxybacillus	s__Anoxybacillus_sediminis
Cohnella_sp._LGH	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Cohnella	s__Cohnella_sp._LGH
Bacillus_sp._1NLA3E	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_sp._1NLA3E
Novosphingobium_aromaticivorans	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Novosphingobium	s__Novosphingobium_aromaticivorans
Brachyspira_murdochii	k__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Brachyspirales	f__Brachyspiraceae	g__Brachyspira	s__Brachyspira_murdochii
Roseibium_aggregatum	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Stappiaceae	g__Roseibium	s__Roseibium_aggregatum
Pseudomonas_congelans	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_congelans
Variovorax_sp._38R	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Variovorax	s__Variovorax_sp._38R
Arthrobacter_sp._D5_1	
Carnobacterium_viridans	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	g__Carnobacterium	s__Carnobacterium_viridans
[Brevibacterium]_frigoritolerans	
Dichelobacter_nodosus	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Cardiobacteriales	f__Cardiobacteriaceae	g__Dichelobacter	s__Dichelobacter_nodosus
Nitrospira_moscoviensis	k__Bacteria	p__Nitrospirota	c__Nitrospiria	o__Nitrospirales	f__Nitrospiraceae	g__Nitrospira	s__Nitrospira_moscoviensis
Paracoccus_kondratievae	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Paracoccus	s__Paracoccus_kondratievae
Diaphorobacter_aerolatus	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Diaphorobacter	s__Diaphorobacter_aerolatus
Tepidiforma_bonchosmolovskayae	k__Bacteria	p__Chloroflexota	c__Tepidiformia	o__Tepidiformales	f__Tepidiformaceae	g__Tepidiforma	s__Tepidiforma_bonchosmolovskayae
Staphylococcus_sp._AntiMn_1	
Tetragenococcus_koreensis	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Enterococcaceae	g__Tetragenococcus	s__Tetragenococcus_koreensis
Dyadobacter_sp._LJ419	k__Bacteria	p__Bacteroidota	c__Cytophagia	o__Cytophagales	f__Spirosomataceae	g__Dyadobacter	s__Dyadobacter_chenwenxiniae
Lacinutrix_sp._5H_3_7_4	
Acinetobacter_nosocomialis	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Moraxellales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter_nosocomialis
Rhizorhabdus_wittichii	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Rhizorhabdus	s__Rhizorhabdus_wittichii
Halomonas_sp._PGE1	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Oceanospirillales	f__Halomonadaceae	g__Halomonas	s__Halomonas_sp._PGE1
Geobacter_pickeringii	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfuromonadia	o__Geobacterales	f__Geobacteraceae	g__Geobacter	s__Geobacter_pickeringii
Evansella_cellulosilytica	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Evansella	s__Evansella_cellulosilytica
Dechloromonas_sp._TW_R_39_2	
Limosilactobacillus_gastricus	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Limosilactobacillus	s__Limosilactobacillus_gastricus
Thauera_hydrothermalis	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Zoogloeaceae	g__Pseudothauera	s__Pseudothauera_hydrothermalis
Sphingopyxis_granuli	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis_granuli
Streptomyces_dangxiongensis	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Kitasatosporales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces_dangxiongensis
Jeotgalibaca_dankookensis	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	g__Jeotgalibaca	s__Jeotgalibaca_dankookensis
Pseudomonas_veronii	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_veronii
Metamycoplasma_anseris	k__Bacteria	p__Mycoplasmatota	c__unclassified_Mycoplasmatota_class	o__Mycoplasmoidales	f__Metamycoplasmataceae	g__Metamycoplasma	s__[Mycoplasma]_anseris
Streptomyces_sp._Rer75	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Kitasatosporales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces_sp._Rer75
Sporolactobacillus_terrae	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Sporolactobacillaceae	g__Sporolactobacillus	s__Sporolactobacillus_terrae
Pelodictyon_phaeoclathratiforme	k__Bacteria	p__Chlorobiota	c__Chlorobiia	o__Chlorobiales	f__Chlorobiaceae	g__Pelodictyon	s__Pelodictyon_phaeoclathratiforme
Gemmata_obscuriglobus	k__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Gemmata	s__Gemmata_obscuriglobus
Mycoplasma_anserisalpingitidis	k__Bacteria	p__Mycoplasmatota	c__Mollicutes	o__Mycoplasmatales	f__Mycoplasmataceae	g__Mycoplasma	s__Mycoplasma_anserisalpingitidis
Salipiger_abyssi	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Roseobacteraceae	g__Salipiger	s__Salipiger_abyssi
