Name	Kingdom	Phylum	Class	Order	Family	Genus	Species
Bordetella_sp._N	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Bordetella	s__Bordetella_sp._N
Thiomonas_intermedia	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__unclassified_Burkholderiales_family	g__Thiomonas	s__Thiomonas_intermedia
Pontivivens_ytuae	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Pontivivens	s__Pontivivens_ytuae
Sutterella_wadsworthensis	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Sutterellaceae	g__Sutterella	s__Sutterella_wadsworthensis
Peptoniphilus_ivorii	k__Bacteria	p__Bacillota	c__Tissierellia	o__Tissierellales	f__Peptoniphilaceae	g__Aedoeadaptatus	s__Aedoeadaptatus_ivorii
Mixta_gaviniae	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Erwiniaceae	g__Mixta	s__Mixta_gaviniae
Frigoriglobus_tundricola	k__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Gemmatales	f__Gemmataceae	g__Frigoriglobus	s__Frigoriglobus_tundricola
Amycolatopsis_sp._TNS106	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Pseudonocardiales	f__Pseudonocardiaceae	g__Amycolatopsis	s__Amycolatopsis_sp._TNS106
Stieleria_maiorica	k__Bacteria	p__Planctomycetota	c__Planctomycetia	o__Pirellulales	f__Pirellulaceae	g__Stieleria	s__Stieleria_maiorica
Bacillus_sp._Y1	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_sp._Y1
Rhodococcus_sp._P1Y	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Nocardiaceae	g__Rhodococcus	s__Rhodococcus_sp._P1Y
Xanthomonas_arboricola	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Lysobacterales	f__Lysobacteraceae	g__Xanthomonas	s__Xanthomonas_arboricola
Pseudomonas_psychrophila	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_psychrophila
Nitrosomonas_ureae	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Nitrosomonadales	f__Nitrosomonadaceae	g__Nitrosomonas	s__Nitrosomonas_ureae
Acuticoccus_sp._I52161	
Sphaerobacter_thermophilus	k__Bacteria	p__Thermomicrobiota	c__Thermomicrobia	o__Sphaerobacterales	f__Sphaerobacteraceae	g__Sphaerobacter	s__Sphaerobacter_thermophilus
Psychroflexus_sp._ALD_RP9	
Streptomyces_sp._S8	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Kitasatosporales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces_sp._S8
Massilia_plicata	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Pseudoduganella	s__Pseudoduganella_plicata
Sphingomonas_hengshuiensis	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingomonas	s__Sphingomonas_hengshuiensis
Bradyrhizobium_paxllaeri	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Nitrobacteraceae	g__Bradyrhizobium	s__Bradyrhizobium_paxllaeri
Chitinophaga_caeni	k__Bacteria	p__Bacteroidota	c__Chitinophagia	o__Chitinophagales	f__Chitinophagaceae	g__Chitinophaga	s__Chitinophaga_caeni
Salinibacterium_sp._M195	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Micrococcales	f__Microbacteriaceae	g__Salinibacterium	s__Salinibacterium_sp._M195
Paenibacillus_ihbetae	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus_ihbetae
Georhizobium_profundi	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Rhizobiaceae	g__Georhizobium	s__Georhizobium_profundi
Formosa_sp._Hel1_31_208	
Rhodoferax_ferrireducens	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Rhodoferax	s__Rhodoferax_ferrireducens
Candidatus_Formimonas_warabiya	k__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Peptococcaceae	g__Candidatus_Formimonas	s__Candidatus_Formimonas_warabiya
Lederbergia_lenta	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Lederbergia	s__Lederbergia_lenta
Gordonia_zhaorongruii	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Gordoniaceae	g__Gordonia	s__Gordonia_zhaorongruii
Deinococcus_maricopensis	k__Bacteria	p__Deinococcota	c__Deinococci	o__Deinococcales	f__Deinococcaceae	g__Deinococcus	s__Deinococcus_maricopensis
Collimonas_pratensis	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Oxalobacteraceae	g__Collimonas	s__Collimonas_pratensis
Gelria_sp._Kuro_4	
Polaribacter_sp._SA4_12	
Deinococcus_radiodurans	k__Bacteria	p__Deinococcota	c__Deinococci	o__Deinococcales	f__Deinococcaceae	g__Deinococcus	s__Deinococcus_radiodurans
Asticcacaulis_excentricus	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Asticcacaulis	s__Asticcacaulis_excentricus
Brevundimonas_subvibrioides	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Brevundimonas	s__Brevundimonas_subvibrioides
Eggerthella_sp._YY7918	k__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__Eggerthellales	f__Eggerthellaceae	g__Eggerthella	s__Eggerthella_sp._YY7918
Rhodoferax_aquaticus	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Rhodoferax	s__Rhodoferax_aquaticus
Syntrophobotulus_glycolicus	k__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Desulfitobacteriaceae	g__Syntrophobotulus	s__Syntrophobotulus_glycolicus
Deinococcus_sp._NW_56	
Lactobacillus_acidophilus	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus_acidophilus
Myroides_profundi	k__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Myroides	s__Myroides_profundi
Bifidobacterium_saguini	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Bifidobacteriales	f__Bifidobacteriaceae	g__Bifidobacterium	s__Bifidobacterium_saguini
Azotobacter_chroococcum	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Azotobacter	s__Azotobacter_chroococcum
Xanthobacter_autotrophicus	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Xanthobacteraceae	g__Xanthobacter	s__Xanthobacter_autotrophicus
Bradyrhizobium_sp._I71	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Nitrobacteraceae	g__Bradyrhizobium	s__Bradyrhizobium_sp._I71
Streptomyces_sp._CB09001	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Kitasatosporales	f__Streptomycetaceae	g__Streptomyces	s__Streptomyces_sp._CB09001
Bacillus_sp._JY_23	
Mycobacterium_sp._TY59	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Mycobacteriaceae	g__Mycobacterium	s__Mycobacterium_senriense
Staphylococcus_equorum	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus_equorum
Cytobacillus_kochii	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Cytobacillus	s__Cytobacillus_kochii
Photobacterium_ganghwense	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Vibrionales	f__Vibrionaceae	g__Photobacterium	s__Photobacterium_ganghwense
Treponema_primitia	k__Bacteria	p__Spirochaetota	c__Spirochaetia	o__Spirochaetales	f__Treponemataceae	g__Treponema	s__Treponema_primitia
Lysinibacillus_sp._SGAir0095	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Lysinibacillus	s__Lysinibacillus_sp._SGAir0095
Oceanidesulfovibrio_marinus	k__Bacteria	p__Thermodesulfobacteriota	c__Desulfovibrionia	o__Desulfovibrionales	f__Desulfovibrionaceae	g__Oceanidesulfovibrio	s__Oceanidesulfovibrio_marinus
Azotobacter_vinelandii	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Azotobacter	s__Azotobacter_vinelandii
Fictibacillus_phosphorivorans	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Fictibacillus	s__Fictibacillus_phosphorivorans
Staphylococcus_pseudoxylosus	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus_pseudoxylosus
Marivirga_tractuosa	k__Bacteria	p__Bacteroidota	c__Cytophagia	o__Cytophagales	f__Marivirgaceae	g__Marivirga	s__Marivirga_tractuosa
Mucilaginibacter_sp._SMC90	k__Bacteria	p__Bacteroidota	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Mucilaginibacter	s__Mucilaginibacter_sp._SMC90
Streptomyces_sp._V17_9	
Candidatus_Absconditicoccus_praedator	k__Bacteria	p__Candidatus_Absconditabacteria	c__unclassified_Candidatus_Absconditabacteria_class	o__Candidatus_Absconditabacterales	f__Candidatus_Absconditicoccaceae	g__Candidatus_Absconditicoccus	s__Candidatus_Absconditicoccus_praedator
Candidatus_Promineofilum_breve	
Streptomyces_sp._SCSIO_3032	
Listeria_grayi	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Listeriaceae	g__Listeria	s__Listeria_grayi
Novosphingobium_sp._EMRT_2	
Zymomonas_mobilis	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Zymomonadaceae	g__Zymomonas	s__Zymomonas_mobilis
Mycobacterium_sp._EPa45	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Mycobacteriaceae	g__Mycobacterium	s__Mycobacterium_sp._EPa45
Halanaerobium_praevalens	k__Bacteria	p__Bacillota	c__Clostridia	o__Halanaerobiales	f__Halanaerobiaceae	g__Halanaerobium	s__Halanaerobium_praevalens
Pseudolabrys_taiwanensis	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Xanthobacteraceae	g__Pseudolabrys	s__Pseudolabrys_taiwanensis
Sphingobacterium_sp._DR205	k__Bacteria	p__Bacteroidota	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Sphingobacterium	s__Sphingobacterium_sp._DR205
Ignavibacterium_album	k__Bacteria	p__Ignavibacteriota	c__Ignavibacteria	o__Ignavibacteriales	f__Ignavibacteriaceae	g__Ignavibacterium	s__Ignavibacterium_album
Microvirga_sp._VF16	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Methylobacteriaceae	g__Microvirga	s__Microvirga_sp._VF16
Crocinitomix_sp._GM2_3_6_6	
Paenibacillus_lycopersici	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus_lycopersici
Mycoplasmopsis_bovigenitalium	k__Bacteria	p__Mycoplasmatota	c__unclassified_Mycoplasmatota_class	o__Mycoplasmoidales	f__Metamycoplasmataceae	g__Mycoplasmopsis	s__Mycoplasmopsis_bovigenitalium
Erwinia_sp._E602	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Erwiniaceae	g__Erwinia	s__Erwinia_sp._E602
Neobacillus_mesonae	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Neobacillus	s__Neobacillus_mesonae
Piscirickettsia_salmonis	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Thiotrichales	f__Piscirickettsiaceae	g__Piscirickettsia	s__Piscirickettsia_salmonis
Tenacibaculum_mesophilum	k__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Tenacibaculum	s__Tenacibaculum_mesophilum
Variovorax_boronicumulans	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Variovorax	s__Variovorax_boronicumulans
Sphingobacterium_daejeonense	k__Bacteria	p__Bacteroidota	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Sphingobacterium	s__Sphingobacterium_daejeonense
Dysgonomonas_sp._HDW5A	k__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Dysgonomonadaceae	g__Dysgonomonas	s__Dysgonomonas_sp._HDW5A
Mycolicibacterium_alvei	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Mycobacteriaceae	g__Mycolicibacterium	s__Mycolicibacterium_alvei
Paracoccus_sp._H4_D09	
Acidothermus_cellulolyticus	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Acidothermales	f__Acidothermaceae	g__Acidothermus	s__Acidothermus_cellulolyticus
Metabacillus_litoralis	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Metabacillus	s__Metabacillus_litoralis
Deinococcus_actinosclerus	k__Bacteria	p__Deinococcota	c__Deinococci	o__Deinococcales	f__Deinococcaceae	g__Deinococcus	s__Deinococcus_actinosclerus
Mycobacterium_noviomagense	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Mycobacteriaceae	g__Mycobacterium	s__Mycobacterium_noviomagense
Latilactobacillus_curvatus	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Latilactobacillus	s__Latilactobacillus_curvatus
Pandoraea_pulmonicola	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Pandoraea	s__Pandoraea_pulmonicola
Roseomonas_mucosa	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__Roseomonas	s__Roseomonas_mucosa
Pedobacter_steynii	k__Bacteria	p__Bacteroidota	c__Sphingobacteriia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Pedobacter	s__Pedobacter_steynii
Corynebacterium_silvaticum	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Corynebacteriaceae	g__Corynebacterium	s__Corynebacterium_silvaticum
Loigolactobacillus_bifermentans	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Loigolactobacillus	s__Loigolactobacillus_bifermentans
Bordetella_flabilis	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Bordetella	s__Bordetella_flabilis
Pseudomonas_xanthomarina	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Stutzerimonas	s__Stutzerimonas_xanthomarina
Bordetella_avium	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Bordetella	s__Bordetella_avium
Listeria_ivanovii	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Listeriaceae	g__Listeria	s__Listeria_ivanovii
Polaribacter_sp._G4M1	k__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Polaribacter	s__Polaribacter_batillariae
Variovorax_sp._RKNM96	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Variovorax	s__Variovorax_sp._RKNM96
Bradyrhizobium_guangxiense	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Nitrobacteraceae	g__Bradyrhizobium	s__Bradyrhizobium_guangxiense
Paracoccus_pantotrophus	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Paracoccaceae	g__Paracoccus	s__Paracoccus_pantotrophus
Salegentibacter_salegens	k__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Salegentibacter	s__Salegentibacter_salegens
Rubrobacter_marinus	k__Bacteria	p__Actinomycetota	c__Rubrobacteria	o__Rubrobacterales	f__Rubrobacteraceae	g__Rubrobacter	s__Rubrobacter_marinus
Rhodanobacter_glycinis	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Lysobacterales	f__Rhodanobacteraceae	g__Rhodanobacter	s__Rhodanobacter_glycinis
Sinorhizobium_medicae	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Rhizobiaceae	g__Sinorhizobium	s__Sinorhizobium_medicae
Mycobacterium_colombiense	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Mycobacteriaceae	g__Mycobacterium	s__Mycobacterium_colombiense
Fulvivirga_sp._SS9_22	
Pseudomonas_cavernae	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_cavernae
Sutcliffiella_cohnii	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Sutcliffiella	s__Sutcliffiella_cohnii
Streptomyces_sp._WA6_1_16	
Chromobacterium_paludis	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Chromobacteriaceae	g__Chromobacterium	s__Chromobacterium_paludis
Fructilactobacillus_sanfranciscensis	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Fructilactobacillus	s__Fructilactobacillus_sanfranciscensis
Pseudomonas_sp._L5B5	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_sp._L5B5
Spirosoma_radiotolerans	k__Bacteria	p__Bacteroidota	c__Cytophagia	o__Cytophagales	f__Cytophagaceae	g__Spirosoma	s__Spirosoma_radiotolerans
Sphingopyxis_sp._EG6	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Sphingopyxis	s__Sphingopyxis_sp._EG6
Ancylobacter_sp._TS_1	
Bradymonas_sediminis	k__Bacteria	p__unclassified_Bacteria_phylum	c__Deltaproteobacteria	o__Bradymonadales	f__Bradymonadaceae	g__Bradymonas	s__Bradymonas_sediminis
Weissella_confusa	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Weissella	s__Weissella_confusa
Rhizorhabdus_dicambivorans	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__Rhizorhabdus	s__Rhizorhabdus_dicambivorans
Clostridium_sp._AWRP	k__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Clostridiaceae	g__Clostridium	s__Clostridium_sp._AWRP
Radiobacillus_sp._80	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Radiobacillus	s__Radiobacillus_kanasensis
Helicobacter_cinaedi	k__Bacteria	p__Campylobacterota	c__Epsilonproteobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter	s__Helicobacter_cinaedi
Sulfurifustis_variabilis	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Acidiferrobacterales	f__Acidiferrobacteraceae	g__Sulfurifustis	s__Sulfurifustis_variabilis
Pandoraea_vervacti	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Pandoraea	s__Pandoraea_vervacti
Bradyrhizobium_symbiodeficiens	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Nitrobacteraceae	g__Bradyrhizobium	s__Bradyrhizobium_symbiodeficiens
Alkalihalobacillus_sp._LMS39	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Alkalihalobacillus	s__Alkalihalobacillus_sp._LMS39
Mycolicibacterium_boenickei	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Mycobacteriales	f__Mycobacteriaceae	g__Mycolicibacterium	s__Mycolicibacterium_boenickei
Legionella_israelensis	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Legionellales	f__Legionellaceae	g__Legionella	s__Legionella_israelensis
Mycoplasmopsis_arginini	k__Bacteria	p__Mycoplasmatota	c__unclassified_Mycoplasmatota_class	o__Mycoplasmoidales	f__Metamycoplasmataceae	g__Mycoplasmopsis	s__Mycoplasmopsis_arginini
Methylobacterium_durans	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Methylobacteriaceae	g__Methylobacterium	s__Methylobacterium_durans
Komagataeibacter_xylinus	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodospirillales	f__Acetobacteraceae	g__Komagataeibacter	s__Komagataeibacter_xylinus
Basilea_psittacipulmonis	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Alcaligenaceae	g__Basilea	s__Basilea_psittacipulmonis
Acinetobacter_gyllenbergii	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Moraxellales	f__Moraxellaceae	g__Acinetobacter	s__Acinetobacter_gyllenbergii
Bacillus_cytotoxicus	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Bacillaceae	g__Bacillus	s__Bacillus_cytotoxicus
Pseudomonas_saudiphocaensis	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas	s__Pseudomonas_saudiphocaensis
Vibrio_mimicus	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Vibrionales	f__Vibrionaceae	g__Vibrio	s__Vibrio_mimicus
Cyclobacterium_amurskyense	k__Bacteria	p__Bacteroidota	c__Cytophagia	o__Cytophagales	f__Cyclobacteriaceae	g__Cyclobacterium	s__Cyclobacterium_amurskyense
Erysipelothrix_sp._HDW6A	k__Bacteria	p__Bacillota	c__Erysipelotrichia	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Erysipelothrix	s__Erysipelothrix_sp._HDW6A
Simplicispira_suum	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Simplicispira	s__Simplicispira_suum
Paenibacillus_psychroresistens	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus_psychroresistens
Dehalobacterium_formicoaceticum	k__Bacteria	p__Bacillota	c__Clostridia	o__Eubacteriales	f__Peptococcaceae	g__Dehalobacterium	s__Dehalobacterium_formicoaceticum
Treponema_caldarium	
Rhizobium_pusense	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Hyphomicrobiales	f__Rhizobiaceae	g__Agrobacterium	s__Agrobacterium_pusense
Curtobacterium_sp._TXMA1	k__Bacteria	p__Actinomycetota	c__Actinomycetes	o__Micrococcales	f__Microbacteriaceae	g__Curtobacterium	s__Curtobacterium_sp._TXMA1
Caulobacter_flavus	k__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Caulobacterales	f__Caulobacteraceae	g__Caulobacter	s__Caulobacter_flavus
Lactobacillus_paragasseri	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus_paragasseri
Deinococcus_proteolyticus	k__Bacteria	p__Deinococcota	c__Deinococci	o__Deinococcales	f__Deinococcaceae	g__Deinococcus	s__Deinococcus_proteolyticus
Jeongeupia_sp._USM3	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Neisseriales	f__Chitinibacteraceae	g__Jeongeupia	s__Jeongeupia_sp._USM3
Paenibacillus_chitinolyticus	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Paenibacillus	s__Paenibacillus_chitinolyticus
Cupriavidus_campinensis	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Burkholderiales	f__Burkholderiaceae	g__Cupriavidus	s__Cupriavidus_campinensis
Rathayibacter_sp._VKM_Ac_2804	
Brevibacillus_composti	k__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Paenibacillaceae	g__Brevibacillus	s__Brevibacillus_composti
Lactobacillus_acetotolerans	k__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus_acetotolerans
Polaribacter_sp._MED152	k__Bacteria	p__Bacteroidota	c__Flavobacteriia	o__Flavobacteriales	f__Flavobacteriaceae	g__Polaribacter	s__Polaribacter_sp._MED152
Nitrogeniibacter_mangrovi	k__Bacteria	p__Pseudomonadota	c__Betaproteobacteria	o__Rhodocyclales	f__Zoogloeaceae	g__Nitrogeniibacter	s__Nitrogeniibacter_mangrovi
Mixta_intestinalis	k__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Erwiniaceae	g__Mixta	s__Mixta_intestinalis
