"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0036294","BP","GO:0036294","cellular response to decreased oxygen levels","5/76","159/18903",0.000451459339186572,0.005858285981279,0.0037989509015326,"PTGS2/BNIP3L/MALAT1/JUND/HIF1A",5
"GO:0009314","BP","GO:0009314","response to radiation","8/76","452/18903",0.000456692222470147,0.0058913296698649,0.00382037890128278,"TIMP1/SOD2/PTGS2/MMP1/SLC7A11/IL1A/JUND/HIF1A",8
"GO:0002369","BP","GO:0002369","T cell cytokine production","3/76","38/18903",0.000476144018792105,0.00604746972624452,0.00392163179502069,"IL1B/IL6/TNFRSF1B",3
"GO:0002724","BP","GO:0002724","regulation of T cell cytokine production","3/76","38/18903",0.000476144018792105,0.00604746972624452,0.00392163179502069,"IL1B/IL6/TNFRSF1B",3
"GO:0033002","BP","GO:0033002","muscle cell proliferation","6/76","247/18903",0.000477068975212176,0.00604746972624452,0.00392163179502069,"SOD2/EREG/PTGS2/THBS1/IL6/TNFAIP3",6
"GO:2000117","BP","GO:2000117","negative regulation of cysteine-type endopeptidase activity","4/76","91/18903",0.000494865236256309,0.00623700840867865,0.00404454285651708,"CD44/PTGS2/THBS1/PLAUR",4
"GO:0033028","BP","GO:0033028","myeloid cell apoptotic process","3/76","39/18903",0.000514336501172345,0.00640874969926677,0.00415591275767845,"SLC7A11/IL6/CTSL",3
"GO:0071634","BP","GO:0071634","regulation of transforming growth factor beta production","3/76","39/18903",0.000514336501172345,0.00640874969926677,0.00415591275767845,"PTGS2/THBS1/HIF1A",3
"GO:0050851","BP","GO:0050851","antigen receptor-mediated signaling pathway","6/76","252/18903",0.000530240713498261,0.00656959256893608,0.00426021530738121,"IGLC3/IGLC2/IGHG4/IGKC/IGHG1/IGHG3",6
"GO:0031960","BP","GO:0031960","response to corticosteroid","5/76","165/18903",0.000534512931636171,0.00658531943302317,0.0042704137826166,"IL1RN/PTGS2/IL6/FOSB/ATP2B1",5
"GO:0097305","BP","GO:0097305","response to alcohol","6/76","253/18903",0.000541407952569159,0.00663300357533053,0.00430133574784436,"SOD2/S100A8/CCL3/INHBA/FOSB/ATP2B1",6
"GO:0015833","BP","GO:0015833","peptide transport","6/76","254/18903",0.00055275757796701,0.00671757888743072,0.00435618070747542,"IL1RN/S100A8/IL1B/SLC7A11/IL6/HIF1A",6
"GO:0006882","BP","GO:0006882","cellular zinc ion homeostasis","3/76","40/18903",0.000554437655551738,0.00671757888743072,0.00435618070747542,"S100A8/MT2A/S100A9",3
"GO:0043122","BP","GO:0043122","regulation of I-kappaB kinase/NF-kappaB signaling","6/76","255/18903",0.000564291650624786,0.00679940433967119,0.00440924245225035,"S100A12/TNIP3/IL1B/TNFAIP3/IL1A/TNIP1",6
"GO:0072507","BP","GO:0072507","divalent inorganic cation homeostasis","7/76","356/18903",0.000568177088247572,0.006808810680475,0.00441534222733661,"S100A8/CCL3/MT2A/S100A9/SLC11A1/ATP2B1/ATP13A3",7
"GO:0045429","BP","GO:0045429","positive regulation of nitric oxide biosynthetic process","3/76","42/18903",0.00064051966424921,0.00751154878983165,0.0048710501908285,"SOD2/PTGS2/IL1B",3
"GO:0050999","BP","GO:0050999","regulation of nitric-oxide synthase activity","3/76","42/18903",0.00064051966424921,0.00751154878983165,0.0048710501908285,"IL1B/IL1A/HIF1A",3
"GO:0055069","BP","GO:0055069","zinc ion homeostasis","3/76","42/18903",0.00064051966424921,0.00751154878983165,0.0048710501908285,"S100A8/MT2A/S100A9",3
"GO:0071604","BP","GO:0071604","transforming growth factor beta production","3/76","42/18903",0.00064051966424921,0.00751154878983165,0.0048710501908285,"PTGS2/THBS1/HIF1A",3
"GO:0048661","BP","GO:0048661","positive regulation of smooth muscle cell proliferation","4/76","98/18903",0.000654812897605812,0.00763832278962524,0.00495325993653668,"EREG/PTGS2/THBS1/IL6",4
"GO:0032602","BP","GO:0032602","chemokine production","4/76","99/18903",0.000680321502874851,0.00781123065866255,0.00506538633443882,"TREM1/IL1B/IL6/HIF1A",4
"GO:0032755","BP","GO:0032755","positive regulation of interleukin-6 production","4/76","99/18903",0.000680321502874851,0.00781123065866255,0.00506538633443882,"EREG/IL1B/IL6/IL1A",4
"GO:2001237","BP","GO:2001237","negative regulation of extrinsic apoptotic signaling pathway","4/76","99/18903",0.000680321502874851,0.00781123065866255,0.00506538633443882,"IL1B/THBS1/TNFAIP3/IL1A",4
"GO:0071453","BP","GO:0071453","cellular response to oxygen levels","5/76","175/18903",0.000697838908361939,0.00782531654570932,0.00507452067739616,"PTGS2/BNIP3L/MALAT1/JUND/HIF1A",5
"GO:0001547","BP","GO:0001547","antral ovarian follicle growth","2/76","10/18903",0.000703036379108231,0.00782531654570932,0.00507452067739616,"EREG/TNFAIP6",2
"GO:0033483","BP","GO:0033483","gas homeostasis","2/76","10/18903",0.000703036379108231,0.00782531654570932,0.00507452067739616,"SOD2/HIF1A",2
"GO:0035747","BP","GO:0035747","natural killer cell chemotaxis","2/76","10/18903",0.000703036379108231,0.00782531654570932,0.00507452067739616,"CCL3/CCL4",2
"GO:2000271","BP","GO:2000271","positive regulation of fibroblast apoptotic process","2/76","10/18903",0.000703036379108231,0.00782531654570932,0.00507452067739616,"BTG1/NUPR1",2
"GO:2000659","BP","GO:2000659","regulation of interleukin-1-mediated signaling pathway","2/76","10/18903",0.000703036379108231,0.00782531654570932,0.00507452067739616,"IL1RN/IL6",2
"GO:0001776","BP","GO:0001776","leukocyte homeostasis","4/76","100/18903",0.000706526528066778,0.00782531654570932,0.00507452067739616,"SLC7A11/IL6/TNFAIP3/HIF1A",4
"GO:0032635","BP","GO:0032635","interleukin-6 production","5/76","176/18903",0.000716014302542234,0.0078510968273756,0.0050912385407082,"EREG/IL1B/IL6/TNFAIP3/IL1A",5
"GO:0032675","BP","GO:0032675","regulation of interleukin-6 production","5/76","176/18903",0.000716014302542234,0.0078510968273756,0.0050912385407082,"EREG/IL1B/IL6/TNFAIP3/IL1A",5
"GO:0006509","BP","GO:0006509","membrane protein ectodomain proteolysis","3/76","44/18903",0.000734692069772391,0.00793684585719632,0.00514684462671766,"TIMP1/IL1B/TNFRSF1B",3
"GO:0045840","BP","GO:0045840","positive regulation of mitotic nuclear division","3/76","44/18903",0.000734692069772391,0.00793684585719632,0.00514684462671766,"EREG/IL1B/IL1A",3
"GO:1904407","BP","GO:1904407","positive regulation of nitric oxide metabolic process","3/76","44/18903",0.000734692069772391,0.00793684585719632,0.00514684462671766,"SOD2/PTGS2/IL1B",3
"GO:0048771","BP","GO:0048771","tissue remodeling","5/76","179/18903",0.000772670892062448,0.00830621208967132,0.00538636932495546,"TIMP1/IL6/TNFAIP3/IL1A/HIF1A",5
"GO:0030574","BP","GO:0030574","collagen catabolic process","3/76","45/18903",0.000784904239167035,0.00839656095850394,0.00544495829070431,"MMP1/CTSL/MMP19",3
"GO:0048144","BP","GO:0048144","fibroblast proliferation","4/76","103/18903",0.000789426156385263,0.00840393961627613,0.00544974316441743,"SOD2/FTH1/EREG/NUPR1",4
"GO:0002822","BP","GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","5/76","182/18903",0.00083261475316552,0.00882088963136225,0.00572012474714781,"IL1B/IL6/SLC11A1/TNFAIP3/TNFRSF1B",5
"GO:2001239","BP","GO:2001239","regulation of extrinsic apoptotic signaling pathway in absence of ligand","3/76","46/18903",0.000837248444566912,0.00882733576411172,0.00572430490187195,"INHBA/IL1B/IL1A",3
"GO:0032760","BP","GO:0032760","positive regulation of tumor necrosis factor production","4/76","105/18903",0.000848369247748146,0.00890178832685016,0.00577258551351168,"CCL3/THBS1/IL6/IL1A",4
"GO:0002604","BP","GO:0002604","regulation of dendritic cell antigen processing and presentation","2/76","11/18903",0.000857029093671091,0.0089074161252166,0.00577623499900047,"THBS1/SLC11A1",2
"GO:0071492","BP","GO:0071492","cellular response to UV-A","2/76","11/18903",0.000857029093671091,0.0089074161252166,0.00577623499900047,"TIMP1/MMP1",2
"GO:0032640","BP","GO:0032640","tumor necrosis factor production","5/76","184/18903",0.000874462295039945,0.00900326672780563,0.00583839170051379,"CCL3/THBS1/IL6/TNFAIP3/IL1A",5
"GO:0032680","BP","GO:0032680","regulation of tumor necrosis factor production","5/76","184/18903",0.000874462295039945,0.00900326672780563,0.00583839170051379,"CCL3/THBS1/IL6/TNFAIP3/IL1A",5
"GO:1902622","BP","GO:1902622","regulation of neutrophil migration","3/76","47/18903",0.000891760084197528,0.00913845731142607,0.00592605938883847,"CXCL8/TNFAIP6/IL1A",3
"GO:0002444","BP","GO:0002444","myeloid leukocyte mediated immunity","4/76","107/18903",0.00091035295618339,0.00928560015307058,0.00602147781544068,"IGHG1/CCL3/TREM1/IL6",4
"GO:0009266","BP","GO:0009266","response to temperature stimulus","5/76","186/18903",0.000917859287386649,0.00931882137610612,0.00604302094180976,"SOD2/PTGS2/THBS1/ATP2B1/IL1A",5
"GO:0002221","BP","GO:0002221","pattern recognition receptor signaling pathway","5/76","187/18903",0.000940150016248017,0.00945456172988631,0.00613104514223554,"TNIP3/FCN1/CLEC4E/TNFAIP3/TNIP1",5
"GO:0051341","BP","GO:0051341","regulation of oxidoreductase activity","4/76","108/18903",0.000942511662897163,0.00945456172988631,0.00613104514223554,"IL1B/IL1A/ABL2/HIF1A",4
"GO:0002673","BP","GO:0002673","regulation of acute inflammatory response","3/76","48/18903",0.000948474044949835,0.00945456172988631,0.00613104514223554,"PTGS2/IL1B/IL6",3
"GO:0032309","BP","GO:0032309","icosanoid secretion","3/76","48/18903",0.000948474044949835,0.00945456172988631,0.00613104514223554,"PTGS2/IL1B/IL1A",3
"GO:1903557","BP","GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","4/76","109/18903",0.000975462476212057,0.00967958918702733,0.00627696978024524,"CCL3/THBS1/IL6/IL1A",4
"GO:0071706","BP","GO:0071706","tumor necrosis factor superfamily cytokine production","5/76","189/18903",0.000985938450694087,0.00969579830660149,0.00628748098601705,"CCL3/THBS1/IL6/TNFAIP3/IL1A",5
"GO:1903555","BP","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","5/76","189/18903",0.000985938450694087,0.00969579830660149,0.00628748098601705,"CCL3/THBS1/IL6/TNFAIP3/IL1A",5
"GO:1904035","BP","GO:1904035","regulation of epithelial cell apoptotic process","4/76","110/18903",0.00100921605213757,0.00988040536757898,0.0064071940152155,"THBS1/IL6/NUPR1/TNFAIP3",4
"GO:0031650","BP","GO:0031650","regulation of heat generation","2/76","12/18903",0.00102575757095821,0.00990963151150378,0.0064261464334085,"PTGS2/IL1B",2
"GO:0033083","BP","GO:0033083","regulation of immature T cell proliferation","2/76","12/18903",0.00102575757095821,0.00990963151150378,0.0064261464334085,"IL1B/IL1A",2
"GO:0033084","BP","GO:0033084","regulation of immature T cell proliferation in thymus","2/76","12/18903",0.00102575757095821,0.00990963151150378,0.0064261464334085,"IL1B/IL1A",2
"GO:0007249","BP","GO:0007249","I-kappaB kinase/NF-kappaB signaling","6/76","288/18903",0.00106252423424867,0.0101751774921717,0.00659834631335301,"S100A12/TNIP3/IL1B/TNFAIP3/IL1A/TNIP1",6
"GO:0007548","BP","GO:0007548","sex differentiation","6/76","288/18903",0.00106252423424867,0.0101751774921717,0.00659834631335301,"EREG/INHBA/TNFAIP6/NUPR1/MMP19/IL1A",6
"GO:0046942","BP","GO:0046942","carboxylic acid transport","6/76","290/18903",0.00110100538097339,0.0104978469585854,0.00680758933498881,"AQP9/PTGS2/IL1B/SLC7A11/SLC11A1/IL1A",6
"GO:0043124","BP","GO:0043124","negative regulation of I-kappaB kinase/NF-kappaB signaling","3/76","51/18903",0.0011321711400866,0.0107482740701728,0.00696998500914558,"TNIP3/TNFAIP3/TNIP1",3
"GO:0002762","BP","GO:0002762","negative regulation of myeloid leukocyte differentiation","3/76","52/18903",0.00119803317272416,0.0111751133047285,0.00724677950161432,"CCL3/INHBA/TNFAIP6",3
"GO:0010043","BP","GO:0010043","response to zinc ion","3/76","52/18903",0.00119803317272416,0.0111751133047285,0.00724677950161432,"SOD2/S100A8/MT2A",3
"GO:0031392","BP","GO:0031392","regulation of prostaglandin biosynthetic process","2/76","13/18903",0.0012091039700869,0.0111751133047285,0.00724677950161432,"PTGS2/IL1B",2
"GO:0033079","BP","GO:0033079","immature T cell proliferation","2/76","13/18903",0.0012091039700869,0.0111751133047285,0.00724677950161432,"IL1B/IL1A",2
"GO:0033080","BP","GO:0033080","immature T cell proliferation in thymus","2/76","13/18903",0.0012091039700869,0.0111751133047285,0.00724677950161432,"IL1B/IL1A",2
"GO:1903909","BP","GO:1903909","regulation of receptor clustering","2/76","13/18903",0.0012091039700869,0.0111751133047285,0.00724677950161432,"TNFAIP6/SLC7A11",2
"GO:0002819","BP","GO:0002819","regulation of adaptive immune response","5/76","198/18903",0.00121280299431162,0.0111751133047285,0.00724677950161432,"IL1B/IL6/SLC11A1/TNFAIP3/TNFRSF1B",5
"GO:0071622","BP","GO:0071622","regulation of granulocyte chemotaxis","3/76","53/18903",0.00126626443572469,0.0115461299617854,0.00748737445862291,"CXCL8/TNFAIP6/THBS1",3
"GO:0021782","BP","GO:0021782","glial cell development","4/76","117/18903",0.00126886334737359,0.0115461299617854,0.00748737445862291,"S100A8/S100A9/IL1B/IL6",4
"GO:0071887","BP","GO:0071887","leukocyte apoptotic process","4/76","117/18903",0.00126886334737359,0.0115461299617854,0.00748737445862291,"SLC7A11/IL6/CTSL/HIF1A",4
"GO:0009615","BP","GO:0009615","response to virus","7/76","409/18903",0.00127764568750684,0.0115780041020765,0.00750804403576227,"IL1B/APOBEC3A/BNIP3L/IL6/CCL4/TNFAIP3/HIF1A",7
"GO:0061900","BP","GO:0061900","glial cell activation","3/76","54/18903",0.00133689683448073,0.0120650813087088,0.00782390133586081,"CCL3/IL1B/IL6",3
"GO:0015718","BP","GO:0015718","monocarboxylic acid transport","4/76","119/18903",0.0013508801151824,0.0121277687998403,0.00786455259489966,"AQP9/PTGS2/IL1B/IL1A",4
"GO:0048511","BP","GO:0048511","rhythmic process","6/76","302/18903",0.00135490349109023,0.0121277687998403,0.00786455259489966,"EREG/INHBA/TNFAIP6/NAMPT/MMP19/JUND",6
"GO:0000302","BP","GO:0000302","response to reactive oxygen species","5/76","204/18903",0.00138414658410878,0.0122700246391405,0.00795680192357444,"SOD2/IL6/TNFAIP3/IL1A/HIF1A",5
"GO:0002367","BP","GO:0002367","cytokine production involved in immune response","4/76","120/18903",0.00139324693671377,0.0122700246391405,0.00795680192357444,"TREM1/IL1B/IL6/TNFRSF1B",4
"GO:0032306","BP","GO:0032306","regulation of prostaglandin secretion","2/76","14/18903",0.00140695113789205,0.0122700246391405,0.00795680192357444,"IL1B/IL1A",2
"GO:0032308","BP","GO:0032308","positive regulation of prostaglandin secretion","2/76","14/18903",0.00140695113789205,0.0122700246391405,0.00795680192357444,"IL1B/IL1A",2
"GO:0043922","BP","GO:0043922","negative regulation by host of viral transcription","2/76","14/18903",0.00140695113789205,0.0122700246391405,0.00795680192357444,"CCL3/CCL4",2
"GO:0070141","BP","GO:0070141","response to UV-A","2/76","14/18903",0.00140695113789205,0.0122700246391405,0.00795680192357444,"TIMP1/MMP1",2
"GO:1903202","BP","GO:1903202","negative regulation of oxidative stress-induced cell death","3/76","55/18903",0.00140996179163858,0.0122700246391405,0.00795680192357444,"SOD2/SLC7A11/HIF1A",3
"GO:0048608","BP","GO:0048608","reproductive structure development","6/76","306/18903",0.0014487811974391,0.0125580125137705,0.00814355480649147,"EREG/INHBA/TNFAIP6/NUPR1/MMP19/IL1A",6
"GO:0030098","BP","GO:0030098","lymphocyte differentiation","7/76","419/18903",0.00146741744939927,0.0126694742776874,0.00821583495291508,"INHBA/IL1B/IL6/CTSL/CLEC4E/KLF6/IL1A",7
"GO:0034284","BP","GO:0034284","response to monosaccharide","5/76","207/18903",0.00147622721588396,0.012695554056602,0.00823274703264903,"SOD2/PTGS2/THBS1/IL1A/HIF1A",5
"GO:0071715","BP","GO:0071715","icosanoid transport","3/76","56/18903",0.00148549025107687,0.012725312971139,0.00825204493916468,"PTGS2/IL1B/IL1A",3
"GO:0043434","BP","GO:0043434","response to peptide hormone","7/76","421/18903",0.00150788810886749,0.0128669207110755,0.00834387399172632,"TIMP1/EREG/INHBA/PTGS2/IL1B/ATP2B1/JUND",7
"GO:0030282","BP","GO:0030282","bone mineralization","4/76","123/18903",0.00152590831384313,0.0129702206676666,0.00841086141167717,"CCL3/PTGS2/ATP2B1/HIF1A",4
"GO:0042063","BP","GO:0042063","gliogenesis","6/76","310/18903",0.00154755239267604,0.0130530092197637,0.00846454770245072,"S100A8/CCL3/S100A9/IL1B/IL6/TNFRSF1B",6
"GO:0061458","BP","GO:0061458","reproductive system development","6/76","310/18903",0.00154755239267604,0.0130530092197637,0.00846454770245072,"EREG/INHBA/TNFAIP6/NUPR1/MMP19/IL1A",6
"GO:0032768","BP","GO:0032768","regulation of monooxygenase activity","3/76","57/18903",0.00156351268185934,0.0131371008096457,0.00851907898040721,"IL1B/IL1A/HIF1A",3
"GO:0009612","BP","GO:0009612","response to mechanical stimulus","5/76","211/18903",0.00160593489943711,0.0133994998252235,0.00868923813275585,"PTGS2/IL1B/THBS1/FOSB/JUND",5
"GO:0002468","BP","GO:0002468","dendritic cell antigen processing and presentation","2/76","15/18903",0.00161918260541916,0.0133994998252235,0.00868923813275585,"THBS1/SLC11A1",2
"GO:0034116","BP","GO:0034116","positive regulation of heterotypic cell-cell adhesion","2/76","15/18903",0.00161918260541916,0.0133994998252235,0.00868923813275585,"CD44/IL1B",2
"GO:2001279","BP","GO:2001279","regulation of unsaturated fatty acid biosynthetic process","2/76","15/18903",0.00161918260541916,0.0133994998252235,0.00868923813275585,"PTGS2/IL1B",2
"GO:0042098","BP","GO:0042098","T cell proliferation","5/76","212/18903",0.00163963174926975,0.0134530655491823,0.00872397415554047,"IL1B/IL6/SLC11A1/IL1A/TNFRSF1B",5
"GO:0006826","BP","GO:0006826","iron ion transport","3/76","58/18903",0.00164405908216181,0.0134530655491823,0.00872397415554047,"FTH1/SLC25A37/SLC11A1",3
"GO:0033619","BP","GO:0033619","membrane protein proteolysis","3/76","58/18903",0.00164405908216181,0.0134530655491823,0.00872397415554047,"TIMP1/IL1B/TNFRSF1B",3
"GO:0052548","BP","GO:0052548","regulation of endopeptidase activity","7/76","428/18903",0.0016564575349498,0.0135041315023974,0.00875708913996156,"TIMP1/S100A8/CD44/S100A9/PTGS2/THBS1/PLAUR",7
"GO:0001503","BP","GO:0001503","ossification","7/76","429/18903",0.00167858226567338,0.0136338181800804,0.00884118768391708,"CCL3/PTGS2/TNFAIP6/IL6/ATP2B1/JUND/HIF1A",7
"GO:0007566","BP","GO:0007566","embryo implantation","3/76","59/18903",0.00172715898317357,0.0139252193018369,0.0090301539716234,"TIMP1/PTGS2/IL1B",3
"GO:0051785","BP","GO:0051785","positive regulation of nuclear division","3/76","59/18903",0.00172715898317357,0.0139252193018369,0.0090301539716234,"EREG/IL1B/IL1A",3
"GO:0019058","BP","GO:0019058","viral life cycle","6/76","319/18903",0.00178854084947144,0.0143480555116881,0.00930435260339866,"CXCL8/FCN1/APOBEC3A/ANPEP/CTSL/TNIP1",6
"GO:0006979","BP","GO:0006979","response to oxidative stress","7/76","434/18903",0.0017926891063395,0.0143480555116881,0.00930435260339866,"SOD2/PTGS2/SLC7A11/IL6/TNFAIP3/IL1A/HIF1A",7
"GO:0051353","BP","GO:0051353","positive regulation of oxidoreductase activity","3/76","60/18903",0.00181284145297325,0.0144565865686194,0.00937473226016025,"IL1B/ABL2/HIF1A",3
"GO:0034112","BP","GO:0034112","positive regulation of homotypic cell-cell adhesion","2/76","16/18903",0.0018456825844339,0.014508109763942,0.00940814375457109,"IL6/PLAUR",2
"GO:0045779","BP","GO:0045779","negative regulation of bone resorption","2/76","16/18903",0.0018456825844339,0.014508109763942,0.00940814375457109,"IL6/TNFAIP3",2
"GO:0051044","BP","GO:0051044","positive regulation of membrane protein ectodomain proteolysis","2/76","16/18903",0.0018456825844339,0.014508109763942,0.00940814375457109,"IL1B/TNFRSF1B",2
"GO:0009416","BP","GO:0009416","response to light stimulus","6/76","321/18903",0.00184576499048784,0.014508109763942,0.00940814375457109,"TIMP1/PTGS2/MMP1/SLC7A11/JUND/HIF1A",6
"GO:0022409","BP","GO:0022409","positive regulation of cell-cell adhesion","6/76","322/18903",0.0018748936525957,0.0146844349290799,0.00952248618292028,"CD44/IL1B/IL6/IL1A/PLAUR/ABL2",6
"GO:0034113","BP","GO:0034113","heterotypic cell-cell adhesion","3/76","61/18903",0.00190113510037951,0.0148369725093675,0.00962140296165092,"IL1RN/CD44/IL1B",3
"GO:0015849","BP","GO:0015849","organic acid transport","6/76","324/18903",0.001934197598195,0.0150414728114952,0.00975401625666834,"AQP9/IL1B/THBS1/SLC7A11/SLC11A1/IL1A",6
"GO:1901214","BP","GO:1901214","regulation of neuron death","6/76","325/18903",0.00196437827703973,0.0152221963305587,0.00987121090675347,"SOD2/CCL3/SLC7A11/NUPR1/TNFRSF1B/HIF1A",6
"GO:0022617","BP","GO:0022617","extracellular matrix disassembly","3/76","62/18903",0.00199206807877635,0.0153284396377422,0.00994010701542696,"MMP1/IL6/MMP19",3
"GO:0045428","BP","GO:0045428","regulation of nitric oxide biosynthetic process","3/76","62/18903",0.00199206807877635,0.0153284396377422,0.00994010701542696,"SOD2/PTGS2/IL1B",3
"GO:0031663","BP","GO:0031663","lipopolysaccharide-mediated signaling pathway","3/76","63/18903",0.00208566808991361,0.0155623631596536,0.0100918005273679,"CCL3/IL1B/TNFAIP3",3
"GO:0032623","BP","GO:0032623","interleukin-2 production","3/76","63/18903",0.00208566808991361,0.0155623631596536,0.0100918005273679,"IL1B/TNFAIP3/IL1A",3
"GO:0032663","BP","GO:0032663","regulation of interleukin-2 production","3/76","63/18903",0.00208566808991361,0.0155623631596536,0.0100918005273679,"IL1B/TNFAIP3/IL1A",3
"GO:0032757","BP","GO:0032757","positive regulation of interleukin-8 production","3/76","63/18903",0.00208566808991361,0.0155623631596536,0.0100918005273679,"IL1B/FCN1/IL6",3
"GO:2001244","BP","GO:2001244","positive regulation of intrinsic apoptotic signaling pathway","3/76","63/18903",0.00208566808991361,0.0155623631596536,0.0100918005273679,"S100A8/S100A9/NUPR1",3
"GO:0017014","BP","GO:0017014","protein nitrosylation","2/76","17/18903",0.00208633596394809,0.0155623631596536,0.0100918005273679,"S100A8/S100A9",2
"GO:0018119","BP","GO:0018119","peptidyl-cysteine S-nitrosylation","2/76","17/18903",0.00208633596394809,0.0155623631596536,0.0100918005273679,"S100A8/S100A9",2
"GO:0030949","BP","GO:0030949","positive regulation of vascular endothelial growth factor receptor signaling pathway","2/76","17/18903",0.00208633596394809,0.0155623631596536,0.0100918005273679,"IL1B/HIF1A",2
"GO:0051412","BP","GO:0051412","response to corticosterone","2/76","17/18903",0.00208633596394809,0.0155623631596536,0.0100918005273679,"FOSB/ATP2B1",2
"GO:0010001","BP","GO:0010001","glial cell differentiation","5/76","227/18903",0.00220989588543268,0.0164281412771317,0.0106532358295077,"S100A8/S100A9/IL1B/IL6/TNFRSF1B",5
"GO:1904019","BP","GO:1904019","epithelial cell apoptotic process","4/76","137/18903",0.00226280049222422,0.0167645995927287,0.0108714205725282,"THBS1/IL6/NUPR1/TNFAIP3",4
"GO:0080164","BP","GO:0080164","regulation of nitric oxide metabolic process","3/76","65/18903",0.00228097778186594,0.0168423712984243,0.0109218535647737,"SOD2/PTGS2/IL1B",3
"GO:0051090","BP","GO:0051090","regulation of DNA-binding transcription factor activity","7/76","454/18903",0.00231079896135306,0.016887746962925,0.0109512785402893,"S100A8/S100A9/S100A12/IL1B/IL6/NUPR1/TNFAIP3",7
"GO:0002790","BP","GO:0002790","peptide secretion","5/76","230/18903",0.00233936214855643,0.016887746962925,0.0109512785402893,"IL1RN/S100A8/IL1B/IL6/HIF1A",5
"GO:0002827","BP","GO:0002827","positive regulation of T-helper 1 type immune response","2/76","18/18903",0.00234102830676207,0.016887746962925,0.0109512785402893,"IL1B/SLC11A1",2
"GO:0010755","BP","GO:0010755","regulation of plasminogen activation","2/76","18/18903",0.00234102830676207,0.016887746962925,0.0109512785402893,"THBS1/PLAUR",2
"GO:0035234","BP","GO:0035234","ectopic germ cell programmed cell death","2/76","18/18903",0.00234102830676207,0.016887746962925,0.0109512785402893,"IL1B/IL1A",2
"GO:0046851","BP","GO:0046851","negative regulation of bone remodeling","2/76","18/18903",0.00234102830676207,0.016887746962925,0.0109512785402893,"IL6/TNFAIP3",2
"GO:0051917","BP","GO:0051917","regulation of fibrinolysis","2/76","18/18903",0.00234102830676207,0.016887746962925,0.0109512785402893,"THBS1/PLAUR",2
"GO:0006879","BP","GO:0006879","cellular iron ion homeostasis","3/76","66/18903",0.00238274064186568,0.0170763079333707,0.0110735555801876,"FTH1/SLC11A1/HIF1A",3
"GO:0034605","BP","GO:0034605","cellular response to heat","3/76","66/18903",0.00238274064186568,0.0170763079333707,0.0110735555801876,"PTGS2/THBS1/IL1A",3
"GO:0048545","BP","GO:0048545","response to steroid hormone","6/76","339/18903",0.00242553935879124,0.0173264098170332,0.0112357403522269,"IL1RN/PTGS2/THBS1/IL6/FOSB/ATP2B1",6
"GO:0052547","BP","GO:0052547","regulation of peptidase activity","7/76","459/18903",0.00245681700643631,0.0174928561529702,0.0113436766086653,"TIMP1/S100A8/CD44/S100A9/PTGS2/THBS1/PLAUR",7
"GO:0031638","BP","GO:0031638","zymogen activation","3/76","67/18903",0.00248727690040298,0.0176524214970347,0.0114471507151914,"THBS1/CTSL/PLAUR",3
"GO:0051235","BP","GO:0051235","maintenance of location","6/76","342/18903",0.00253416327015482,0.0179271614562888,0.0116253126586729,"S100A8/FTH1/CCL3/S100A9/IL1B/IL6",6
"GO:1903900","BP","GO:1903900","regulation of viral life cycle","4/76","142/18903",0.00257662724329344,0.0181106118364846,0.0117442756095187,"CXCL8/FCN1/APOBEC3A/TNIP1",4
"GO:0002523","BP","GO:0002523","leukocyte migration involved in inflammatory response","2/76","19/18903",0.00260964584602332,0.0181106118364846,0.0117442756095187,"S100A8/S100A9",2
"GO:0035743","BP","GO:0035743","CD4-positive, alpha-beta T cell cytokine production","2/76","19/18903",0.00260964584602332,0.0181106118364846,0.0117442756095187,"IL1B/IL6",2
"GO:0045091","BP","GO:0045091","regulation of single stranded viral RNA replication via double stranded DNA intermediate","2/76","19/18903",0.00260964584602332,0.0181106118364846,0.0117442756095187,"CXCL8/APOBEC3A",2
"GO:0048245","BP","GO:0048245","eosinophil chemotaxis","2/76","19/18903",0.00260964584602332,0.0181106118364846,0.0117442756095187,"CCL3/CCL4",2
"GO:1902176","BP","GO:1902176","negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway","2/76","19/18903",0.00260964584602332,0.0181106118364846,0.0117442756095187,"SOD2/HIF1A",2
"GO:0062197","BP","GO:0062197","cellular response to chemical stress","6/76","345/18903",0.00264641445751033,0.0183078451271929,0.0118721764306706,"SOD2/PTGS2/SLC7A11/IL6/TNFAIP3/HIF1A",6
"GO:0014015","BP","GO:0014015","positive regulation of gliogenesis","3/76","69/18903",0.00270477118261573,0.0186527144763405,0.0120958155170932,"IL1B/IL6/TNFRSF1B",3
"GO:0070661","BP","GO:0070661","leukocyte proliferation","6/76","348/18903",0.00276236894950142,0.0189902040948483,0.012314669034075,"IL1B/IL6/SLC11A1/TNFAIP3/IL1A/TNFRSF1B",6
"GO:0023061","BP","GO:0023061","signal release","7/76","470/18903",0.00280313183421936,0.0191906496100353,0.0124446529018925,"IL1RN/INHBA/PTGS2/IL1B/IL6/IL1A/HIF1A",7
