NL,LP,LN,CA
,,,0.863188632
,,,0
,,,0.881876566
,,,0.573909599
,,,0
,,,0
,,,1.195683719
,,,0
,,,0.762933297
,,,0.305391048
,,,0.60282125
,,,0.554689251
,,,0.498776345
,,,0.546329438
,,,0.930068917
,,,0.365131441
,,,0
,,,0.552238333
,,,1.097646555
,,,1.343716269
,,,0.91379303
,,,0.34260594
,,,0.473670029
,,,1.455974875
,,,0.56331572
,,,0.926229739
,,,0.621568509
,,,0.803502601
,,,0.684876039
,,,0.60556817
,,,0.822347313
,,,0.650679246
,,,0.949351337
,,,0
,,,0
,,,1.056419661
,,,0
,,,1.505357696
,,,0.272911946
,,,0.892014564
,,,0
,,,0
,,,0.418670654
,,,1.275822055
,,,0
,,,0.701628781
,,,0
,,,0.581840288
,,,1.343088364
,,,0
,,,0.93417679
,,,0
,,,1.331335772
,,,1.411598208
,,,1.104432652
,,,0
,,,1.011150372
,,,0.855184412
,,,0.53739425
,,,0.751775514
,,,0.568114068
,,,0.789352974
,,,0.664987097
,,,0
,,,0
,,,1.049614788
,,,0.584130208
,,,0
,,,0.902273534
,,,1.158251321
,,,0
,,,1.581705141
,,,0.576460035
,,,0
,,,1.258687263
,,,0.671708628
,,,0
,,,0.615682268
,,,0.475114618
,,,0.505418066
,,,0.635090733
,,,0
,,,0
,,,1.012227089
,,,1.204841505
,,,0.667890276
,,,1.047968556
,,,0.69996625
,,,1.34583517
,,,0.460261135
,,,0.363374039
,,,1.163181748
,,,0.681648847
,,,0
,,,0
,,,0.715044358
,,,0
,,,0.713660192
,,,0.768565876
,,,0
,,,0.222227344
,,,0.715471382
,,,1.423156914
,,,0
,,,0.882748387
,,,0.7458719
,,,1.119837534
,,,0
,,,0
,,,0.903531913
,,,0.55214451
,,,0
,,,0.551208078
,,,0.452421916
,,,0.7002981
,,,0.831440416
,,,1.02006105
,,,0.403145306
,,,0.95611904
,,,0
,,,1.363521373
,,,0.903348946
,,,0.815681616
,,,0.639468277
,,,0
,,,0.587502362
,,,0.417818686
,,,0.485989071
,,,0
,,,0.632970957
,,,0
,,,0
,,,0.874913002
,,,1.579203657
,,,0.744766677
,,,0.458264844
,,,1.025593026
,,,0
,,,1.102830009
,,,0.86423611
,,,0
,,,0
,,,0
,,,0
,,,1.711396937
,,,0.730666875
,,,0
,,,0.678524821
,,,0.732662941
,,,1.536931981
,,,0.921557913
,,,0.992701177
,,,0.773531072
,,,0.572626206
,,,0
,,,0.524665253
,,,1.071583616
,,,0.699507305
,,,1.223098205
,,,0.446647398
,,,0
,,,0.470378934
,,,1.37616971
,,,0.919331483
,,,0.788364645
,,,0.262401193
,,,1.537935629
,,,0
,,,0
,,,0
,,,0.875334593
,,,1.105008517
,,,0.985751605
,,,0.377167251
,,,0.717211647
,,,0
,,,1.431438213
,,,1.489553434
,,,0.547986835
,,,0.960760736
,,,0
,,,0
,,,1.430106635
,,,1.003713547
,,,0
,,,1.006625746
,,,0.774664629
,,,0.973971626
,,,0.686808015
,,,0.84448871
,,,0.670236477
,,,1.069766936
,,,1.118674165
,,,0.274730214
,,,0
,,,0
,,,0
,,,0.329917958
,,,0.770712348
,,,0
,,,0
,,,0.707891471
,,,0.636910406
,,,1.221723767
,,,0.767811895
,,,0.49514622
,,,0
,,,0.554499927
,,,0.535419779
,,,0.445554826
,,,0.616073716
,,,1.449223757
,,,0.869417676
,,,0.902970787
,,,0.484165456
,,,0
,,,0
,,,0.715863288
,,,0.81356071
,,,0.506202102
,,,1.136391792
,,,0
,,,0.527953297
,,,1.343432133
,,,0.324559331
,,,0
,,,0.354405346
,,,0
,,,0.655674059
,,,1.236356684
,,,0
,,,0.965333745
,,,0.558936278
,,,0.908042821
,,,1.319849262
,,,0.805791157
,,,0.310494697
,,,0.490708238
,,,0.461081927
,,,0.988762509
,,,0.430847541
,,,1.253996479
,,,0
,,,1.108169502
,,,0.778149987
,,,0.620891061
,,,0
,,,0.996081201
,,,0
,,,1.389556332
,,,0
,,,0.347511961
,,,1.008303509
,,,0.520558193
,,,1.45550851
,,,0
,,,0.354557721
,,,0
,,,1.145609797
,,,0.449443892
,,,1.163068316
,,,0.336027118
,,,1.033810021
,,,0.559465829
,,,0.822168546
,,,0.984122392
,,,0
,,,0.940183769
,,,0.479784164
,,,0.471871156
,,,0
,,,0
,,,0
,,,0
,,,0
,,,0.282743912
,,,0.290102404
,,,0.409965179
,,,1.016240154
,,,1.517968329
,,,0.960486841
,,,0
,,,1.362980196
,,,0.797756774
,,,0.588427383
,,,0.794949461
,,,1.105188611
,,,0.810930216
,,,0.543771586
,,,0
,,,0.668060053
,,,0.635445456
,,,1.411082249
,,,1.040412526
,,,0
,,,0
,,,0
,,,0.716970161
,,,1.926200494
,,,0
,,,0.408386289
,,,0.6070653
,,,0.515264695
,,,1.347245011
,,,1.140458701
,,,0.658403526
,,,0.689550025
,,,0.725496852
,,,0.298430169
,,,0.930580284
,,,0
,,,0.660070605
,,,0.978439716
,,,0.650065898
,,,0
,,,0.929604561
,,,1.182790321
,,,0.935962692
,,,0.764463644
,,,1.209342795
,,,0.708597429
,,,0.842488839
,,,0
,,,0.594586659
,,,1.591910917
,,,0.918697472
,,,1.127703253
,,,0
,,,0.643825922
,,,0.99100713
,,,0.810005403
,,,0.796450788
,,,0.845060747
,,,0.76250595
,,,0.578173307
,,,0.869779959
,,,0.507093684
,,,0.926828813
,,,0.762322955
,,,0.924162404
,,,0.907002418
,,,0.376033508
,,,0.456498027
,,,0
,,,0
,,,0.777323207
,,,1.032197846
,,,0
,,,0.90088247
,,,0.657640492
,,,0
,,,0
,,,0
,,,1.030997132
,,,0.460419302
,,,0.261662312
,,,0.61560404
,,,0.387950018
,,,0
,,,0.578156123
,,,0
,,,0
,,,0
,,,0.951492767
,,,0.651205928
,,,0.967708696
,,,0
,,,0
,,,0.228531087
,,,0.600136985
,,,1.315311056
,,,0.575011936
,,,0.756875568
,,,0.865214601
,,,0
,,,0.57886155
,,,1.184477061
,,,0.869739689
,,,0.917533782
,,,0.696640392
,,,0.988497599
,,,0.52548333
,,,0
,,,0
,,,0
,,,0.680299458
,,,0
,,,1.526839389
,,,0.965467968
,,,1.522528614
,,,1.75355438
,,,0.592446589
,,,1.103570091
,,,0.694600341
,,,0.722213382
,,,0.396934289
,,,0
,,,0.758440864
,,,1.314972125
,,,0
,,,0
,,,0
,,,0
,,,0.48799672
,,,1.058299728
,,,1.584318852
,,,0.405681892
,,,0.715524797
,,,1.098412329
,,,1.301128384
,,,1.421521164
,,,0
,,,1.069232668
,,,0.541598589
,,,1.587053446
,,,0
,,,0.905946987
,,,0.94356332
,,,0
,,,1.309293216
,,,0
,,,0
,,,0.938323748
,,,0.960760736
,,,1.52150205
,,,0.793155709
,,,0.816138871
,,,0.705938142
,,,0
,,,0.857874047
,,,0.474586189
,,,0.884205507
,,,0.89110195
,,,0.751213278
,,,0
,,,1.439243298
,,,0.83381451
,,,0
,,,1.234669127
,,,0
,,,0.94449071
,,,0
,,,0.896822543
,,,0
,,,0
,,,0
,,,0
,,,0.483116042
,,,1.626616846
,,,1.517875599
,,,0.655495896
,,,0
,,,1.226209085
,,,0.577641075
,,,0.315632569
,,,0.625019116
,,,0
,,,1.604972907
,,,0.390249776
,,,1.286966104
,,,0.753943902
,,,1.153527862
,,,0.769839801
,,,0.874071113
,,,0.739692089
,,,1.510619041
,,,0.566675669
,,,0.685119969
,,,1.153973516
,,,0
,,,1.220606176
,,,1.019872098
,,,0.405415114
,,,0.273558003
,,,1.316142614
,,,0.277221197
,,,0
,,,0
,,,1.342043349
,,,1.070364751
,,,1.429122778
,,,0.467200753
,,,1.056032294
,,,1.086721895
,,,1.416326648
,,,0.836252383
,,,1.010113135
,,,1.078523421
,,,0
,,,0
,,,0
,,,1.432027103
,,,0.919399469
,,,0.900080346
,,,0.712189008
,,,1.114459837
,,,0.511306085
,,,0.62857755
,,,0.417340998
,,,0.968828194
,,,1.019230231
,,,0.608366454
,,,0
,,,1.359098256
,,,0
,,,0.969818306
,,,0.857131634
,,,0.723705332
,,,1.0771808
,,,1.091148382
,,,1.030007862
,,,0.760417159
,,,1.021651248
,,,1.62815077
,,,1.001252635
,,,0
,,,0.437161259
,,,1.074824112
,,,0.517144504
,,,0.239679069
,,,1.181927583
,,,0.639015346
,,,0.671240552
,,,0.588249261
,,,0
,,,1.304739226
,,,0.600526906
,,,0.635821492
,,,0.312028081
,,,0
,,,0.706770188
,,,1.532831221
,,,0
,,,0
,,,0.820492132
,,,0.438075812
,,,0.775675167
,,,0.922759203
,,,0.958797397
,,,0
,,,1.146644251
,,,0.330115784
,,,0
,,,0
,,,0.646281036
,,,0
,,,0.569743341
,,,0.949982954
,,,1.02233441
,,,0.571214561
,,,1.111797393
,,,0
,,,0
,,,0
,,,0.884873325
,,,1.173865215
,,,0.728256974
,,,1.070238835
,,,1.049896416
,,,0.903756572
,,,0.785772459
,,,0
,,,0.748327244
,,,1.426129151
,,,0.426638602
,,,0.841023626
,,,0
,,,0
,,,0.747623993
,,,1.034569442
,,,1.383988798
,,,0.767358189
,,,0
,,,1.333166762
,,,0
,,,1.188694375
,,,0
,,,0
,,,1.05037959
,,,1.88290689
,,,0
,,,0.473053655
,,,1.257209269
,,,0
,,,0.501903229
,,,0
,,,0.811834055
,,,0.571482895
,,,1.228055696
,,,1.059505168
,,,1.289143358
,,,0.746790677
,,,0
,,,0.675335624
,,,0.762719561
,,,0.872446533
,,,0.817655191
,,,1.120550762
,,,1.410473045
,,,0.431224915
,,,0.657954461
,,,0.610034585
,,,0.600638408
,,,0
,,,1.153404137
,,,0.441060317
,,,1.339106415
,,,0.76853486
,,,0.497711959
,,,0.667104292
,,,1.017685798
,,,0.405865509
,,,0.693147181
,,,0.76415706
,,,1.367141895
,,,0.585943738
,,,1.01437733
,,,0.598841007
,,,0.485820521
,,,0.703608908
,,,0.995596817
,,,0.877216606
,,,0.417889549
,,,0
,,,0.485579942
,,,0.509098278
,,,1.103570091
,,,0.750799562
,,,0
,,,0.63867759
,,,0
,,,0.689269858
,,,0
,,,0.654739821
,,,0.764801184
,,,0.758018772
,,,0.752754125
,,,0.699813199
,,,0.619838073
,,,1.082270084
,,,0.925294385
,,,1.284667996
,,,0.714724438
,,,0.914106312
,,,0
,,,0
,,,0.967890868
,,,0.614277295
,,,1.407863513
,,,0
,,,0
,,,0.647711293
,,,0.292236886
,,,0.875974603
,,,0
,,,0
,,,0.901461524
,,,0.915608775
,,,1.040866491
,,,0.946062134
,,,0.761470193
,,,0.612452944
,,,0.528181614
,,,1.443677489
,,,0.687200681
,,,0.630475199
,,,1.487104533
,,,1.111783705
,,,1.000409346
,,,0
,,,0.779265881
,,,0.922173346
,,,0.616426458
,,,1.060466745
,,,0.748738113
,,,0.685991456
,,,1.250197476
,,,1.444914879
,,,0
,,,1.359689684
,,,0.708545086
,,,0
,,,0.967992106
,,,1.02519163
,,,1.630238142
,,,1.474134737
,,,0.655941492
,,,0.435594185
,,,0.547341069
,,,0.470041132
,,,1.143867618
,,,0
,,,1.047878377
,,,0
,,,0
,,,0.765507961
,,,1.487723238
,,,0.927659672
,,,0
,,,0.761348533
,,,0.30744447
,,,1.246518479
,,,0
,,,0.601737118
,,,0.866291265
,,,1.008082404
,,,0
,,,1.298410923
,,,0
,,,0
,,,0
,,,0.411196073
,,,0
,,,1.150443537
,,,0
,,,1.149543902
,,,0
,,,0
,,,1.450032045
,,,0.857561286
,,,0.667797707
,,,0.890297108
,,,1.426489676
,,,1.048449797
,,,1.04893152
,,,1.226742541
,,,0.338137659
,,,0
,,,0.446647398
,,,0.808817976
,,,0.867010624
,,,0.824427033
,,,0
,,,0
,,,0
,,,0
,,,0
,,,0.49761083
,,,0.736301727
,,,0.892418447
,,,0.426999268
,,,1.796986873
,,,0
,,,1.110699649
,,,0
,,,1.150271355
,,,0
,,,0.749267068
,,,0.701757008
,,,0
,,,1.048750818
,,,0.991206889
,,,0.378641342
,,,0
,,,0.850549118
,,,0.675477758
,,,0.847183591
,,,0
,,,0.701270003
,,,0.694474819
,,,0.904018825
,,,0.427945481
,,,0
,,,1.008248223
,,,0
,,,0.903843972
,,,0.765507961
,,,0
,,,0.513722311
,,,0
,,,0
,,,0
,,,0.744070404
,,,0
,,,0.604022212
,,,0
,,,0
,,,1.2376149
,,,1.085822258
,,,0.30526891
,,,0
,,,0
,,,0.839352131
,,,0.465716321
,,,0
,,,0.329380643
,,,0.939224302
,,,0
,,,0.757958513
,,,0.738406189
,,,1.466465287
,,,0.555447875
,,,0
,,,0
,,,0.739405929
,,,0.585979067
,,,1.099947402
,,,0.89254607
,,,0
,,,0.532297135
,,,1.078107456
,,,0.837402657
,,,1.400331898
,,,0
,,,0
,,,0
,,,0.783343368
,,,0
,,,0
,,,0.805928222
,,,0.598656337
,,,0.959235706
,,,0
,,,0.568346235
,,,0
,,,1.330908799
,,,1.007833787
,,,1.164014334
,,,0
,,,0
,,,0.99190006
,,,0
,,,0.835845025
,,,0.433369749
,,,0.712899511
,,,0.53364958
,,,0.573402291
,,,0
,,,1.077510788
,,,0.47141795
,,,1.108696379
,,,0
,,,0.492087909
,,,1.034569442
,,,1.072447062
,,,1.391643109
,,,0.543256908
,,,1.342600459
,,,0
,,,0
,,,0.482735586
,,,1.428255302
,,,0.856312657
,,,0
,,,1.533278792
,,,0.632040402
,,,0.579079845
,,,0
,,,0.98717535
,,,0
,,,0.743529799
,,,1.093483165
,,,0
,,,0.76865894
,,,0.938513185
,,,1.042468676
,,,1.393955499
,,,0.464614779
,,,0.596339509
,,,1.381513476
,,,0.927428718
,,,0.889916408
,,,0.725570172
,,,0.897510837
,,,0.628795383
,,,0.461840559
,,,0.814558363
,,,1.150615776
,,,0
,,,0.822633512
,,,0
,,,1.208518586
,,,1.496135556
,,,0
,,,1.066060075
,,,0
,,,0.550678877
,,,0
,,,0.875947349
,,,0.872041391
,,,1.062246981
,,,0.594586659
,,,1.387157482
,,,0.769373217
,,,1.283849496
,,,0.522421934
,,,0.746454976
,,,0.723673424
,,,1.075746332
,,,0
,,,0.624615852
,,,1.119743671
,,,1.387811277
,,,0.428354967
,,,0.786455445
,,,1.151071255
,,,0.504428508
,,,0.804730568
,,,0
,,,0
,,,0
,,,0.547494681
,,,0
,,,1.446568592
,,,0
,,,0
,,,0.837551323
,,,0.710645126
,,,0.659235974
,,,0
,,,0.420367277
,,,1.583446464
,,,1.36254761
,,,0
,,,0.451652905
,,,1.152958971
,,,0.923155298
,,,0.689912945
,,,1.543816663
,,,0.763330569
,,,1.238368313
,,,0.591724735
,,,0
,,,1.097280731
,,,0.780545312
,,,1.157752095
,,,0.691004091
,,,0.662246381
,,,0
,,,1.003518068
,,,0.948720621
,,,0
,,,1.260132993
,,,1.25940966
,,,1.033576597
,,,0.431357154
,,,0.709383548
,,,1.057747213
,,,0
,,,1.163446518
,,,0
,,,0.924299919
,,,0
,,,0.880221012
,,,0.948607511
,,,0
,,,0
,,,0.503909276
,,,1.058299728
,,,0.590178861
,,,0.993825093
,,,1.063673394
,,,1.458565141
,,,0.540818261
,,,0.815646465
,,,0.808024565
,,,1.689084933
,,,0.910007116
,,,0.642327932
,,,1.040688801
,,,0.846993215
,,,1.116528077
,,,0
,,,0
,,,1.576312928
,,,1.226010591
,,,0.640073219
,,,1.092516325
,,,1.224439365
,,,0.763697667
,,,0
,,,0
,,,0.730592476
,,,0
,,,0
,,,0
,,,0.791700417
,,,0
,,,1.583908173
,,,1.254461992
,,,1.118743545
,,,0
,,,0.317339495
,,,0
,,,0.358709462
,,,0.394854154
,,,0
,,,0
,,,0
,,,0
,,,0
,,,0
,,,0.55875999
,,,1.071562576
,,,0.568645023
,,,0
,,,0.755825808
,,,1.111077014
,,,0.607540666
,,,0
,,,0
,,,0
,,,0
,,,0.546482469
,,,1.091069577
,,,0.421662462
,,,0
,,,0.999648985
,,,1.061689957
,,,0
,,,0
,,,0
,,,0
,,,0
,,,0.426869727
,,,0.439484393
,,,0
,,,0.378641342
,,,1.043182484
,,,0.394459689
,,,0
,,,1.268488699
,,,1.222230329
,,,1.349318566
,,,0.853439914
,,,0.952616288
,,,0.644749704
,,,0.53308157
,,,1.344309908
,,,0
,,,1.115148312
,,,0.785025857
,,,0.385632366
,,,0.853079037
,,,0.796718315
,,,0.84783155
,,,0.476846116
,,,0.46865011
,,,0
,,,0.651469599
,,,1.191910622
,,,0.980048674
,,,0
,,,0
,,,0
,,,0
,,,0
,,,1.514915308
,,,0.649235408
,,,1.142693262
,,,0
,,,0
,,,1.363900491
,,,0.674862291
,,,0.56636253
,,,0.620612554
,,,0.708571256
,,,0.97547897
,,,0.571550018
,,,0
,,,0
,,,0.909563915
,,,0.456667719
,,,0.716219954
,,,0
,,,0
,,,1.637206132
,,,0
,,,0.427592473
,,,0.793155709
,,,0.494796165
,,,0
,,,0
,,,0
,,,0.724590796
,,,0
,,,0.312618128
,,,0
,,,0.766308577
,,,0
,,,0.599432738
,,,1.410121858
,,,0.840573876
,,,1.11902116
,,,0.881793631
,,,0
,,,0
,,,1.087666643
,,,1.05037959
,,,1.024447086
,,,0.769902057
,,,0.769715321
,,,0.922789659
,,,1.310000846
,,,0
,,,0
,,,0
,,,0.943467495
,,,0
,,,0
,,,1.26076668
,,,0
,,,0
,,,0
,,,0
,,,1.077148877
,,,0
,,,0.714298343
,,,0.90612271
,,,0
,,,0.877175601
,,,1.093769182
,,,0.753289038
,,,0.468784359
,,,0
,,,0.680347555
,,,0.490781949
,,,0
,,,0.831391616
,,,0
,,,0
,,,0
,,,0
,,,0
,,,1.037148822
,,,0
,,,1.700150899
,,,0.740609358
,,,0.639184363
,,,0.950518105
,,,0.741874493
,,,0
,,,1.420389449
,,,0
,,,1.318811676
,,,0
,,,0
,,,0
,,,0.706301911
,,,0.98386016
,,,0.809647636
,,,0.761397193
,,,0
,,,0
,,,1.627243937
,,,1.111441634
,,,0
,,,0
,,,0
,,,0.416388939
,,,0
,,,0
,,,0
,,,0.801058468
,,,0.687987415
,,,0.644255247
,,,1.028527819
,,,0
,,,1.362677353
,,,1.070868741
,,,0.774412426
,,,0
,,,1.084286902
,,,0
,,,1.206217474
,,,0
,,,0.808990674
,,,0
,,,0
,,,0
,,,0
,,,0
,,,0
,,,0.636952365
,,,0.582956717
,,,0
,,,0.739234344
,,,1.512888026
,,,0
,,,0.901490497
,,,0.597753149
,,,0.799168271
,,,0
,,,0
,,,0
,,,0
,,,0
,,,1.135674052
,,,0
,,,0
,,,0.597495611
,,,0
,,,0
,,,0.98386016
,,,1.012524552
,,,0
,,,0.948672141
,,,0
,,,0.74558072
,,,0
,,,0.908678897
,,,0.521446639
,,,0
,,,0
,,,0
,,,1.632387205
,,,0
,,,0
,,,0
,,,1.023818003
,,,0.676759767
,,,0
,,,0.963158242
,,,0.904718961
,,,1.023532334
,,,1.013194538
,,,1.330311563
,,,0
,,,0
,,,0
,,,0.602147867
,,,1.216984996
,,,1.148160626
,,,0.436405315
,,,0
,,,0
,,,0
,,,0.744360352
,,,0
,,,0
,,,0.980620967
,,,0
,,,0
,,,0
,,,0
,,,1.503980182
,,,0.380024797
,,,0
,,,0.360250814
,,,1.404646294
,,,0.919422133
,,,0
,,,1.429260768
,,,1.049244899
,,,0
,,,0
,,,1.354814676
,,,0.708597429
,,,0.820563321
,,,0
,,,0.744360352
,,,1.339854871
,,,0.702270407
,,,0
,,,1.128080014
,,,0
,,,0
,,,0
,,,0
,,,0
,,,0
,,,0.91743225
,,,0
,,,1.15518862
,,,0
,,,0
,,,0.759266371
,,,1.07213099
,,,0
,,,0
,,,0
,,,0
,,,0
,,,0
,,,1.899873439
,,,1.009410608
,,,0.904368748
,,,0
,,,0.661065994
,,,0
,,,1.043718539
,,,0
,,,1.115355037
,,,0
,,,0.790053478
,,,0
,,,0.72248582
,,,0.608722891
,,,0
,,,0
,,,0
,,,0.954527919
,,,1.769506477
,,,0
,,,0
,,,1.065664946
,,,0
,,,0
,,,1.082605649
,,,1.217096549
,,,0.687298921
,,,1.001661231
,,,0.931278574
,,,0
,,,0
,,,0
,,,0
,,,0
,,,0.595744906
,,,0
,,,0.988285783
,,,0
,,,1.50099322
,,,0.838779953
,,,0.704900948
,,,0
,,,0
,,,1.270635653
,,,0
,,,0
,,,0
,,,1.539199574
,,,0.763728275
,,,0
,,,0.90253487
,,,0
,,,0.439484393
,,,0
,,,0.698591291
,,,0
,,,0.279301909
,,,0
,,,0.723687098
,,,0
,,,0.7458719
,,,0.997980584
,,,0.964864282
,,,0
,,,0.624615852
,,,1.101353115
,,,0.77738674
,,,0.791150635
,,,1.269622494
,,,0.590358187
,,,0
,,,0
,,,0
,,,0
,,,0.525059861
,,,0
,,,0
,,,0
,,,1.078043493
,,,0
,,,0
,,,0
,,,0
,,,1.295866959
,,,1.628041088
,,,1.107558336
,,,0.596596022
,,,0
,,,0
,,,0.678748119
,,,0.941937124
,,,0
,,,0
,,,0.771680805
,,,0
,,,0.851433421
,,,0.888397066
,,,1.328401118
,,,0
,,,0.64641079
,,,0
,,,1.192326006
,,,0.567055208
,,,0
,,,0.678046837
,,,0
,,,1.10850936
,,,0
,,,0
,,,0
,,,1.499842915
,,,0.55208198
,,,1.040688801
,,,1.520244417
,,,0
,,,0
,,,1.016784094
,,,1.575241216
,,,1.058299728
,,,1.291386369
,,,1.115620951
,,,0
,,,0
,,,0.744302344
,,,0.918064395
,,,0.766863879
,,,2.264920776
,,,0
,,,1.044135885
,,,0
,,,1.301712381
,,,0
,,,0.673540612
,,,0
,,,0
,,,0.713713326
,,,0
,,,1.869079313
,,,0.741103373
,,,0
,,,0
,,,0
,,,1.407377899
,,,0
,,,0
,,,1.274242552
,,,1.214758751
,,,0
,,,0
,,,0
,,,1.697261484
,,,0
,,,0
,,,0.830441224
,,,0.908590496
,,,0
,,,0.872689811
,,,1.295931224
,,,0
,,,1.05707277
,,,0.985330606
,,,0.689665456
,,,0.947123607
,,,0
,,,0
,,,0
,,,0.868975321
,,,0
,,,0.665767914
,,,0
,,,0
,,,0
,,,0.884956878
,,,0
,,,0
,,,1.616353625
,,,0
,,,0
,,,1.020287892
,,,0
,,,0.63775066
,,,0
,,,1.111578435
,,,0
,,,1.165341633
,,,0.987439495
,,,0
,,,0
,,,1.37837197
,,,0
,,,1.098478973
,,,1.030146854
,,,0
,,,0
,,,0.682422426
,,,0.848901067
,,,0
,,,1.144937536
,,,0
,,,0
,,,0.849130621
,,,1.435755367
,,,1.13524389
,,,0.800449879
,,,0
,,,0.654962009
,,,0
,,,0
,,,1.246018418
,,,0.766493584
,,,0.892631174
,,,0.936339605
,,,0.804764735
,,,0.938165947
,,,1.338538783
,,,0.850357136
,,,0
,,,0
,,,0
,,,0
,,,1.934227996
,,,1.750743575
,,,0.618867829
,,,0.836845655
,,,0
,,,0
,,,0
,,,0.994075226
,,,0.721017196
,,,1.241538117
,,,0
,,,0.881337785
,,,0
,,,1.171401156
,,,1.015884121
,,,0
,,,0
,,,0.941364608
,,,0
,,,1.589355741
,,,1.277685979
,,,0.898286516
,,,0
,,,0
,,,0
,,,1.178231128
,,,0
,,,1.0771808
,,,1.053288849
,,,0.514857887
,,,0.656119906
,,,0.896049557
,,,0.731654159
,,,0
,,,0.613033968
,,,1.479552435
,,,0.721614772
,,,0.953203605
,,,0.607236344
,,,1.279687222
,,,0
,,,0
,,,0
,,,0
,,,0
,,,0.473373052
,,,0.998023843
,,,0
,,,1.549079706
,,,0
,,,0
,,,0
,,,0.795082671
,,,1.900840999
,,,0
,,,0.786065015
,,,0.576596713
,,,0.792361217
,,,0
,,,0
,,,0
,,,0.963859942
,,,0
,,,0.382407702
,,,0
,,,0
,,,0
,,,0
,,,0
,,,0
,,,0.766493584
,,,0.424551556
,,,1.005217575
,,,1.351410067
,,,0
,,,0.906386431
,,,0.746221631
,,,0.471304787
,,,1.201546947
,,,0
,,,0.512672421
,,,0
,,,0.674625882
,,,0.450411494
,,,1.547184746
,,,0.670399719
,,,0
,,,0
,,,0
,,,0
,,,0
,,,1.674220227
,,,0
,,,0.853775305
,,,0.713925944
,,,0.737181798
,,,0.979996683
,,,0.923246756
,,,0.482569328
,,,1.189107261
,,,1.518487865
,,,0
,,,0.742681935
,,,0
,,,0
,,,1.256345918
,,,0.820136378
,,,1.033037242
,,,1.308175949
,,,0.660794216
,,,0.734971603
,,,0.95012884
,,,0
,,,1.44988933
,,,0.648059009
,,,0
,,,1.292535158
,,,0
,,,0.599766117
,,,0.7183139
,,,0
,,,0
,,,0
,,,0
,,,0.845271261
,,,0.62615112
,,,0.478054189
,,,0
,,,0.426962248
,,,0.682035409
,,,1.336716744
,,,0
,,,0.936811204
,,,0
,,,0
,,,1.374119007
,,,0
,,,0
,,,0.547049449
,,,0.925631492
,,,0
,,,0.980933432
,,,0.463496656
,,,0
,,,0
,,,0.357465281
,,,0.546482469
,,,1.255717233
,,,1.154023056
,,,0.950875232
,,,0
,,,0
,,,1.258867774
,,,0
,,,1.582165632
,,,0.643954657
,,,0.88038627
,,,1.128221371
,,,0.834182918
,,,0
,,,0
,,,0.989770563
,,,0
,,,0.739711174
,,,0.492087909
,,,1.144755007
,,,0.860070168
,,,0
,,,1.460975536
,,,0.952322921
,,,0.841849493
,,,0.841398808
,,,0
,,,0.744012443
,,,1.307782138
,,,0
,,,0.444467674
,,,1.199858577
,,,1.107955995
,,,0
,,,2.072646329
,,,0
,,,0.434095898
,,,1.030494511
,,,1.258566954
,,,0.403030022
,,,0
,,,1.008082404
,,,1.14727961
,,,0.388545311
,,,0
,,,0.572289451
,,,0.885542218
,,,0.858970618
,,,1.417776661
,,,0.574350012
,,,0
,,,0.810305724
,,,0.66793657
,,,1.445683306
,,,0.659664295
,,,0.790557772
,,,0
,,,0.871171686
,,,0.778309195
,,,1.396639118
,,,0.639311186
,,,1.636777443
,,,0.721560404
,,,0
,,,1.893087841
,,,0.908649428
,,,1.147377427
,,,0.409454509
,,,0
,,,1.27576003
,,,1.101634732
,,,0.893099552
,,,0
,,,1.089888998
,,,1.578534319
,,,1.642411045
,,,1.359205744
,,,1.858100777
,,,0.730146414
,,,0.97390323
,,,0.45238028
,,,0.697070135
,,,0.868573594
,,,1.233518219
,,,0.52806743
,,,0.930285787
,,,0.819141999
,,,0
,,,0
,,,1.15392398
,,,0
,,,0
,,,0.918426039
,,,0
,,,1.92904439
,,,0.946544305
,,,0
,,,1.017967937
,,,1.152321563
,,,0.623610038
,,,0
,,,0.64195456
,,,1.27633402
,,,1.655866167
,,,0.98067303
,,,0.503029081
,,,1.357901848
,,,1.07661714
,,,0
,,,0.884539282
,,,0
,,,1.175617579
,,,0
,,,0.866810675
,,,1.434938257
,,,0.606401075
,,,1.051892639
,,,0.664971806
,,,0
,,,0.548402796
,,,0
,,,1.052317145
,,,0.647624425
,,,0
,,,0
,,,0.568944132
,,,1.162917112
,,,0.764893295
,,,0.657031382
,,,0.5401
,,,0.703660495
,,,0.746828645
,,,0.483068452
,,,0
,,,0.833803989
,,,0.575675429
,,,0.666228107
,,,0.958499922
,,,0.601625196
,,,0
,,,1.025038807
,,,0.976922498
,,,0.23425256
,,,0.574638351
,,,1.027029373
,,,0.549602943
,,,0.667890276
,,,0.646583878
,,,1.238449512
,,,0.736046633
,,,0.530966118
,,,0
,,,1.217361577
,,,1.096284386
,,,1.099913981
,,,0.317024997
,,,0.475275683
,,,0.580728246
,,,1.273298657
,,,0.428280456
,,,0.922059311
,,,0.773992471
,,,1.098345693
,,,0.386532857
,,,0.519589993
,,,0
,,,0.564523853
,,,1.435767571
,,,0
,,,0
,,,0.503287636
,,,0
,,,0
,,,0.51383024
,,,0.56465478
,,,1.079132002
,,,1.383003408
,,,0.953007746
,,,0
,,,0.844715744
,,,1.114253477
,,,0.791106688
