"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Organismal Systems","Immune system","mmu04620","Toll-like receptor signaling pathway","37/2756","61/4955",0.60655737704918,1.0905267791287,0.796370193391909,0.253469271933207,0.691464173833787,0.606191774560258,"Spp1/Tlr4/Il1b/Jak1/Tlr8/Mapk3/Map2k7/Fos/Cd14/Tlr7/Akt3/Traf6/Jun/Map3k8/Map2k2/Pik3r2/Ripk1/Myd88/Tlr5/Rac1/Ccl5/Map2k3/Mapk13/Traf3/Tollip/Ctsk/Mapk9/Ifnar1/Fadd/Tlr3/Irf7/Tbk1/Ccl3/Cd40/Ccl4/Irak1/Il12a",37
"Human Diseases","Infectious disease: parasitic","mmu05142","Chagas disease","41/2756","68/4955",0.602941176470588,1.08402522837872,0.780994510776587,0.256184422746088,0.693324509177904,0.607822690558805,"Tlr4/Il1b/Mapk3/Fos/Gnai3/Plcb1/Akt3/Smad2/Traf6/Jun/Tgfbr2/Gnal/C3/C1qa/Pik3r2/Myd88/Ccl5/Ifngr2/Ace3/Mapk13/Ccl12/Ppp2ca/Ifng/Tgfbr1/Gnai1/Gna14/Mapk9/Adcy1/Plcb3/Gnas/Fadd/Gna11/Ace/Ccl3/Ppp2r2c/Gnao1/Gnaq/Gna15/Plcb2/Irak1/Il12a",41
"Human Diseases","Cancer: specific types","mmu05214","Glioma","30/2756","49/4955",0.612244897959184,1.10075234738308,0.793404089212291,0.259393878737842,0.694263204327789,0.608645624414546,"Mapk3/Gadd45b/Calml3/Gadd45g/Polk/Mdm2/Akt3/Hras/Bax/Mtor/Map2k2/Pik3r2/Araf/Braf/Camk2a/Tgfa/Cdk4/Pdgfa/Camk2b/Plcg1/Calml4/Calm1/Calm3/Shc1/Plcg2/Camk1d/Calm2/Sos1/Cdk6/Camk1g",30
"Cellular Processes","Cell growth and death","mmu04218","Cellular senescence","65/2756","110/4955",0.590909090909091,1.06239279588336,0.740779392222686,0.260603196932425,0.694263204327789,0.608645624414546,"Rras/Mapk3/H2-K1/Slc25a4/Gadd45b/H2-Q7/Nfatc4/Calml3/Vdac1/Gadd45g/Mdm2/Akt3/Cacna1d/Smad2/Tgfbr2/Lin52/Hras/Lin54/Atr/H2-Q6/Mtor/Map2k2/Hipk2/Tsc2/Pik3r2/Zfp36l2/Vdac2/Ppid/H2-Q1/Slc25a5/Mcu/Ppp1ca/Map2k3/Mapk13/H2-D1/Rbl2/Cdk4/H2-M3/H2-Q2/Tgfbr1/Calml4/Cdkn2b/Calm1/Trpv4/Sqstm1/Tsc1/Lin37/Ccne2/Capn1/Rheb/Calm3/Ppp3ca/Itpr2/Calm2/H2-T23/Nfatc1/Cdk6/Ppp1cb/Hipk1/Traf3ip2/Ppp3r1/Rad1/Zfp36l1/Igfbp3/Mras",65
"Genetic Information Processing","Folding, sorting and degradation","mmu03018","RNA degradation","27/2756","44/4955",0.613636363636364,1.10325405726349,0.770111289600603,0.269769572276022,0.71311181508623,0.625169796216976,"Hspd1/Eno3/Pfkm/Btg2/Btg3/Btg1/Exosc4/Lsm7/Pabpc4/Lsm1/Eno1b/Hspa9/Exosc8/C1d/Cnot2/Mphosph6/Exosc2/Tob1/Lsm8/Zcchc7/Pnldc1/Ddx6/Lsm2/Pabpc1l/Exosc10/Exosc3/Nudt16",27
"Cellular Processes","Cellular community - eukaryotes","mmu04540","Gap junction","31/2756","51/4955",0.607843137254902,1.09283844161758,0.746006638497734,0.274108219868838,0.714842777504253,0.626687293752764,"Adcy4/Mapk3/Adcy3/Adcy7/Gnai3/Plcb1/Adcy9/Hras/Prkaca/Tjp1/Map2k2/Map2k5/Map3k2/Tubb4a/Pdgfa/Gnai1/Tubb1/Adcy6/Adcy1/Htr2c/Plcb3/Gnas/Gna11/Tubb3/Tuba1c/Itpr2/Mapk7/Pdgfc/Sos1/Gnaq/Plcb2",31
"Metabolism","Glycan biosynthesis and metabolism","mmu00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate","10/2756","15/4955",0.666666666666667,1.19859700048379,0.862302872764772,0.276529418969326,0.714842777504253,0.626687293752764,"Chst12/B3gat3/Chst14/Chpf/Csgalnact1/Chsy3/Xylt2/B4galt7/Xylt1/Chpf2",10
"Human Diseases","Drug resistance: antineoplastic","mmu01522","Endocrine resistance","35/2756","58/4955",0.603448275862069,1.08493694009309,0.728367482972293,0.277001519519581,0.714842777504253,0.626687293752764,"Adcy4/Mapk3/Fos/Adcy3/Adcy7/Adcy9/Mdm2/Akt3/Jun/Hras/Med1/Bax/Prkaca/Erbb2/Mtor/Map2k2/Pik3r2/Araf/Notch4/Braf/Cdkn2c/Esr1/Mapk13/Cdk4/Rps6kb2/Jag1/Adcy6/Mmp2/Mapk9/Adcy1/Shc1/Gnas/Ncoa3/Sos1/Jag2",35
"Metabolism","Global and overview maps","mmu01212","Fatty acid metabolism","24/2756","39/4955",0.615384615384615,1.10639723121581,0.746726709679378,0.280905959488475,0.714842777504253,0.626687293752764,"Hsd17b12/Acaa1b/Hacd1/Hadh/Ppt1/Ppt2/Hacd4/Acsl4/Hadhb/Scd1/Acaca/Hsd17b4/Mecr/Echs1/Fasn/Elovl7/Cpt1a/Acsl5/Acsbg1/Acat1/Acads/Fads1/Scp2/Cbr4",24
"Human Diseases","Cancer: specific types","mmu05211","Renal cell carcinoma","24/2756","39/4955",0.615384615384615,1.10639723121581,0.746726709679378,0.280905959488475,0.714842777504253,0.626687293752764,"Mapk3/Hgf/Rbx1/Akt3/Jun/Hras/Rap1b/Egln3/Map2k2/Pik3r2/Araf/Eloc/Braf/Rac1/Crk/Pak4/Tgfa/Epas1/Pak1/Cul2/Crebbp/Sos1/Vegfa/Cdc42",24
"Human Diseases","Drug resistance: antineoplastic","mmu01524","Platinum drug resistance","28/2756","46/4955",0.608695652173913,1.09437117435477,0.71982471223356,0.285579932573951,0.721353755612721,0.632395328272921,"Gstm1/Mapk3/Cycs/Mdm2/Akt3/Top2a/Bax/Gsta3/Xpa/Erbb2/Pik3r2/Gsto1/Casp3/Gstm2/Polh/Slc31a1/Ercc1/Rev3l/Gstt3/Casp9/Mgst2/Pmaip1/Fadd/Bbc3/Gstm7/Gstm4/Birc5/Gsta2",28
"Organismal Systems","Endocrine system","mmu04911","Insulin secretion","36/2756","60/4955",0.6,1.07873730043541,0.686886199364222,0.290352582017935,0.728016400500853,0.638236325797939,"Adcy4/Glp1r/Rab3a/Adcy3/Vamp2/Adcy7/Plcb1/Adcy9/Cckar/Cacna1d/Atp1a2/Atp1a3/Atp1b1/Kcnj11/Prkaca/Kcnn3/Creb5/Camk2a/Cacna1c/Creb1/Atp1b2/Kcnn4/Camk2b/Adcy6/Adcy1/Plcb3/Stx1a/Gnas/Gna11/Creb3l1/Ryr2/Adcyap1r1/Atp1a1/Gnaq/Atf2/Plcb2",36
"Environmental Information Processing","Signal transduction","mmu04668","TNF signaling pathway","45/2756","76/4955",0.592105263157895,1.06454338858758,0.634743325252389,0.303298458813846,0.754925360989208,0.661826832909199,"Ptgs2/Il1b/Socs3/Tnfaip3/Mapk3/Map2k7/Icam1/Fos/Sele/Il18r1/Akt3/Jun/Itch/Map3k8/Casp7/Pik3r2/Ripk1/Vcam1/Adam17/Creb5/Casp3/Ccl5/Map2k3/Creb1/Vegfc/Mapk13/Ccl12/Traf3/Dab2ip/Frmd8/Traf5/Tradd/Mmp14/Jag1/Mapk9/Lta/Fadd/Creb3l1/Il15/Ripk3/Pgam5/Mlkl/Cyld/Atf2/Cxcl3",45
"Metabolism","Carbohydrate metabolism","mmu00020","Citrate cycle (TCA cycle)","11/2756","17/4955",0.647058823529412,1.16334414752839,0.75519218950567,0.30793965953891,0.760923361614262,0.667085151098782,"Acly/Idh3b/Sdhb/Mdh1/Cs/Idh2/Sucla2/Mdh2/Dlat/Pcx/Idh3g",11
"Metabolism","Amino acid metabolism","mmu00310","Lysine degradation","22/2756","36/4955",0.611111111111111,1.09871391711014,0.665420563649571,0.311547144308492,0.764299109418675,0.670044596619551,"Colgalt1/Hykk/Hadh/Kmt2e/Prdm2/Aldh3a2/Smyd1/Echs1/Nsd1/Kmt5b/Prdm6/Aass/Suv39h1/Kmt5c/Ehmt1/Plod2/Prdm16/Dot1l/Ezh1/Mecom/Acat1/Kmt5a",22
"Metabolism","Metabolism of other amino acids","mmu00450","Selenocompound metabolism","8/2756","12/4955",0.666666666666667,1.19859700048379,0.771033052463886,0.319728584868096,0.778767481714433,0.682728707537888,"Pstk/Sepsecs/Txnrd2/Papss2/Inmt/Mars2/Cth/Kyat3",8
"Human Diseases","Cancer: specific types","mmu05212","Pancreatic cancer","31/2756","52/4955",0.596153846153846,1.07182231774031,0.582820922750915,0.330762270108886,0.799928610688867,0.701280214340603,"Jak1/Mapk3/Gadd45b/Smad4/Gadd45g/Polk/Akt3/Smad2/Tgfbr2/Bax/Erbb2/Mtor/Pik3r2/Araf/Braf/Rac2/Rac1/Tgfa/Ralb/Cdk4/Tgfbr1/Casp9/Rps6kb2/Mapk9/Stat3/Rac3/Vegfa/Cdk6/Pld1/Cdc42/Rala",31
"Organismal Systems","Immune system","mmu04659","Th17 cell differentiation","40/2756","68/4955",0.588235294117647,1.05758558866217,0.535244348783954,0.341549606201381,0.815349341847033,0.714799237797677,"Hsp90aa1/Il1b/Jak1/Hsp90ab1/Mapk3/Fos/H2-DMb1/Jak2/Smad4/Irf4/Smad2/Jun/Tgfbr2/Il1r1/Mtor/Rxrg/Il4ra/H2-Ob/Jak3/Ifngr2/Mapk13/Il6st/Ifng/Plcg1/Tgfbr1/Rxrb/Mapk9/Runx1/Ppp3ca/Il2rb/Stat3/Ahr/Rorc/H2-DMa/H2-Eb2/Gata3/Nfatc1/Ppp3r1/Stat5b/Nfkbie",40
"Organismal Systems","Excretory system","mmu04962","Vasopressin-regulated water reabsorption","20/2756","33/4955",0.606060606060606,1.08963363680345,0.57831196294873,0.345994480993526,0.815349341847033,0.714799237797677,"Dctn6/Adcy3/Rab5a/Vamp2/Arhgdig/Adcy9/Stx4a/Arhgdib/Prkaca/Creb5/Dync1h1/Dync2h1/Creb1/Adcy6/Gnas/Creb3l1/Dynll1/Rab5c/Dctn5/Arhgdia",20
"Genetic Information Processing","Translation","mmu03008","Ribosome biogenesis in eukaryotes","28/2756","47/4955",0.595744680851064,1.07108668128339,0.548137966690167,0.34624668284807,0.815349341847033,0.714799237797677,"Rpp25l/Nop58/Imp3/Bms1/Xpo1/Pop7/Gtpbp4/Heatr1/Nhp2/Csnk2b/Pop4/Snu13/Rexo2/Gar1/Rcl1/Fbl/Wdr36/Utp6/Wdr43/Rpp30/Ak6/Wdr3/Lsg1/Rpp25/Gnl2/Utp14b/Nvl/Pop1",28
"Human Diseases","Cancer: specific types","mmu05217","Basal cell carcinoma","24/2756","40/4955",0.6,1.07873730043541,0.559697991280668,0.34670279931912,0.815349341847033,0.714799237797677,"Gadd45b/Ctnnb1/Gadd45g/Polk/Bax/Fzd7/Wnt9a/Smo/Fzd2/Bmp2/Fzd5/Wnt7a/Wnt4/Axin2/Apc/Fzd4/Lef1/Fzd6/Tcf7/Fzd8/Tcf7l2/Hhip/Ptch1/Wnt11",24
"Environmental Information Processing","Signal transduction","mmu04070","Phosphatidylinositol signaling system","37/2756","63/4955",0.587301587301587,1.05590688137858,0.499916315180616,0.356481155501799,0.832603246754201,0.729925365266841,"Sacm1l/Pik3c2a/Calml3/Pik3c3/Dgkq/Plcb1/Cdipt/Itpkc/Plcd1/Dgkz/Pik3r2/Plce1/Mtmr4/Pi4k2b/Itpk1/Plcg1/Calml4/Plcd3/Calm1/Dgka/Pi4ka/Calm3/Mtmr6/Plcb3/Synj1/Plcg2/Dgke/Itpr2/Dgkh/Calm2/Pip4k2c/Inppl1/Ppip5k1/Pi4k2a/Inpp5e/Plcb2/Mtm1",37
"Organismal Systems","Endocrine system","mmu04927","Cortisol synthesis and secretion","25/2756","42/4955",0.595238095238095,1.0701758932891,0.511262813686078,0.363304340446616,0.842767211512219,0.7388358946426,"Adcy4/Adcy3/Agt/Adcy7/Plcb1/Adcy9/Cacna1d/Prkaca/Mrap/Creb5/Cacna1c/Creb1/Agtr1a/Adcy6/Adcy1/Plcb3/Ldlr/Gnas/Gna11/Creb3l1/Itpr2/Gnaq/Agtr1b/Atf2/Plcb2",25
"Human Diseases","Immune disease","mmu05322","Systemic lupus erythematosus","22/2756","37/4955",0.594594594594595,1.06901894637744,0.471715251507454,0.38231490249368,0.854834729009928,0.749415227778421,"Hc/C1rb/C7/H2-DMb1/Actn4/Snrpd3/C3/C1qa/Snrpb/C4b/H3f3a/Trim21/C1s1/H2-Ob/H3f3b/C2/C1s2/Ifng/Cd40/H2-DMa/H2-Eb2/Cd40lg",22
"Metabolism","Glycan biosynthesis and metabolism","mmu00513","Various types of N-glycan biosynthesis","18/2756","30/4955",0.6,1.07873730043541,0.484220334758054,0.384816754086931,0.854834729009928,0.749415227778421,"Hexb/Stt3a/Mgat4b/Man1a/Glt28d2/Tmem258/B4galt3/Man2a1/Alg11/Krtcap2/Hexa/Mgat2/Stt3b/B4galt1/B4galt2/Tusc3/Alg1/Man2a2",18
"Metabolism","Amino acid metabolism","mmu00220","Arginine biosynthesis","10/2756","16/4955",0.625,1.12368468795356,0.554704142302492,0.385000386787235,0.854834729009928,0.749415227778421,"Arg2/Cad/Acy1/Gpt/Gpt2/Glul/Asl/Otc/Nos3/Got1l1",10
"Genetic Information Processing","Replication and repair","mmu03030","DNA replication","14/2756","23/4955",0.608695652173913,1.09437117435477,0.507804723818907,0.386218448467925,0.854834729009928,0.749415227778421,"Rnaseh2c/Rnaseh2a/Pold4/Rpa3/Mcm6/Rpa2/Rfc4/Pole4/Rnaseh2b/Rfc1/Ssbp1/Rnaseh1/Rfc2/Rfc5",14
"Cellular Processes","Cell growth and death","mmu04215","Apoptosis - multiple species","14/2756","23/4955",0.608695652173913,1.09437117435477,0.507804723818907,0.386218448467925,0.854834729009928,0.749415227778421,"Cycs/Diablo/Casp7/Bax/Birc6/Casp3/Becn1/Casp9/Mapk9/Pmaip1/Fadd/Bbc3/Birc5/Htra2",14
"Environmental Information Processing","Signal transduction","mmu04012","ErbB signaling pathway","31/2756","53/4955",0.584905660377358,1.05159925514144,0.422765663138479,0.390247289614448,0.854834729009928,0.749415227778421,"Mapk3/Map2k7/Areg/Akt3/Jun/Cblb/Hras/Erbb2/Mtor/Map2k2/Pik3r2/Araf/Braf/Crk/Ereg/Camk2a/Pak4/Btc/Nrg1/Tgfa/Camk2b/Plcg1/Rps6kb2/Mapk9/Shc1/Plcg2/Pak1/Sos1/Erbb3/Nck2/Stat5b",31
"Organismal Systems","Immune system","mmu04640","Hematopoietic cell lineage","31/2756","53/4955",0.584905660377358,1.05159925514144,0.422765663138479,0.390247289614448,0.854834729009928,0.749415227778421,"Il1b/Csf3r/Il11ra1/Cd14/H2-DMb1/Il3ra/Mme/Cd36/Cd59a/Itgam/Il7r/Il1r1/Cd24a/Gp9/Itga2/Il1r2/Cd55/Il4ra/Anpep/H2-Ob/Ms4a1/Cd9/Epor/Kitl/Cr1l/Cd19/H2-DMa/H2-Eb2/Cd2/Itga5/Itgb3",31
"Environmental Information Processing","Signal transduction","mmu04072","Phospholipase D signaling pathway","53/2756","92/4955",0.576086956521739,1.03574414715719,0.38739294861639,0.390602137222322,0.854834729009928,0.749415227778421,"Adcy4/Cxcr2/Rras/Mapk3/Adcy3/Agt/Adcy7/Dgkq/Plcb1/Adcy9/Akt3/Plpp1/Cyth2/Rhoa/Hras/Mtor/Map2k2/Dgkz/Tsc2/Pik3r2/Cxcr1/Arf6/Lpar3/Agtr1a/Ralb/Pdgfa/Plcg1/Pik3r6/Dgka/Kitl/Tsc1/Adcy6/Adcy1/Rheb/Shc1/Cyth3/Plcb3/Gnas/Plcg2/Dnm2/Pik3cg/Dgke/Dgkh/Rapgef3/Pdgfc/Sos1/Pla2g4f/Pld1/Lpar6/Agtr1b/Rala/Plcb2/Mras",53
"Human Diseases","Cancer: specific types","mmu05225","Hepatocellular carcinoma","62/2756","108/4955",0.574074074074074,1.03212519486104,0.377855833632322,0.391068087171697,0.854834729009928,0.749415227778421,"Gstm1/Mapk3/Hgf/Gadd45b/Ctnnb1/Frat2/Smad4/Gadd45g/Polk/Brd7/Akt3/Smad2/Tgfbr2/Actg1/Lrp5/Hras/Bax/Gsta3/Mtor/Map2k2/Pik3r2/Gsto1/Fzd7/Araf/Braf/Gstm2/Wnt9a/Txnrd2/Tgfa/Fzd2/Fzd5/Keap1/Cdk4/Plcg1/Tgfbr1/Gstt3/Wnt7a/Rps6kb2/Wnt4/Axin2/Apc/Fzd4/Lef1/Shc1/Fzd6/Mgst2/Tcf7/Plcg2/Gstm7/Fzd8/Tcf7l2/Smarcc2/Smarcd3/Gstm4/Sos1/Smarcc1/Gsta2/Cdk6/Pbrm1/Arid1a/Actb/Wnt11",62
"Genetic Information Processing","Replication and repair","mmu03420","Nucleotide excision repair","23/2756","39/4955",0.58974358974359,1.06029734658182,0.423184313171743,0.399258416351794,0.867179108127144,0.760237279543476,"Rbx1/Polr2b/Ddb1/Polr2e/Rad23b/Xpa/Polr2k/Pold4/Polr2h/Rpa3/Xpc/Ercc1/Rpa2/Rfc4/Pole4/Polr2g/Rfc1/Polr2c/Polr2d/Rfc2/Polr2a/Polr2j/Rfc5",23
"Environmental Information Processing","Signal transduction","mmu04390","Hippo signaling pathway","55/2756","96/4955",0.572916666666667,1.03004429729076,0.332758540478971,0.410863698432886,0.881042521727624,0.772391036180414,"Itgb2/Bmp5/Areg/Ctnnb1/Smad4/Smad2/Rassf6/Tgfbr2/Actg1/Rassf1/Id2/Ywhae/Fzd7/Prkci/Wnt9a/Tead2/Pard6g/Fzd2/Bmp2/Ppp1ca/Trp53bp2/Fzd5/Ppp2ca/Bmpr1b/Tgfbr1/Dlg4/Wnt7a/Ywhag/Patj/Sox2/Wnt4/Axin2/Mob1b/Apc/Fzd4/Lef1/Fzd6/Scrib/Tcf7/Crb1/Bbc3/Fzd8/Tcf7l2/Nkd1/Birc5/Ppp2r2c/Dlg1/Gdf6/Ppp1cb/Nkd2/Bmp7/Id1/Actb/Ywhaz/Wnt11",55
"Genetic Information Processing","Transcription","mmu03020","RNA polymerase","11/2756","18/4955",0.611111111111111,1.09871391711014,0.469664859889184,0.412011547214843,0.881042521727624,0.772391036180414,"Polr2b/Polr2e/Polr2k/Polr2h/Polr2g/Polr2c/Polr2d/Polr3f/Polr2a/Polr2j/Polr3h",11
"Metabolism","Glycan biosynthesis and metabolism","mmu00531","Glycosaminoglycan degradation","7/2756","11/4955",0.636363636363636,1.14411531864362,0.535639074424926,0.413392385561348,0.881042521727624,0.772391036180414,"Hexb/Arsb/Hyal1/Hyal2/Sgsh/Hexa/Gusb",7
"Human Diseases","Infectious disease: parasitic","mmu05143","African trypanosomiasis","16/2756","27/4955",0.592592592592593,1.06541955598559,0.381556729619071,0.428682978298427,0.907955873290457,0.79598539285226,"Il1b/Hba-a2/Hba-a1/Icam1/Sele/Hbb-bs/Plcb1/Lama4/Vcam1/Myd88/Ifng/Plcb3/Il18/Gnaq/Plcb2/Il12a",16
"Human Diseases","Neurodegenerative disease","mmu05017","Spinocerebellar ataxia","53/2756","93/4955",0.56989247311828,1.02460711331679,0.268163496297673,0.436841700669379,0.918192261027614,0.80495941389672,"Slc25a4/Pik3c3/Vdac1/Psmb3/Cycs/Plcb1/Psmb5/Akt3/Gria1/Psmd14/Rb1cc1/Mtor/Pik3r2/Kcnc3/Vdac2/Psmb1/Psmb4/Becn1/Slc25a5/Mcu/Kat5/Ppif/Grin1/Atp2a3/Psmc1/Psma6/Nfya/Psmc3/Mapk9/Cic/Plcb3/Psmd8/Psmd12/Psmd6/Psmd1/Psmc6/Itpr2/Psmb7/Ern1/Wipi1/Xbp1/Rbpj/Gtf2b/Atg2a/Reln/Psma5/Psmc2/Psmd7/Gnaq/Pum2/Plcb2/Psmb2/Rbpjl",53
"Metabolism","Amino acid metabolism","mmu00330","Arginine and proline metabolism","17/2756","29/4955",0.586206896551724,1.05393874180471,0.326105106857627,0.447737356373681,0.918192261027614,0.80495941389672,"P4ha1/Arg2/Odc1/Aldh3a2/Ckm/Azin2/Ckmt2/Aoc1/Sat1/Aldh18a1/Amd2/Maoa/Lap3/Cndp2/P4ha2/Nos3/Got1l1",17
"Environmental Information Processing","Membrane transport","mmu02010","ABC transporters","17/2756","29/4955",0.586206896551724,1.05393874180471,0.326105106857627,0.447737356373681,0.918192261027614,0.80495941389672,"Tap2/Abcb9/Abca2/Abca5/Abcd2/Cftr/Abcd3/Tap1/Abca6/Abcb10/Abcd4/Abcg1/Abcd1/Abca13/Abca8b/Abca17/Abcc5",17
"Organismal Systems","Development and regeneration","mmu04380","Osteoclast differentiation","45/2756","79/4955",0.569620253164557,1.02411769028679,0.241892500526939,0.450837111731014,0.918192261027614,0.80495941389672,"Lilrb4a/Il1b/Socs3/Fosb/Jak1/Mapk3/Map2k7/Fos/Lcp2/Ncf2/Akt3/Traf6/Jun/Tgfbr2/Il1r1/Pik3r2/Tec/Rac1/Pira2/Cyba/Ifngr2/Creb1/Sirpb1a/Mapk13/Tyrobp/Ifng/Tgfbr1/Atp2a3/Ncf4/Sqstm1/Acp5/Ctsk/Blnk/Mapk9/Ifnar1/Plcg2/Ppp3ca/Itpr2/Spi1/Nfatc1/Cyld/Tmem64/Itgb3/Ppp3r1/Pirb",45
"Organismal Systems","Endocrine system","mmu04935","Growth hormone synthesis, secretion and action","45/2756","79/4955",0.569620253164557,1.02411769028679,0.241892500526939,0.450837111731014,0.918192261027614,0.80495941389672,"Socs3/Adcy4/Mapk3/Fos/Adcy3/Jak2/Adcy7/Gnai3/Plcb1/Adcy9/Akt3/Cacna1d/Hras/Prkaca/Mtor/Map2k2/Pik3r2/Creb5/Crk/Irs1/Cacna1c/Map2k3/Creb1/Mapk13/Plcg1/Gnai1/Adcy6/Mapk9/Adcy1/Shc1/Plcb3/Gnas/Plcg2/Gna11/Creb3l1/Ghr/Stat3/Itpr2/Crebbp/Sos1/Gnaq/Stat5b/Atf2/Plcb2/Igfbp3",45
"Environmental Information Processing","Signaling molecules and interaction","mmu04061","Viral protein interaction with cytokine and cytokine receptor","31/2756","54/4955",0.574074074074074,1.03212519486104,0.265708404964191,0.451122540493159,0.918192261027614,0.80495941389672,"Ccr1/Cxcr2/Tnfrsf10b/Il18r1/Il18rap/Ccr6/Ccr3/Cxcr1/Tnfsf14/Ccl5/Il10rb/Ccl12/Il6st/Tnfsf10/Ccl9/Ackr3/Lta/Cxcl14/Ackr4/Ccl7/Il34/Il2rb/Cx3cr1/Il20rb/Ccl3/Il18/Il22ra1/Tnfrsf14/Ccl4/Cxcl3/Il10ra",31
"Organismal Systems","Endocrine system","mmu04910","Insulin signaling pathway","50/2756","88/4955",0.568181818181818,1.02153153450323,0.22813432717919,0.453856595431267,0.918192261027614,0.80495941389672,"Socs3/Mapk3/Calml3/Akt3/Slc2a4/Ptprf/Cblb/Hras/Pygl/Prkaca/Mtor/Rhoq/Map2k2/Tsc2/Pik3r2/Pygm/Phkb/Araf/Acaca/Flot1/Braf/Socs4/Eif4e/Sorbs1/Prkci/Crk/Irs1/Rps6/Ppp1ca/Fasn/Ptpn1/Rptor/Ppp1r3d/Gys1/Calml4/Calm1/Tsc1/Rps6kb2/Mapk9/Rheb/Calm3/Shc1/Hkdc1/Prkaa1/Calm2/Hk2/Inppl1/Trip10/Sos1/Ppp1cb",50
"Environmental Information Processing","Signal transduction","mmu04020","Calcium signaling pathway","93/2756","165/4955",0.563636363636364,1.01335928222721,0.195372004919708,0.455057161623656,0.918192261027614,0.80495941389672,"Adcy4/Hgf/Slc25a4/Adcy3/Nfatc4/Calml3/Adcy7/Vdac1/Plcb1/Adcy9/Cckar/Cacna1d/Mcoln1/Itpkc/Ptafr/Gnal/Fgf2/Vegfb/Prkaca/Hrc/Plcd1/Erbb2/Tpcn2/Phkb/Atp2b1/Trdn/Cysltr1/Vdac2/Camk2a/Adra1a/Tfeb/Adora2b/Mylk3/Ntrk2/Casq1/Cacna1c/Tgfa/Slc25a5/Plce1/Mcu/Gdnf/Vegfc/Ppif/Ntrk3/Agtr1a/Pdgfa/Camk2b/Plcg1/Calml4/Gna14/Grin1/Atp2a3/Hrh2/Plcd3/Calm1/P2rx4/Chrna7/Adcy1/Calm3/Ednrb/Htr2c/Fgf16/Plcb3/Gnas/Plcg2/Mylk/Gna11/P2rx7/Kdr/Ppp3ca/Mylk4/Adra1b/Ryr2/Camk1d/Itpr2/Chrm2/Calm2/Flt4/Htr7/Mrln/Pdgfc/Vegfa/Erbb3/Nfatc1/Gnaq/Agtr1b/Camk1g/Pde1a/Fgfr1/Ppp3r1/Gna15/Plcb2/Nos3",93
"Cellular Processes","Cell growth and death","mmu04114","Oocyte meiosis","46/2756","81/4955",0.567901234567901,1.02102707448619,0.213591316815051,0.461483698734354,0.922559605881681,0.808788171231355,"Pttg1/Adcy4/Mapk3/Rps6ka3/Rps6ka2/Adcy3/Rbx1/Calml3/Adcy7/Cpeb4/Bub1/Adcy9/Cpeb1/Cdc27/Ppp2r5e/Prkaca/Ywhae/Camk2a/Cdc23/Anapc16/Ppp1ca/Anapc2/Mapk13/Ppp2ca/Camk2b/Calml4/Ywhag/Cpeb2/Calm1/Rps6ka1/Adcy6/Ccne2/Adcy1/Calm3/Anapc4/Ppp3ca/Itpr2/Cdc16/Ar/Calm2/Mad2l2/Cul1/Ppp1cb/Ppp3r1/Ppp2r5b/Ywhaz",46
"Human Diseases","Cancer: overview","mmu05203","Viral carcinogenesis","70/2756","124/4955",0.564516129032258,1.01494100847418,0.188615434747433,0.462632529635682,0.922559605881681,0.808788171231355,"Jak1/Mapk3/Ddx3x/H2-K1/H2-Q7/Actn4/Egr2/Ddb1/Mdm2/Rhoa/Jun/Hras/C3/Bax/H2-Q6/Prkaca/Hdac3/Ccr3/Ywhae/Lyn/Pik3r2/Mrps18b/Creb5/Casp3/Rac1/Jak3/H2-Q1/Creb1/Il6st/H2-D1/Rbl2/Traf3/Cdk4/H2-M3/H2-Q2/Traf5/Tradd/Psmc1/Ywhag/Cdkn2b/Hdac11/Ccne2/Hdac5/Scrib/Dnaja3/Srf/Rasa2/Pmaip1/Creb3l1/Irf7/Stat3/Crebbp/H2-T23/Rbpj/Gtf2b/Dlg1/Cdk6/Hnrnpk/Gtf2a1/Pxn/Hdac10/Cdc42/Sp100/Stat5b/Atf2/Hdac4/Polb/Rbpjl/Hdac1/Ywhaz",70
"Genetic Information Processing","Replication and repair","mmu03430","Mismatch repair","9/2756","15/4955",0.6,1.07873730043541,0.341875255889078,0.471595520542123,0.92326460586569,0.809406229559673,"Pold4/Rpa3/Rpa2/Rfc4/Rfc1/Pms2/Ssbp1/Rfc2/Rfc5",9
